seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_015343535.1_884	1	7	34	4044	0.533	0.533	1	7	34	4044	NA	NA	0	1	7	34	4044	0.533	0.0	0.0	0.0	14.3	0.0	85.7	0	dsDNAphage	linear	GCA_015343535.1_884||full	0.533	dsDNAphage
GCA_015343535.1_85	1	7	261	3421	0.913	0.913	1	7	261	3421	NA	NA	0	1	7	261	3421	0.913	0.0	0.0	0.0	14.3	0.0	85.7	0	dsDNAphage	linear	GCA_015343535.1_85||full	0.913	dsDNAphage
GCA_015343535.1_754	1	3	2	1185	0.967	0.967	1	3	2	1185	NA	NA	0	1	3	2	1185	0.967	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_015343535.1_754||full	0.967	ssDNA
GCA_015343535.1_717	1	2	2	1495	0.96	0.96	1	2	2	1495	NA	NA	0	1	2	2	1495	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_015343535.1_717||full	0.96	ssDNA
GCA_015343535.1_706	1	8	83	4353	0.987	0.987	1	8	83	4353	NA	NA	0	1	8	83	4353	0.987	0.0	12.5	0.0	50.0	0.0	37.5	1	dsDNAphage	linear	GCA_015343535.1_706||full	0.987	dsDNAphage
GCA_015343535.1_674	1	8	634	4888	0.993	0.993	1	8	634	4888	NA	NA	0	1	8	634	4888	0.993	0.0	0.0	0.0	50.0	0.0	50.0	2	dsDNAphage	linear	GCA_015343535.1_674||full	0.993	dsDNAphage
GCA_015343535.1_581	1	2	205	2225	0.587	0.587	1	2	205	2225	NA	NA	0	1	2	205	2225	0.587	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_015343535.1_581||full	0.587	ssDNA
GCA_015343535.1_503	1	4	1	1891	1.0	1.0	1	4	1	1891	NA	NA	0	1	4	1	1891	1.0	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	GCA_015343535.1_503||full	1.0	ssDNA
GCA_015343535.1_49	1	2	497	1721	0.967	0.967	1	2	497	1721	NA	NA	0	1	2	497	1721	0.967	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_015343535.1_49||full	0.967	ssDNA
GCA_015343535.1_472	1	5	363	2597	0.953	0.953	1	5	363	2597	NA	NA	0	1	5	363	2597	0.953	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	GCA_015343535.1_472||full	0.953	ssDNA
GCA_015343535.1_47	1	4	91	3065	0.72	0.72	1	4	91	3065	NA	NA	0	1	4	91	3065	0.72	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_015343535.1_47||full	0.72	ssDNA
GCA_015343535.1_461	1	4	40	1548	0.92	0.92	1	4	40	1548	NA	NA	0	1	4	40	1548	0.92	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_015343535.1_461||full	0.92	ssDNA
GCA_015343535.1_449	1	3	106	1124	0.827	0.827	1	3	106	1124	NA	NA	0	1	3	106	1124	0.827	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_015343535.1_449||full	0.827	ssDNA
GCA_015343535.1_418	1	3	1	1848	0.98	0.98	1	3	1	1848	NA	NA	0	1	3	1	1848	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_015343535.1_418||full	0.98	ssDNA
GCA_015343535.1_397	1	4	1	1178	0.96	0.96	1	4	1	1178	NA	NA	0	1	4	1	1178	0.96	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_015343535.1_397||full	0.96	ssDNA
GCA_015343535.1_370	1	4	1	3760	0.887	0.887	1	4	1	3760	NA	NA	0	1	4	1	3760	0.887	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	GCA_015343535.1_370||full	0.887	dsDNAphage
GCA_015343535.1_360	1	3	3	1477	0.993	0.993	1	3	3	1477	NA	NA	0	1	3	3	1477	0.993	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_015343535.1_360||full	0.993	ssDNA
GCA_015343535.1_339	1	5	1	6001	0.66	0.66	1	5	1	6001	NA	NA	0	1	5	1	6001	0.66	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	GCA_015343535.1_339||full	0.66	dsDNAphage
GCA_015343535.1_328	1	3	1	1710	1.0	1.0	1	3	1	1710	NA	NA	0	1	3	1	1710	1.0	0.0	0.0	0.0	100.0	0.0	0.0	3	dsDNAphage	linear	GCA_015343535.1_328||full	1.0	dsDNAphage
GCA_015343535.1_30	1	2	3	1848	0.953	0.953	1	2	3	1848	NA	NA	0	1	2	3	1848	0.953	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_015343535.1_30||full	0.953	ssDNA
GCA_015343535.1_284	1	3	1	1175	1.0	1.0	1	3	1	1175	NA	NA	0	1	3	1	1175	1.0	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_015343535.1_284||full	1.0	ssDNA
GCA_015343535.1_277	1	3	1	2545	0.927	0.927	1	3	1	2545	NA	NA	0	1	3	1	2545	0.927	0.0	0.0	0.0	66.7	33.3	0.0	2	dsDNAphage	linear	GCA_015343535.1_277||full	0.927	dsDNAphage
GCA_015343535.1_271	1	3	1	2038	0.9	0.9	1	3	1	2038	NA	NA	0	1	3	1	2038	0.9	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_015343535.1_271||full	0.9	ssDNA
GCA_015343535.1_266	1	3	3	2848	0.807	0.807	1	3	3	2848	NA	NA	0	1	3	3	2848	0.807	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_015343535.1_266||full	0.807	ssDNA
GCA_015343535.1_248	1	5	1	2009	0.953	0.953	1	5	1	2009	NA	NA	0	1	5	1	2009	0.953	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	GCA_015343535.1_248||full	0.953	ssDNA
GCA_015343535.1_229	1	4	1	1968	0.927	0.927	1	4	1	1968	NA	NA	0	1	4	1	1968	0.927	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_015343535.1_229||full	0.927	ssDNA
GCA_015343535.1_205	2	3	519	2256	0.993	0.993	2	3	519	2256	NA	NA	0	2	3	519	2256	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	circular	GCA_015343535.1_205||full	0.993	ssDNA
GCA_015343535.1_203	1	11	2	3799	0.993	0.993	1	11	2	3799	NA	NA	0	1	11	2	3799	0.993	0.0	0.0	0.0	36.4	9.1	54.5	0	dsDNAphage	linear	GCA_015343535.1_203||full	0.993	dsDNAphage
GCA_015343535.1_186	1	2	128	2192	0.873	0.873	1	2	128	2192	NA	NA	0	1	2	128	2192	0.873	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_015343535.1_186||full	0.873	ssDNA
GCA_015343535.1_184	1	2	1	2082	0.92	0.92	1	2	1	2082	NA	NA	0	1	2	1	2082	0.92	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_015343535.1_184||full	0.92	ssDNA
GCA_015343535.1_18	1	4	57	3858	0.633	0.633	1	4	57	3858	NA	NA	0	1	4	57	3858	0.633	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	GCA_015343535.1_18||full	0.633	dsDNAphage
GCA_015343535.1_176	1	2	2	1161	1.0	1.0	1	2	2	1161	NA	NA	0	1	2	2	1161	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_015343535.1_176||full	1.0	ssDNA
GCA_015343535.1_174	1	8	3	2852	0.94	0.94	1	8	3	2852	NA	NA	0	1	8	3	2852	0.94	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_015343535.1_174||full	0.94	ssDNA
