GCA_000006745.1_00927	hypothetical protein
GCA_000009745.1_04430	Pectate disaccharide-lyase
GCA_000016245.1_00443	hypothetical protein
GCA_000021605.1_00885	hypothetical protein
GCA_000021625.1_00946	hypothetical protein
GCA_000022585.1_02455	hypothetical protein
GCA_000024825.1_03944	Pectate disaccharide-lyase
GCA_000152425.1_02156	hypothetical protein
GCA_000152445.1_01114	hypothetical protein
GCA_000152445.1_02247	hypothetical protein
GCA_000152465.2_01589	hypothetical protein
GCA_000152485.1_04303	Pectate disaccharide-lyase
GCA_000152765.1_02114	hypothetical protein
GCA_000152765.1_02787	hypothetical protein
GCA_000153005.1_02259	hypothetical protein
GCA_000153785.3_02530	hypothetical protein
GCA_000153865.1_03328	hypothetical protein
GCA_000153945.1_02895	hypothetical protein
GCA_000153965.1_02286	hypothetical protein
GCA_000153985.3_02029	hypothetical protein
GCA_000154005.2_01224	hypothetical protein
GCA_000154025.1_03660	hypothetical protein
GCA_000165125.2_03059	Hemolysin
GCA_000166455.2_00410	hypothetical protein
GCA_000166475.2_02461	hypothetical protein
GCA_000166495.2_00346	hypothetical protein
GCA_000167935.2_02306	hypothetical protein
GCA_000168895.2_01859	hypothetical protein
GCA_000168915.3_01756	hypothetical protein
GCA_000168935.3_00022	hypothetical protein
GCA_000168935.3_00114	hypothetical protein
GCA_000168935.3_01856	hypothetical protein
GCA_000169995.1_00769	hypothetical protein
GCA_000171815.1_03139	hypothetical protein
GCA_000174115.1_01793	hypothetical protein
GCA_000174115.1_02643	hypothetical protein
GCA_000174235.1_00700	hypothetical protein
GCA_000174235.1_03232	hypothetical protein
GCA_000174255.1_00123	hypothetical protein
GCA_000174275.1_01566	hypothetical protein
GCA_000174295.1_02769	hypothetical protein
GCA_000174295.1_02851	hypothetical protein
GCA_000174315.1_00207	hypothetical protein
GCA_000174335.1_03300	hypothetical protein
GCA_000175695.1_02757	hypothetical protein
GCA_000175975.1_00892	hypothetical protein
GCA_000175975.1_02288	hypothetical protein
GCA_000175975.1_02863	hypothetical protein
GCA_000175975.1_03929	hypothetical protein
