gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
WESQFYHR_CDS_0001	549	1	-	GCA_013114135.1_9|19711-29921	-1177.7619488398304	73	133.0	0.501	1.108e-37	p379932 VI_08141	PHANOTATE	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0001	WESQFYHR_CDS_0001
WESQFYHR_CDS_0002	1652	624	-	GCA_013114135.1_9|19711-29921	-7022165.8788829	8979	89.0	0.366	8.458e-24	p425161 VI_10683	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0002	WESQFYHR_CDS_0002
WESQFYHR_CDS_0003	1906	1754	-	GCA_013114135.1_9|19711-29921	-0.2734614134962725	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0003	WESQFYHR_CDS_0003
WESQFYHR_CDS_0004	2195	1911	-	GCA_013114135.1_9|19711-29921	-570.2100361945957	603	43.0	0.445	4.238e-10	p326765 VI_03279	PHANOTATE	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0004	WESQFYHR_CDS_0004
WESQFYHR_CDS_0005	2371	2189	-	GCA_013114135.1_9|19711-29921	-1.735468133320808	603	38.0	0.392	3.75e-08	p326765 VI_03279	PHANOTATE	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0005	WESQFYHR_CDS_0005
WESQFYHR_CDS_0006	2547	2362	-	GCA_013114135.1_9|19711-29921	-11.38272396447544	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0006	WESQFYHR_CDS_0006
WESQFYHR_CDS_0007	2756	2616	-	GCA_013114135.1_9|19711-29921	-0.0907752505635538	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0007	WESQFYHR_CDS_0007
WESQFYHR_CDS_0008	2924	2814	-	GCA_013114135.1_9|19711-29921	-2.4179876483790994	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0008	WESQFYHR_CDS_0008
WESQFYHR_CDS_0009	3250	3026	-	GCA_013114135.1_9|19711-29921	-7.508513598079104	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0009	WESQFYHR_CDS_0009
WESQFYHR_CDS_0010	5034	3250	-	GCA_013114135.1_9|19711-29921	-36558359760.10478	16	46.0	0.167	2.379e-08	NC_027402_p36	PHANOTATE	CDS	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0010	WESQFYHR_CDS_0010
