seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_003970425.1_97	1	16	221	13703	1.0	1.0	1	16	221	13703	NA	NA	0	1	16	221	13703	1.0	0.0	0.0	0.0	56.2	0.0	43.8	1	dsDNAphage	linear	GCA_003970425.1_97||full	1.0	dsDNAphage
GCA_003970425.1_66	1	17	1	17008	0.86	0.86	1	17	1	17008	NA	NA	0	1	17	1	17008	0.86	0.0	5.9	0.0	41.2	29.4	23.5	1	dsDNAphage	linear	GCA_003970425.1_66||full	0.86	dsDNAphage
GCA_003970425.1_499	1	3	3	1325	1.0	1.0	1	3	3	1325	NA	NA	0	1	3	3	1325	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_003970425.1_499||full	1.0	ssDNA
GCA_003970425.1_419	1	8	3	3965	0.987	0.987	1	8	3	3965	NA	NA	0	1	8	3	3965	0.987	0.0	0.0	0.0	37.5	0.0	62.5	1	dsDNAphage	linear	GCA_003970425.1_419||full	0.987	dsDNAphage
GCA_003970425.1_413	1	3	295	1358	0.54	0.54	1	3	295	1358	NA	NA	0	1	3	295	1358	0.54	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	GCA_003970425.1_413||full	0.54	dsDNAphage
GCA_003970425.1_411	1	3	236	4669	0.66	0.66	1	3	236	4669	NA	NA	0	1	3	236	4669	0.66	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_003970425.1_411||full	0.66	dsDNAphage
GCA_003970425.1_381	1	2	323	1363	0.98	0.98	1	2	323	1363	NA	NA	0	1	2	323	1363	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_003970425.1_381||full	0.98	ssDNA
GCA_003970425.1_378	1	16	1	11554	1.0	1.0	1	16	1	11554	NA	NA	0	1	16	1	11554	1.0	0.0	0.0	0.0	81.2	0.0	18.8	9	dsDNAphage	linear	GCA_003970425.1_378||full	1.0	dsDNAphage
GCA_003970425.1_247	1	32	3	38805	0.98	1.0	1	32	3	38805	NA	NA	0	1	32	3	38805	0.98	0.0	9.4	0.0	53.1	6.2	31.2	6	dsDNAphage	linear	GCA_003970425.1_247||full	0.98	dsDNAphage
GCA_003970425.1_205	1	42	2	33630	0.96	0.993	1	42	2	33630	NA	NA	0	1	42	2	33630	0.96	0.0	19.0	0.0	45.2	2.4	33.3	8	dsDNAphage	linear	GCA_003970425.1_205||full	0.96	dsDNAphage
GCA_003970425.1_188	1	40	2	25584	0.993	1.0	1	40	2	25584	NA	NA	0	1	40	2	25584	0.993	0.0	17.5	0.0	42.5	2.5	37.5	4	dsDNAphage	linear	GCA_003970425.1_188||full	0.993	dsDNAphage
GCA_003970425.1_127	1	3	150	4215	0.68	0.68	1	3	150	4215	NA	NA	0	1	3	150	4215	0.68	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_003970425.1_127||full	0.68	dsDNAphage
