seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006370775.1_509	1	2	1	923	0.96	0.96	1	2	1	923	NA	NA	0	1	2	1	923	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006370775.1_509||full	0.96	ssDNA
GCA_006370775.1_491	1	4	3	1839	0.987	0.987	1	4	3	1839	NA	NA	0	1	4	3	1839	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006370775.1_491||full	0.987	ssDNA
GCA_006370775.1_465	1	3	3	2312	0.547	0.547	1	3	3	2312	NA	NA	0	1	3	3	2312	0.547	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	GCA_006370775.1_465||full	0.547	dsDNAphage
GCA_006370775.1_433	1	3	3	2865	0.66	0.66	1	3	3	2865	NA	NA	0	1	3	3	2865	0.66	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_006370775.1_433||full	0.66	dsDNAphage
GCA_006370775.1_404	1	2	2	1913	0.687	0.687	1	2	2	1913	NA	NA	0	1	2	2	1913	0.687	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006370775.1_404||full	0.687	ssDNA
GCA_006370775.1_400	1	4	3	1208	0.98	0.98	1	4	3	1208	NA	NA	0	1	4	3	1208	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006370775.1_400||full	0.98	ssDNA
GCA_006370775.1_365	1	3	3	4333	0.82	0.82	1	3	3	4333	NA	NA	0	1	3	3	4333	0.82	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_006370775.1_365||full	0.82	dsDNAphage
GCA_006370775.1_332	1	8	1	5396	0.8	0.8	1	8	1	5396	NA	NA	0	1	8	1	5396	0.8	0.0	0.0	0.0	37.5	0.0	62.5	0	dsDNAphage	linear	GCA_006370775.1_332||full	0.8	dsDNAphage
GCA_006370775.1_278	1	10	235	7029	1.0	1.0	1	10	235	7029	NA	NA	0	1	10	235	7029	1.0	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	GCA_006370775.1_278||full	1.0	dsDNAphage
GCA_006370775.1_249	1	10	332	8539	0.993	0.993	1	10	332	8539	NA	NA	0	1	10	332	8539	0.993	0.0	0.0	0.0	70.0	0.0	30.0	2	dsDNAphage	linear	GCA_006370775.1_249||full	0.993	dsDNAphage
GCA_006370775.1_102	1	31	3	24184	1.0	1.0	1	31	3	24184	NA	NA	0	1	31	3	24184	1.0	0.0	6.5	0.0	71.0	0.0	22.6	10	dsDNAphage	linear	GCA_006370775.1_102||full	1.0	dsDNAphage
