GCA_000169995	Vibrio sp000169995
GCA_000257205	Vibrio ordalii
GCA_002257545	Vibrio ordalii
GCA_000695745	Vibrio madracius
GCA_000755425	Vibrio maritimus_A
GCA_000775715	Vibrio tubiashii_A
GCA_000695055	Vibrio diabolicus
GCA_001048675	Vibrio diabolicus
GCA_001280625	Vibrio diabolicus
GCA_001315205	Vibrio diabolicus
GCA_002868815	Vibrio diabolicus
GCA_012151155	Vibrio diabolicus
GCA_012151295	Vibrio diabolicus
GCA_012151455	Vibrio diabolicus
GCA_012151595	Vibrio diabolicus
GCA_020991225	Vibrio diabolicus
GCA_021440305	Vibrio diabolicus
GCA_024743515	Vibrio diabolicus
GCA_024743855	Vibrio diabolicus
GCA_024744055	Vibrio diabolicus
GCA_024744075	Vibrio diabolicus
GCA_024744095	Vibrio diabolicus
GCA_024744135	Vibrio diabolicus
GCA_024744175	Vibrio diabolicus
GCA_024744195	Vibrio diabolicus
GCA_024744375	Vibrio diabolicus
GCA_024744525	Vibrio diabolicus
GCA_024744845	Vibrio diabolicus
GCA_024744965	Vibrio diabolicus
GCA_024745435	Vibrio diabolicus
GCA_024746035	Vibrio diabolicus
GCA_024746045	Vibrio diabolicus
GCA_024746195	Vibrio diabolicus
GCA_024746235	Vibrio diabolicus
GCA_024746245	Vibrio diabolicus
GCA_024746275	Vibrio diabolicus
GCA_024746535	Vibrio diabolicus
GCA_024746585	Vibrio diabolicus
GCA_024746645	Vibrio diabolicus
GCA_024746715	Vibrio diabolicus
GCA_024748175	Vibrio diabolicus
GCA_024748215	Vibrio diabolicus
GCA_913062945	Vibrio diabolicus
GCA_000024825	Vibrio diabolicus
GCA_000152485	Vibrio diabolicus
GCA_000341445	Vibrio diabolicus
GCA_000962815	Vibrio diabolicus
GCA_001010935	Vibrio diabolicus
GCA_001691185	Vibrio diabolicus
GCA_001909305	Vibrio diabolicus
GCA_002105475	Vibrio diabolicus
GCA_002953335	Vibrio diabolicus
GCA_002953355	Vibrio diabolicus
GCA_002953395	Vibrio diabolicus
GCA_003123985	Vibrio diabolicus
GCA_003337295	Vibrio diabolicus
GCA_003798525	Vibrio diabolicus
GCA_004522045	Vibrio diabolicus
GCA_006151825	Vibrio diabolicus
GCA_008757025	Vibrio diabolicus
