gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
VZUBQWZL_CDS_0001	1	1395	+	GCA_015343015.1_113_82762-137762	-118756.65086811496	21819	52.0	0.499	2.358e-10	p307535 VI_02966	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0001	VZUBQWZL_CDS_0001
VZUBQWZL_CDS_0002	1337	1465	+	GCA_015343015.1_113_82762-137762	-1.8212599780441143	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0002	VZUBQWZL_CDS_0002
VZUBQWZL_CDS_0003	1644	3062	+	GCA_015343015.1_113_82762-137762	-584796.1867593317	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0003	VZUBQWZL_CDS_0003
VZUBQWZL_CDS_0004	3193	3101	-	GCA_015343015.1_113_82762-137762	-0.1755731183850247	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0004	VZUBQWZL_CDS_0004
VZUBQWZL_CDS_0005	4615	3209	-	GCA_015343015.1_113_82762-137762	-42540531146.91882	601	233.0	0.596	1.359e-70	p280433 VI_07926	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0005	VZUBQWZL_CDS_0005
VZUBQWZL_CDS_0006	4875	4615	-	GCA_015343015.1_113_82762-137762	-13.643764303289664	594	132.0	0.745	4.973e-40	p185251 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0006	VZUBQWZL_CDS_0006
VZUBQWZL_CDS_0007	5255	4878	-	GCA_015343015.1_113_82762-137762	-404.57107450929897	596	213.0	0.819	3.1259999999999995e-67	p185332 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0007	VZUBQWZL_CDS_0007
VZUBQWZL_CDS_0008	5909	5259	-	GCA_015343015.1_113_82762-137762	-3070.196912028867	611	128.0	0.663	3.682e-37	p37027 VI_01908	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0008	VZUBQWZL_CDS_0008
VZUBQWZL_CDS_0009	6304	5909	-	GCA_015343015.1_113_82762-137762	-344.1182665550991	610	184.0	0.786	1.839e-57	p185330 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0009	VZUBQWZL_CDS_0009
VZUBQWZL_CDS_0010	6653	6291	-	GCA_015343015.1_113_82762-137762	-86.22687529263608	35787	296.0	1.0	3.81e-96	p185329 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0010	VZUBQWZL_CDS_0010
VZUBQWZL_CDS_0011	8634	6658	-	GCA_015343015.1_113_82762-137762	-1082699709.690192	496	433.0	0.497	2.006e-136	p281357 VI_09996	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0011	VZUBQWZL_CDS_0011
VZUBQWZL_CDS_0012	10241	8634	-	GCA_015343015.1_113_82762-137762	-166679456.32461327	511	224.0	0.322	2.444e-64	p395194 VI_01310	PHANOTATE	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0012	VZUBQWZL_CDS_0012
VZUBQWZL_CDS_0013	12833	10314	-	GCA_015343015.1_113_82762-137762	-7543787943820.514	36330	2053.0	1.0	0.0	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0013	VZUBQWZL_CDS_0013
VZUBQWZL_CDS_0014	13462	12833	-	GCA_015343015.1_113_82762-137762	-14563.812496594592	399	175.0	0.45	2.482e-52	p26986 VI_03058	PHANOTATE	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0014	VZUBQWZL_CDS_0014
VZUBQWZL_CDS_0015	14061	13462	-	GCA_015343015.1_113_82762-137762	-10909.525236788017	437	153.0	0.446	7.22e-45	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0015	VZUBQWZL_CDS_0015
VZUBQWZL_CDS_0016	14531	14064	-	GCA_015343015.1_113_82762-137762	-5816.069865472216	482	262.0	0.819	1.773e-83	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0016	VZUBQWZL_CDS_0016
VZUBQWZL_CDS_0017	14966	14586	-	GCA_015343015.1_113_82762-137762	-122.87890144200529	486	154.0	0.612	1.0460000000000001e-46	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0017	VZUBQWZL_CDS_0017
VZUBQWZL_CDS_0018	16186	14981	-	GCA_015343015.1_113_82762-137762	-9772460.634582132	334	516.0	0.653	5.275e-167	p44041 VI_02700	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0018	VZUBQWZL_CDS_0018
