seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006369095.1_307	1	2	3	1762	1.0	1.0	1	2	3	1762	NA	NA	0	1	2	3	1762	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006369095.1_307||full	1.0	ssDNA
GCA_006369095.1_296	1	3	157	2029	0.993	0.993	1	3	157	2029	NA	NA	0	1	3	157	2029	0.993	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006369095.1_296||full	0.993	ssDNA
GCA_006369095.1_285	1	2	1	2025	0.88	0.88	1	2	1	2025	NA	NA	0	1	2	1	2025	0.88	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006369095.1_285||full	0.88	ssDNA
GCA_006369095.1_261	1	3	2	1721	1.0	1.0	1	3	2	1721	NA	NA	0	1	3	2	1721	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_006369095.1_261||full	1.0	ssDNA
GCA_006369095.1_260	1	3	167	2447	0.9	0.9	1	3	167	2447	NA	NA	0	1	3	167	2447	0.9	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006369095.1_260||full	0.9	ssDNA
GCA_006369095.1_258	1	4	1	3643	0.567	0.567	1	4	1	3643	NA	NA	0	1	4	1	3643	0.567	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	GCA_006369095.1_258||full	0.567	dsDNAphage
GCA_006369095.1_239	1	8	521	5529	1.0	1.0	1	8	521	5529	NA	NA	0	1	8	521	5529	1.0	0.0	0.0	0.0	100.0	0.0	0.0	4	dsDNAphage	linear	GCA_006369095.1_239||full	1.0	dsDNAphage
GCA_006369095.1_222	1	7	1	4316	0.753	0.753	1	7	1	4316	NA	NA	0	1	7	1	4316	0.753	0.0	14.3	0.0	57.1	0.0	28.6	0	dsDNAphage	linear	GCA_006369095.1_222||full	0.753	dsDNAphage
GCA_006369095.1_199	1	8	1	8727	0.707	0.707	1	8	1	8727	NA	NA	0	1	8	1	8727	0.707	0.0	0.0	0.0	62.5	0.0	37.5	0	dsDNAphage	linear	GCA_006369095.1_199||full	0.707	dsDNAphage
GCA_006369095.1_197	1	11	3	8926	0.993	0.993	1	11	3	8926	NA	NA	0	1	11	3	8926	0.993	0.0	9.1	0.0	63.6	0.0	27.3	2	dsDNAphage	linear	GCA_006369095.1_197||full	0.993	dsDNAphage
GCA_006369095.1_12	41	90	47225	84434	0.94	0.973	41	90	47225	84434	0.94	1.0	1	1	90	201	84434	0.66	0.0	16.0	0.0	24.0	2.0	58.0	1	dsDNAphage	linear	GCA_006369095.1_12||0_partial	0.94	dsDNAphage
