gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
VCJDKWAR_CDS_0001	1308	1	-	GCA_013114135.1_2|316589-363522	-143482.02376707448	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0001	VCJDKWAR_CDS_0001
VCJDKWAR_CDS_0002	1575	1417	-	GCA_013114135.1_2|316589-363522	-0.8702979353612654	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0002	VCJDKWAR_CDS_0002
VCJDKWAR_CDS_0003	1647	2189	+	GCA_013114135.1_2|316589-363522	-14611.575303121122	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0003	VCJDKWAR_CDS_0003
VCJDKWAR_CDS_0004	2235	2336	+	GCA_013114135.1_2|316589-363522	-0.5754606930099818	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0004	VCJDKWAR_CDS_0004
VCJDKWAR_CDS_0005	2433	2570	+	GCA_013114135.1_2|316589-363522	-0.0715696019673827	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0005	VCJDKWAR_CDS_0005
VCJDKWAR_CDS_0006	2608	2961	+	GCA_013114135.1_2|316589-363522	-7.818765492480766	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0006	VCJDKWAR_CDS_0006
VCJDKWAR_CDS_0007	3141	3404	+	GCA_013114135.1_2|316589-363522	-84.26186370372065	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0007	VCJDKWAR_CDS_0007
VCJDKWAR_CDS_0008	3425	3514	+	GCA_013114135.1_2|316589-363522	-0.2739882869198942	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0008	VCJDKWAR_CDS_0008
VCJDKWAR_CDS_0009	3574	4578	+	GCA_013114135.1_2|316589-363522	-16139423.551901776	731	49.0	0.345	1.461e-09	p399702 VI_01090	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0009	VCJDKWAR_CDS_0009
VCJDKWAR_CDS_0010	4578	5018	+	GCA_013114135.1_2|316589-363522	-1478.2591181070873	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0010	VCJDKWAR_CDS_0010
