seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000500385.1_908	1	6	44	2455	0.96	0.96	1	6	44	2455	NA	NA	0	1	6	44	2455	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000500385.1_908||full	0.96	ssDNA
GCA_000500385.1_893	1	6	170	3375	1.0	1.0	1	6	170	3375	NA	NA	0	1	6	170	3375	1.0	0.0	0.0	0.0	16.7	0.0	83.3	1	dsDNAphage	linear	GCA_000500385.1_893||full	1.0	dsDNAphage
GCA_000500385.1_871	1	3	299	1304	0.98	0.98	1	3	299	1304	NA	NA	0	1	3	299	1304	0.98	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000500385.1_871||full	0.98	ssDNA
GCA_000500385.1_849	1	2	1	859	1.0	1.0	1	2	1	859	NA	NA	0	1	2	1	859	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000500385.1_849||full	1.0	ssDNA
GCA_000500385.1_81	1	14	77	9571	0.9	0.9	1	14	77	9571	NA	NA	0	1	14	77	9571	0.9	0.0	0.0	0.0	50.0	7.1	42.9	1	dsDNAphage	linear	GCA_000500385.1_81||full	0.9	dsDNAphage
GCA_000500385.1_786	1	2	3	2469	0.913	0.913	1	2	3	2469	NA	NA	0	1	2	3	2469	0.913	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_000500385.1_786||full	0.913	ssDNA
GCA_000500385.1_752	1	5	16	2763	0.533	0.533	1	5	16	2763	NA	NA	0	1	5	16	2763	0.533	0.0	0.0	0.0	60.0	40.0	0.0	0	dsDNAphage	linear	GCA_000500385.1_752||full	0.533	dsDNAphage
GCA_000500385.1_75	1	3	1	1066	0.933	0.933	1	3	1	1066	NA	NA	0	1	3	1	1066	0.933	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000500385.1_75||full	0.933	ssDNA
GCA_000500385.1_740	1	4	2	3479	0.573	0.573	1	4	2	3479	NA	NA	0	1	4	2	3479	0.573	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_000500385.1_740||full	0.573	ssDNA
GCA_000500385.1_714	1	3	2	1358	1.0	1.0	1	3	2	1358	NA	NA	0	1	3	2	1358	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000500385.1_714||full	1.0	ssDNA
GCA_000500385.1_709	1	3	158	1811	0.947	0.947	1	3	158	1811	NA	NA	0	1	3	158	1811	0.947	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000500385.1_709||full	0.947	ssDNA
GCA_000500385.1_700	1	3	3	2372	1.0	1.0	1	3	3	2372	NA	NA	0	1	3	3	2372	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000500385.1_700||full	1.0	ssDNA
GCA_000500385.1_521	1	7	3	4905	0.667	0.667	1	7	3	4905	NA	NA	0	1	7	3	4905	0.667	0.0	0.0	0.0	28.6	14.3	57.1	0	dsDNAphage	linear	GCA_000500385.1_521||full	0.667	dsDNAphage
GCA_000500385.1_514	1	2	136	1351	1.0	1.0	1	2	136	1351	NA	NA	0	1	2	136	1351	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000500385.1_514||full	1.0	ssDNA
GCA_000500385.1_512	1	5	1	2848	0.853	0.853	1	5	1	2848	NA	NA	0	1	5	1	2848	0.853	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	GCA_000500385.1_512||full	0.853	ssDNA
GCA_000500385.1_505	1	3	1	2603	0.827	0.827	1	3	1	2603	NA	NA	0	1	3	1	2603	0.827	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000500385.1_505||full	0.827	ssDNA
GCA_000500385.1_412	1	3	3	1676	0.853	0.853	1	3	3	1676	NA	NA	0	1	3	3	1676	0.853	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000500385.1_412||full	0.853	ssDNA
GCA_000500385.1_362	1	3	314	1770	0.853	0.853	1	3	314	1770	NA	NA	0	1	3	314	1770	0.853	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000500385.1_362||full	0.853	ssDNA
GCA_000500385.1_282	1	2	347	2379	0.98	0.98	1	2	347	2379	NA	NA	0	1	2	347	2379	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000500385.1_282||full	0.98	ssDNA
GCA_000500385.1_274	1	4	2	1618	0.927	0.927	1	4	2	1618	NA	NA	0	1	4	2	1618	0.927	0.0	0.0	0.0	75.0	25.0	0.0	0	dsDNAphage	linear	GCA_000500385.1_274||full	0.927	dsDNAphage
