seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_013114285.1_82	1	5	226	6558	0.7	0.7	1	5	226	6558	NA	NA	0	1	5	226	6558	0.7	0.0	20.0	0.0	40.0	40.0	0.0	1	dsDNAphage	linear	GCA_013114285.1_82||full	0.7	dsDNAphage
GCA_013114285.1_73	1	10	500	7461	0.953	0.953	1	10	500	7461	NA	NA	0	1	10	500	7461	0.953	0.0	20.0	0.0	40.0	0.0	40.0	1	dsDNAphage	linear	GCA_013114285.1_73||full	0.953	dsDNAphage
GCA_013114285.1_43	1	12	3	13607	0.68	0.68	1	12	3	13607	NA	NA	0	1	12	3	13607	0.68	0.0	0.0	0.0	41.7	8.3	50.0	0	dsDNAphage	linear	GCA_013114285.1_43||full	0.68	dsDNAphage
GCA_013114285.1_228	1	2	3	1305	0.993	0.993	1	2	3	1305	NA	NA	0	1	2	3	1305	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_013114285.1_228||full	0.993	ssDNA
GCA_013114285.1_220	1	2	3	1324	1.0	1.0	1	2	3	1324	NA	NA	0	1	2	3	1324	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_013114285.1_220||full	1.0	ssDNA
GCA_013114285.1_215	1	3	1	1798	0.98	0.98	1	3	1	1798	NA	NA	0	1	3	1	1798	0.98	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_013114285.1_215||full	0.98	ssDNA
GCA_013114285.1_171	1	3	1	2239	0.953	0.953	1	3	1	2239	NA	NA	0	1	3	1	2239	0.953	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_013114285.1_171||full	0.953	ssDNA
GCA_013114285.1_159	1	4	2	2657	0.673	0.673	1	4	2	2657	NA	NA	0	1	4	2	2657	0.673	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_013114285.1_159||full	0.673	ssDNA
GCA_013114285.1_153	1	4	151	3082	0.907	0.907	1	4	151	3082	NA	NA	0	1	4	151	3082	0.907	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_013114285.1_153||full	0.907	ssDNA
GCA_013114285.1_133	1	4	585	3577	0.96	0.96	1	4	585	3577	NA	NA	0	1	4	585	3577	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_013114285.1_133||full	0.96	ssDNA
