seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_002877525.1_740	1	2	1	2045	0.927	0.927	1	2	1	2045	NA	NA	0	1	2	1	2045	0.927	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_002877525.1_740||full	0.927	ssDNA
GCA_002877525.1_711	1	2	65	1057	0.553	0.553	1	2	65	1057	NA	NA	0	1	2	65	1057	0.553	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	GCA_002877525.1_711||full	0.553	dsDNAphage
GCA_002877525.1_700	1	2	688	2457	0.907	0.907	1	2	688	2457	NA	NA	0	1	2	688	2457	0.907	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_002877525.1_700||full	0.907	ssDNA
GCA_002877525.1_682	1	2	52	1410	0.86	0.86	1	2	52	1410	NA	NA	0	1	2	52	1410	0.86	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_002877525.1_682||full	0.86	ssDNA
GCA_002877525.1_659	1	2	37	1165	0.987	0.987	1	2	37	1165	NA	NA	0	1	2	37	1165	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_002877525.1_659||full	0.987	ssDNA
GCA_002877525.1_641	1	3	3	3098	0.62	0.62	1	3	3	3098	NA	NA	0	1	3	3	3098	0.62	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_002877525.1_641||full	0.62	ssDNA
GCA_002877525.1_594	1	8	1	8631	0.68	0.68	1	8	1	8631	NA	NA	0	1	8	1	8631	0.68	0.0	0.0	0.0	25.0	12.5	62.5	0	dsDNAphage	linear	GCA_002877525.1_594||full	0.68	dsDNAphage
GCA_002877525.1_581	1	3	73	3471	0.52	0.52	1	3	73	3471	NA	NA	0	1	3	73	3471	0.52	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_002877525.1_581||full	0.52	ssDNA
GCA_002877525.1_574	1	7	137	5807	0.647	0.647	1	7	137	5807	NA	NA	0	1	7	137	5807	0.647	0.0	0.0	0.0	28.6	0.0	71.4	0	dsDNAphage	linear	GCA_002877525.1_574||full	0.647	dsDNAphage
GCA_002877525.1_552	1	2	403	1905	0.52	0.52	1	2	403	1905	NA	NA	0	1	2	403	1905	0.52	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	GCA_002877525.1_552||full	0.52	dsDNAphage
