seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000490015.1_563	1	2	38	1315	1.0	1.0	1	2	38	1315	NA	NA	0	1	2	38	1315	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000490015.1_563||full	1.0	ssDNA
GCA_000490015.1_551	1	3	64	1571	0.927	0.927	1	3	64	1571	NA	NA	0	1	3	64	1571	0.927	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000490015.1_551||full	0.927	ssDNA
GCA_000490015.1_541	1	3	46	1600	0.887	0.887	1	3	46	1600	NA	NA	0	1	3	46	1600	0.887	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000490015.1_541||full	0.887	ssDNA
GCA_000490015.1_530	1	4	1	1814	0.967	0.967	1	4	1	1814	NA	NA	0	1	4	1	1814	0.967	0.0	0.0	0.0	25.0	0.0	75.0	1	dsDNAphage	linear	GCA_000490015.1_530||full	0.967	dsDNAphage
GCA_000490015.1_426	1	5	115	3179	0.747	0.747	1	5	115	3179	NA	NA	0	1	5	115	3179	0.747	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	GCA_000490015.1_426||full	0.747	dsDNAphage
GCA_000490015.1_388	1	5	3	3669	0.787	0.787	1	5	3	3669	NA	NA	0	1	5	3	3669	0.787	0.0	0.0	0.0	60.0	40.0	0.0	0	dsDNAphage	linear	GCA_000490015.1_388||full	0.787	dsDNAphage
GCA_000490015.1_255	1	10	45	6940	0.98	0.98	1	10	45	6940	NA	NA	0	1	10	45	6940	0.98	0.0	30.0	0.0	60.0	0.0	10.0	1	dsDNAphage	linear	GCA_000490015.1_255||full	0.98	dsDNAphage
GCA_000490015.1_250	1	5	35	7133	0.72	0.72	1	5	35	7133	NA	NA	0	1	5	35	7133	0.72	0.0	0.0	0.0	60.0	40.0	0.0	0	dsDNAphage	linear	GCA_000490015.1_250||full	0.72	dsDNAphage
GCA_000490015.1_245	1	9	78	7195	0.9	0.9	1	9	78	7195	NA	NA	0	1	9	78	7195	0.9	0.0	11.1	0.0	44.4	33.3	11.1	3	dsDNAphage	linear	GCA_000490015.1_245||full	0.9	dsDNAphage
GCA_000490015.1_243	1	2	3	7137	0.847	0.847	1	2	3	7137	NA	NA	0	1	2	3	7137	0.847	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	GCA_000490015.1_243||full	0.847	dsDNAphage
GCA_000490015.1_191	1	11	3	8849	0.987	0.987	1	11	3	8849	NA	NA	0	1	11	3	8849	0.987	0.0	9.1	0.0	63.6	0.0	27.3	2	dsDNAphage	linear	GCA_000490015.1_191||full	0.987	dsDNAphage
