gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
TOGQRVWD_CDS_0001	1	345	+	GCA_000176715.1_9_60706-133991	-254.553362423864	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0001	TOGQRVWD_CDS_0001
TOGQRVWD_CDS_0002	1960	482	-	GCA_000176715.1_9_60706-133991	-75288616181.5403	601	228.0	0.59	1.048e-68	p280433 VI_07926	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0002	TOGQRVWD_CDS_0002
TOGQRVWD_CDS_0003	2220	1960	-	GCA_000176715.1_9_60706-133991	-13.861918002808755	594	135.0	0.758	7.179e-41	p185251 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0003	TOGQRVWD_CDS_0003
TOGQRVWD_CDS_0004	2600	2223	-	GCA_000176715.1_9_60706-133991	-335.74962394325496	596	214.0	0.823	1.606e-67	p185332 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0004	TOGQRVWD_CDS_0004
TOGQRVWD_CDS_0005	3254	2604	-	GCA_000176715.1_9_60706-133991	-3947.4257088041777	611	126.0	0.656	1.722e-36	p37027 VI_01908	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0005	TOGQRVWD_CDS_0005
TOGQRVWD_CDS_0006	3649	3254	-	GCA_000176715.1_9_60706-133991	-629.4534720582519	610	190.0	0.807	2.917e-59	p185330 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0006	TOGQRVWD_CDS_0006
TOGQRVWD_CDS_0007	3998	3636	-	GCA_000176715.1_9_60706-133991	-113.76321829634	35787	301.0	1.0	6.067e-98	p185329 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0007	TOGQRVWD_CDS_0007
TOGQRVWD_CDS_0008	5979	4003	-	GCA_000176715.1_9_60706-133991	-501052927.7905621	496	444.0	0.507	3.046e-140	p281357 VI_09996	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0008	TOGQRVWD_CDS_0008
TOGQRVWD_CDS_0009	7586	5979	-	GCA_000176715.1_9_60706-133991	-154947873.05219376	511	223.0	0.321	5.974e-64	p395194 VI_01310	PHANOTATE	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0009	TOGQRVWD_CDS_0009
TOGQRVWD_CDS_0010	10178	7659	-	GCA_000176715.1_9_60706-133991	-4719666203481.208	36330	2053.0	1.0	0.0	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0010	TOGQRVWD_CDS_0010
TOGQRVWD_CDS_0011	10807	10178	-	GCA_000176715.1_9_60706-133991	-12511.445150079217	399	175.0	0.452	3.292e-52	p26986 VI_03058	PHANOTATE	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0011	TOGQRVWD_CDS_0011
TOGQRVWD_CDS_0012	11406	10807	-	GCA_000176715.1_9_60706-133991	-8753.578965193778	437	153.0	0.447	6.995e-45	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0012	TOGQRVWD_CDS_0012
TOGQRVWD_CDS_0013	11873	11409	-	GCA_000176715.1_9_60706-133991	-3192.706962161417	482	259.0	0.812	2.142e-82	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0013	TOGQRVWD_CDS_0013
TOGQRVWD_CDS_0014	12311	11931	-	GCA_000176715.1_9_60706-133991	-128.35396686786493	486	154.0	0.61	1.901e-46	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0014	TOGQRVWD_CDS_0014
TOGQRVWD_CDS_0015	13531	12326	-	GCA_000176715.1_9_60706-133991	-4998376.352110152	334	512.0	0.648	3.057e-165	p44041 VI_02700	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0015	TOGQRVWD_CDS_0015
TOGQRVWD_CDS_0016	14598	13594	-	GCA_000176715.1_9_60706-133991	-647404.994080186	10452	243.0	0.743	2.546e-76	p214738 VI_11622	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0016	TOGQRVWD_CDS_0016
TOGQRVWD_CDS_0017	14710	14561	-	GCA_000176715.1_9_60706-133991	-1.2886099000202444	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0017	TOGQRVWD_CDS_0017
TOGQRVWD_CDS_0018	14976	14716	-	GCA_000176715.1_9_60706-133991	-22.856434038212903	6699	116.0	0.65	5.765000000000001e-34	p231838 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0018	TOGQRVWD_CDS_0018
TOGQRVWD_CDS_0019	15566	14988	-	GCA_000176715.1_9_60706-133991	-1155.6172792294751	6609	316.0	0.779	5.289e-101	p231837 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0019	TOGQRVWD_CDS_0019
TOGQRVWD_CDS_0020	15790	15569	-	GCA_000176715.1_9_60706-133991	-32.74670024002351	25098	176.0	1.0	2.615e-55	p185315 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0020	TOGQRVWD_CDS_0020
TOGQRVWD_CDS_0021	16024	15803	-	GCA_000176715.1_9_60706-133991	-12.097458268212495	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0021	TOGQRVWD_CDS_0021
TOGQRVWD_CDS_0022	16224	16066	-	GCA_000176715.1_9_60706-133991	-10.385902403640992	4712	59.0	0.641	5.696e-15	NC_013651_p44	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0022	TOGQRVWD_CDS_0022
TOGQRVWD_CDS_0023	16752	16234	-	GCA_000176715.1_9_60706-133991	-713.3678079776513	315	140.0	0.48	1.091e-40	NC_021802_p101	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0023	TOGQRVWD_CDS_0023
TOGQRVWD_CDS_0024	17132	16821	-	GCA_000176715.1_9_60706-133991	-22.678830956951263	38046	99.0	1.0	9.099999999999999e-29	p185311 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0024	TOGQRVWD_CDS_0024
TOGQRVWD_CDS_0025	17251	17123	-	GCA_000176715.1_9_60706-133991	-0.0751976408876165	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0025	TOGQRVWD_CDS_0025
TOGQRVWD_CDS_0026	18382	17264	-	GCA_000176715.1_9_60706-133991	-97517.58260244748	25114	41.0	0.525	4.166e-07	p70819 VI_05598	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0026	TOGQRVWD_CDS_0026
TOGQRVWD_CDS_0027	19086	18379	-	GCA_000176715.1_9_60706-133991	-2526.0477781925847	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0027	TOGQRVWD_CDS_0027
TOGQRVWD_CDS_0028	20843	19089	-	GCA_000176715.1_9_60706-133991	-486002569809.8972	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0028	TOGQRVWD_CDS_0028
TOGQRVWD_CDS_0029	20942	20847	-	GCA_000176715.1_9_60706-133991	-0.0477821671407747	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0029	TOGQRVWD_CDS_0029
TOGQRVWD_CDS_0030	22402	21146	-	GCA_000176715.1_9_60706-133991	-5062690.533057353	1268	517.0	0.628	1.068e-166	p9287 VI_06867	PHANOTATE	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0030	TOGQRVWD_CDS_0030
TOGQRVWD_CDS_0031	22809	22402	-	GCA_000176715.1_9_60706-133991	-637.370588652302	811	163.0	0.624	6.579e-49	p6911 VI_09232	PHANOTATE	CDS	#ffdf59	UmuD-like protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0031	TOGQRVWD_CDS_0031
TOGQRVWD_CDS_0032	23221	22970	-	GCA_000176715.1_9_60706-133991	-23.443860478666497	24564	77.0	0.802	1.43e-18	p435596 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0032	TOGQRVWD_CDS_0032
TOGQRVWD_CDS_0033	24383	23235	-	GCA_000176715.1_9_60706-133991	-51377.83521794946	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0033	TOGQRVWD_CDS_0033
TOGQRVWD_CDS_0034	24565	24461	-	GCA_000176715.1_9_60706-133991	-7.276256200596016	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0034	TOGQRVWD_CDS_0034
TOGQRVWD_CDS_0035	26016	24652	-	GCA_000176715.1_9_60706-133991	-41465.693918560624	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0035	TOGQRVWD_CDS_0035
TOGQRVWD_CDS_0036	26299	26150	-	GCA_000176715.1_9_60706-133991	-124.69520796290452	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0036	TOGQRVWD_CDS_0036
TOGQRVWD_CDS_0037	26494	26384	-	GCA_000176715.1_9_60706-133991	-9.600529164298404	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	TOGQRVWD_CDS_0037
TOGQRVWD_CDS_0038	26713	26501	-	GCA_000176715.1_9_60706-133991	-11.05302333347958	729	120.0	0.817	5.787e-36	p93651 VI_03852	PHANOTATE	CDS	#838383	cold shock protein	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	TOGQRVWD_CDS_0038
TOGQRVWD_CDS_0039	26937	26836	-	GCA_000176715.1_9_60706-133991	-6.614602912598098	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	TOGQRVWD_CDS_0039
TOGQRVWD_CDS_0040	29095	27008	-	GCA_000176715.1_9_60706-133991	-41810087337183.01	24564	468.0	1.0	5.492e-154	p435596 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	TOGQRVWD_CDS_0040
TOGQRVWD_CDS_0041	30789	29092	-	GCA_000176715.1_9_60706-133991	-9504689164.570156	38407	505.0	0.714	6.552e-164	p52050 VI_02694	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	TOGQRVWD_CDS_0041
TOGQRVWD_CDS_0042	31627	30782	-	GCA_000176715.1_9_60706-133991	-88585.92663696717	370	256.0	0.507	1.118e-79	p248311 VI_09499	PHANOTATE	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	TOGQRVWD_CDS_0042
TOGQRVWD_CDS_0043	32511	31741	-	GCA_000176715.1_9_60706-133991	-39997.28777046781	17382	553.0	1.0	4.661e-182	p239430 VI_07339	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	TOGQRVWD_CDS_0043
TOGQRVWD_CDS_0044	33591	32623	-	GCA_000176715.1_9_60706-133991	-440364.585914241	1032	181.0	0.418	4.952999999999999e-53	p113701 VI_02986	PHANOTATE	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	TOGQRVWD_CDS_0044
TOGQRVWD_CDS_0045	33752	33576	-	GCA_000176715.1_9_60706-133991	-3.669093641043835	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	TOGQRVWD_CDS_0045
TOGQRVWD_CDS_0046	33921	33757	-	GCA_000176715.1_9_60706-133991	-47.79656377837867	24084	141.0	1.0	1.241e-43	p239428 VI_07339	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	TOGQRVWD_CDS_0046
TOGQRVWD_CDS_0047	34178	33921	-	GCA_000176715.1_9_60706-133991	-26.514482318298228	35410	95.0	0.584	5.388e-27	KY658678_p35	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	TOGQRVWD_CDS_0047
TOGQRVWD_CDS_0048	34403	34209	-	GCA_000176715.1_9_60706-133991	-7.287803604886741	409	48.0	0.551	7.789e-11	p88852 VI_07592	PHANOTATE	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	TOGQRVWD_CDS_0048
TOGQRVWD_CDS_0049	34479	35192	+	GCA_000176715.1_9_60706-133991	-1685.470578015166	6201	93.0	0.407	2.725e-25	p89843 VI_01594	PHANOTATE	CDS	#a861e3	CI-like repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	TOGQRVWD_CDS_0049
TOGQRVWD_CDS_0050	35467	35378	-	GCA_000176715.1_9_60706-133991	-0.0576338014623476	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	TOGQRVWD_CDS_0050
TOGQRVWD_CDS_0051	35444	35707	+	GCA_000176715.1_9_60706-133991	-7.9484337853460225	16987	202.0	1.0	3.303e-64	p435607 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	TOGQRVWD_CDS_0051
TOGQRVWD_CDS_0052	35713	35895	+	GCA_000176715.1_9_60706-133991	-4.16293499689202	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	TOGQRVWD_CDS_0052
TOGQRVWD_CDS_0053	35868	37100	+	GCA_000176715.1_9_60706-133991	-13329534.15235157	216	178.0	0.407	1.525e-52	p381219 VI_06799	PHANOTATE	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	TOGQRVWD_CDS_0053
TOGQRVWD_CDS_0054	37323	37222	-	GCA_000176715.1_9_60706-133991	-0.260743205095774	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	TOGQRVWD_CDS_0054
