seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_022290255.1_9	1	7	2	3580	0.9	0.9	1	7	2	3580	NA	NA	0	1	7	2	3580	0.9	0.0	0.0	0.0	14.3	0.0	85.7	1	dsDNAphage	linear	GCA_022290255.1_9||full	0.9	dsDNAphage
GCA_022290255.1_84	1	4	1	1899	1.0	1.0	1	4	1	1899	NA	NA	0	1	4	1	1899	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_022290255.1_84||full	1.0	ssDNA
GCA_022290255.1_77	1	2	54	1258	1.0	1.0	1	2	54	1258	NA	NA	0	1	2	54	1258	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_022290255.1_77||full	1.0	ssDNA
GCA_022290255.1_75	1	2	69	1231	1.0	1.0	1	2	69	1231	NA	NA	0	1	2	69	1231	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_022290255.1_75||full	1.0	ssDNA
GCA_022290255.1_74	1	3	3	1210	0.927	0.927	1	3	3	1210	NA	NA	0	1	3	3	1210	0.927	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_022290255.1_74||full	0.927	ssDNA
GCA_022290255.1_38	1	66	51	39069	1.0	1.0	1	66	51	39069	NA	NA	0	1	66	51	39069	1.0	0.0	7.6	0.0	45.5	1.5	45.5	14	dsDNAphage	circular	GCA_022290255.1_38||full	1.0	dsDNAphage
GCA_022290255.1_35	1	38	3	33487	1.0	1.0	1	38	3	33487	NA	NA	0	1	38	3	33487	1.0	0.0	7.9	0.0	42.1	7.9	42.1	9	dsDNAphage	linear	GCA_022290255.1_35||full	1.0	dsDNAphage
GCA_022290255.1_33	1	36	1	27631	1.0	1.0	1	36	1	27631	NA	NA	0	1	36	1	27631	1.0	0.0	11.1	0.0	55.6	5.6	27.8	7	dsDNAphage	linear	GCA_022290255.1_33||full	1.0	dsDNAphage
GCA_022290255.1_3	1	5	3	2898	0.987	0.987	1	5	3	2898	NA	NA	0	1	5	3	2898	0.987	0.0	20.0	0.0	60.0	0.0	20.0	3	dsDNAphage	linear	GCA_022290255.1_3||full	0.987	dsDNAphage
GCA_022290255.1_29	1	22	1	23263	0.567	0.58	1	22	1	23263	NA	NA	0	1	22	1	23263	0.567	0.0	20.0	0.0	30.0	40.0	10.0	1	dsDNAphage	linear	GCA_022290255.1_29||full	0.567	dsDNAphage
GCA_022290255.1_26	1	20	2	15436	0.98	1.0	1	20	2	15436	NA	NA	0	1	20	2	15436	0.98	0.0	10.0	0.0	30.0	5.0	55.0	4	dsDNAphage	linear	GCA_022290255.1_26||full	0.98	dsDNAphage
GCA_022290255.1_22	1	18	1	9487	0.893	0.893	1	18	1	9487	NA	NA	0	1	18	1	9487	0.893	0.0	50.0	0.0	44.4	0.0	5.6	6	dsDNAphage	linear	GCA_022290255.1_22||full	0.893	dsDNAphage
GCA_022290255.1_19	1	14	1	8360	0.993	0.993	1	14	1	8360	NA	NA	0	1	14	1	8360	0.993	0.0	0.0	0.0	28.6	0.0	71.4	2	dsDNAphage	linear	GCA_022290255.1_19||full	0.993	dsDNAphage
GCA_022290255.1_12	1	7	46	4183	0.953	0.953	1	7	46	4183	NA	NA	0	1	7	46	4183	0.953	0.0	0.0	0.0	85.7	0.0	14.3	0	dsDNAphage	linear	GCA_022290255.1_12||full	0.953	dsDNAphage
GCA_022290255.1_10	1	8	2	3845	0.773	0.773	1	8	2	3845	NA	NA	0	1	8	2	3845	0.773	0.0	0.0	0.0	12.5	0.0	87.5	0	dsDNAphage	linear	GCA_022290255.1_10||full	0.773	dsDNAphage
