gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
TQDVQMSS_CDS_0001	1	261	+	GCA_015343595.1_1131|2-5613	-49.80695429707173	16384	37.0	0.339	3.164e-06	p81087 VI_03008	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0001	TQDVQMSS_CDS_0001
TQDVQMSS_CDS_0002	264	602	+	GCA_015343595.1_1131|2-5613	-116.5142160205778	14	153.0	0.675	1.2e-47	NC_019721_p14	PHANOTATE	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0002	TQDVQMSS_CDS_0002
TQDVQMSS_CDS_0003	616	1362	+	GCA_015343595.1_1131|2-5613	-21584.07655624471	18	168.0	0.456	5.801e-51	p22999 VI_12315	PHANOTATE	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0003	TQDVQMSS_CDS_0003
TQDVQMSS_CDS_0004	1365	2111	+	GCA_015343595.1_1131|2-5613	-351415.7407628437	30	170.0	0.567	1.1449999999999999e-52	p413732 VI_07955	PHANOTATE	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0004	TQDVQMSS_CDS_0004
TQDVQMSS_CDS_0005	2796	2122	-	GCA_015343595.1_1131|2-5613	-190745.8805487758	37976	576.0	1.0	1.9040000000000002e-194	KY658678_p80	PHANOTATE	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0005	TQDVQMSS_CDS_0005
TQDVQMSS_CDS_0006	3041	2787	-	GCA_015343595.1_1131|2-5613	-23.370852703788024	18199	96.0	0.726	6.244999999999999e-29	p136499 VI_08686	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0006	TQDVQMSS_CDS_0006
TQDVQMSS_CDS_0007	3052	3243	+	GCA_015343595.1_1131|2-5613	-0.0899966400522862	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0007	TQDVQMSS_CDS_0007
TQDVQMSS_CDS_0008	3386	3715	+	GCA_015343595.1_1131|2-5613	-186.51871582219417	23817	226.0	0.87	6.524e-73	p90625 VI_07561	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0008	TQDVQMSS_CDS_0008
TQDVQMSS_CDS_0009	3786	4385	+	GCA_015343595.1_1131|2-5613	-8923.588251920168	4946	82.0	0.35	3.3569999999999995e-22	p86380 VI_02810	PHANOTATE	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0009	TQDVQMSS_CDS_0009
TQDVQMSS_CDS_0010	4395	5612	+	GCA_015343595.1_1131|2-5613	-49445857.35585411	2589	582.0	0.707	4.049e-173	p216626 VI_11255	PHANOTATE	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0010	TQDVQMSS_CDS_0010
