seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006375025.1_932	1	2	3	2473	0.873	0.873	1	2	3	2473	NA	NA	0	1	2	3	2473	0.873	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006375025.1_932||full	0.873	ssDNA
GCA_006375025.1_912	1	10	63	6360	0.993	0.993	1	10	63	6360	NA	NA	0	1	10	63	6360	0.993	0.0	0.0	0.0	60.0	10.0	30.0	1	dsDNAphage	linear	GCA_006375025.1_912||full	0.993	dsDNAphage
GCA_006375025.1_911	1	4	285	1906	0.8	0.8	1	4	285	1906	NA	NA	0	1	4	285	1906	0.8	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_006375025.1_911||full	0.8	ssDNA
GCA_006375025.1_888	1	3	2	1809	0.993	0.993	1	3	2	1809	NA	NA	0	1	3	2	1809	0.993	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006375025.1_888||full	0.993	ssDNA
GCA_006375025.1_822	1	4	221	5159	0.78	0.78	1	4	221	5159	NA	NA	0	1	4	221	5159	0.78	0.0	25.0	0.0	50.0	25.0	0.0	1	dsDNAphage	linear	GCA_006375025.1_822||full	0.78	dsDNAphage
GCA_006375025.1_82	1	3	1	1063	0.78	0.78	1	3	1	1063	NA	NA	0	1	3	1	1063	0.78	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006375025.1_82||full	0.78	ssDNA
GCA_006375025.1_650	1	5	44	4718	0.5	0.5	1	5	44	4718	NA	NA	0	1	5	44	4718	0.5	0.0	0.0	0.0	40.0	20.0	40.0	0	dsDNAphage	linear	GCA_006375025.1_650||full	0.5	dsDNAphage
GCA_006375025.1_1521	1	2	2	1042	1.0	1.0	1	2	2	1042	NA	NA	0	1	2	2	1042	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006375025.1_1521||full	1.0	ssDNA
GCA_006375025.1_1497	1	2	3	1027	0.987	0.987	1	2	3	1027	NA	NA	0	1	2	3	1027	0.987	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_006375025.1_1497||full	0.987	ssDNA
GCA_006375025.1_1396	1	3	2	1623	0.98	0.98	1	3	2	1623	NA	NA	0	1	3	2	1623	0.98	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006375025.1_1396||full	0.98	ssDNA
GCA_006375025.1_1315	1	3	3	1385	0.967	0.967	1	3	3	1385	NA	NA	0	1	3	3	1385	0.967	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006375025.1_1315||full	0.967	ssDNA
GCA_006375025.1_1314	1	2	152	1886	1.0	1.0	1	2	152	1886	NA	NA	0	1	2	152	1886	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_006375025.1_1314||full	1.0	ssDNA
GCA_006375025.1_1291	1	2	2	1112	1.0	1.0	1	2	2	1112	NA	NA	0	1	2	2	1112	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006375025.1_1291||full	1.0	ssDNA
GCA_006375025.1_1122	1	2	1	634	0.987	0.987	1	2	1	634	NA	NA	0	1	2	1	634	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006375025.1_1122||full	0.987	ssDNA
GCA_006375025.1_1102	1	7	3	4032	0.887	0.887	1	7	3	4032	NA	NA	0	1	7	3	4032	0.887	0.0	0.0	0.0	42.9	0.0	57.1	0	dsDNAphage	linear	GCA_006375025.1_1102||full	0.887	dsDNAphage
GCA_006375025.1_1093	1	2	3	2219	0.92	0.92	1	2	3	2219	NA	NA	0	1	2	3	2219	0.92	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006375025.1_1093||full	0.92	ssDNA
GCA_006375025.1_1078	1	3	2	4209	0.8	0.8	1	3	2	4209	NA	NA	0	1	3	2	4209	0.8	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_006375025.1_1078||full	0.8	dsDNAphage
GCA_006375025.1_1063	1	5	1	4637	0.953	0.953	1	5	1	4637	NA	NA	0	1	5	1	4637	0.953	0.0	20.0	0.0	80.0	0.0	0.0	2	dsDNAphage	linear	GCA_006375025.1_1063||full	0.953	dsDNAphage
