seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000489515.1_492	1	3	1	1041	0.92	0.92	1	3	1	1041	NA	NA	0	1	3	1	1041	0.92	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000489515.1_492||full	0.92	ssDNA
GCA_000489515.1_453	1	3	1	1578	0.967	0.967	1	3	1	1578	NA	NA	0	1	3	1	1578	0.967	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000489515.1_453||full	0.967	ssDNA
GCA_000489515.1_444	1	3	44	1697	1.0	1.0	1	3	44	1697	NA	NA	0	1	3	44	1697	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_000489515.1_444||full	1.0	ssDNA
GCA_000489515.1_437	1	3	222	1730	0.953	0.953	1	3	222	1730	NA	NA	0	1	3	222	1730	0.953	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000489515.1_437||full	0.953	ssDNA
GCA_000489515.1_434	1	3	3	1689	0.907	0.907	1	3	3	1689	NA	NA	0	1	3	3	1689	0.907	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000489515.1_434||full	0.907	ssDNA
GCA_000489515.1_430	1	2	162	1885	0.913	0.913	1	2	162	1885	NA	NA	0	1	2	162	1885	0.913	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000489515.1_430||full	0.913	ssDNA
GCA_000489515.1_408	1	3	3	2237	0.98	0.98	1	3	3	2237	NA	NA	0	1	3	3	2237	0.98	0.0	0.0	0.0	66.7	0.0	33.3	2	dsDNAphage	linear	GCA_000489515.1_408||full	0.98	dsDNAphage
GCA_000489515.1_407	1	3	2	2238	0.927	0.927	1	3	2	2238	NA	NA	0	1	3	2	2238	0.927	0.0	0.0	0.0	33.3	33.3	33.3	1	dsDNAphage	linear	GCA_000489515.1_407||full	0.927	dsDNAphage
GCA_000489515.1_335	1	6	2	3654	0.893	0.893	1	6	2	3654	NA	NA	0	1	6	2	3654	0.893	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000489515.1_335||full	0.893	ssDNA
GCA_000489515.1_320	1	5	4	3860	0.987	0.987	1	5	4	3860	NA	NA	0	1	5	4	3860	0.987	0.0	0.0	0.0	60.0	0.0	40.0	1	dsDNAphage	linear	GCA_000489515.1_320||full	0.987	dsDNAphage
GCA_000489515.1_309	1	6	37	4566	0.967	0.967	1	6	37	4566	NA	NA	0	1	6	37	4566	0.967	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000489515.1_309||full	0.967	ssDNA
GCA_000489515.1_285	1	3	335	5324	0.607	0.607	1	3	335	5324	NA	NA	0	1	3	335	5324	0.607	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_000489515.1_285||full	0.607	dsDNAphage
GCA_000489515.1_25	1	49	1340	30136	0.973	0.98	1	49	1340	30136	NA	NA	0	1	49	1340	30136	0.973	0.0	8.2	0.0	18.4	4.1	69.4	1	dsDNAphage	linear	GCA_000489515.1_25||full	0.973	dsDNAphage
GCA_000489515.1_237	1	5	89	7133	0.72	0.72	1	5	89	7133	NA	NA	0	1	5	89	7133	0.72	0.0	0.0	0.0	60.0	40.0	0.0	0	dsDNAphage	linear	GCA_000489515.1_237||full	0.72	dsDNAphage
GCA_000489515.1_197	1	14	2	8889	0.96	0.96	1	14	2	8889	NA	NA	0	1	14	2	8889	0.96	0.0	21.4	0.0	42.9	7.1	28.6	2	dsDNAphage	linear	GCA_000489515.1_197||full	0.96	dsDNAphage
GCA_000489515.1_192	1	13	308	9236	0.967	0.967	1	13	308	9236	NA	NA	0	1	13	308	9236	0.967	0.0	15.4	0.0	23.1	7.7	53.8	1	dsDNAphage	linear	GCA_000489515.1_192||full	0.967	dsDNAphage
GCA_000489515.1_179	1	8	127	9614	0.667	0.667	1	8	127	9614	NA	NA	0	1	8	127	9614	0.667	0.0	25.0	0.0	37.5	25.0	12.5	1	dsDNAphage	linear	GCA_000489515.1_179||full	0.667	dsDNAphage
GCA_000489515.1_172	1	11	1	10446	0.973	0.973	1	11	1	10446	NA	NA	0	1	11	1	10446	0.973	0.0	9.1	0.0	72.7	0.0	18.2	2	dsDNAphage	linear	GCA_000489515.1_172||full	0.973	dsDNAphage
