gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
IHMAYSMO_CDS_0001	594	1	-	GCA_008083415.1_14_340300-393490	-12972.684501310265	9661	53.0	0.342	1.77e-10	p268758 VI_06446	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0001	IHMAYSMO_CDS_0001
IHMAYSMO_CDS_0002	1906	668	-	GCA_008083415.1_14_340300-393490	-6019237231241.241	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0002	IHMAYSMO_CDS_0002
IHMAYSMO_CDS_0003	3800	1914	-	GCA_008083415.1_14_340300-393490	-443473358581524.0	8572	157.0	0.32	1.5550000000000002e-42	p284602 VI_03272	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0003	IHMAYSMO_CDS_0003
IHMAYSMO_CDS_0004	4602	3811	-	GCA_008083415.1_14_340300-393490	-79420.10696747007	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0004	IHMAYSMO_CDS_0004
IHMAYSMO_CDS_0005	4529	4705	+	GCA_008083415.1_14_340300-393490	-2.315527108386497	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0005	IHMAYSMO_CDS_0005
IHMAYSMO_CDS_0006	4852	4986	+	GCA_008083415.1_14_340300-393490	-2.071553051150519	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0006	IHMAYSMO_CDS_0006
IHMAYSMO_CDS_0007	5039	5140	+	GCA_008083415.1_14_340300-393490	-2.24939559115933	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0007	IHMAYSMO_CDS_0007
IHMAYSMO_CDS_0008	6823	5369	-	GCA_008083415.1_14_340300-393490	-123338700277.21364	601	236.0	0.601	1.993e-71	p280433 VI_07926	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0008	IHMAYSMO_CDS_0008
IHMAYSMO_CDS_0009	7083	6823	-	GCA_008083415.1_14_340300-393490	-14.281925979871923	594	134.0	0.751	1.84e-40	p185251 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0009	IHMAYSMO_CDS_0009
IHMAYSMO_CDS_0010	7463	7086	-	GCA_008083415.1_14_340300-393490	-405.7497937141261	596	211.0	0.811	1.99e-66	p185332 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0010	IHMAYSMO_CDS_0010
IHMAYSMO_CDS_0011	8117	7467	-	GCA_008083415.1_14_340300-393490	-4292.645646730446	611	126.0	0.656	1.2430000000000001e-36	p37027 VI_01908	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0011	IHMAYSMO_CDS_0011
IHMAYSMO_CDS_0012	8512	8117	-	GCA_008083415.1_14_340300-393490	-359.89546950171666	610	185.0	0.791	6.814000000000001e-58	p185330 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0012	IHMAYSMO_CDS_0012
IHMAYSMO_CDS_0013	8861	8499	-	GCA_008083415.1_14_340300-393490	-132.27641223284883	35787	304.0	1.0	4.799e-99	p185329 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0013	IHMAYSMO_CDS_0013
IHMAYSMO_CDS_0014	10842	8866	-	GCA_008083415.1_14_340300-393490	-1813025580.1235151	496	445.0	0.508	1.168e-140	p281357 VI_09996	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0014	IHMAYSMO_CDS_0014
IHMAYSMO_CDS_0015	12449	10842	-	GCA_008083415.1_14_340300-393490	-213191993.87887967	511	218.0	0.316	2.201e-62	p395194 VI_01310	PHANOTATE	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0015	IHMAYSMO_CDS_0015
IHMAYSMO_CDS_0016	15040	12521	-	GCA_008083415.1_14_340300-393490	-2108898058655.2444	36330	2050.0	1.0	0.0	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0016	IHMAYSMO_CDS_0016
IHMAYSMO_CDS_0017	15669	15040	-	GCA_008083415.1_14_340300-393490	-11323.045386064065	399	176.0	0.451	1.734e-52	p26986 VI_03058	PHANOTATE	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0017	IHMAYSMO_CDS_0017
IHMAYSMO_CDS_0018	16268	15669	-	GCA_008083415.1_14_340300-393490	-15207.133663627475	437	153.0	0.446	6.905e-45	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0018	IHMAYSMO_CDS_0018
IHMAYSMO_CDS_0019	16735	16271	-	GCA_008083415.1_14_340300-393490	-4105.940558710152	482	265.0	0.827	1.8620000000000001e-84	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0019	IHMAYSMO_CDS_0019
IHMAYSMO_CDS_0020	17173	16793	-	GCA_008083415.1_14_340300-393490	-88.34639407843181	486	154.0	0.61	1.372e-46	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0020	IHMAYSMO_CDS_0020
IHMAYSMO_CDS_0021	18393	17188	-	GCA_008083415.1_14_340300-393490	-2029365.9604896747	334	516.0	0.653	5.041e-167	p44041 VI_02700	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0021	IHMAYSMO_CDS_0021
IHMAYSMO_CDS_0022	19463	18456	-	GCA_008083415.1_14_340300-393490	-893314.1851104806	10452	242.0	0.741	3.449e-76	p214738 VI_11622	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0022	IHMAYSMO_CDS_0022
