seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000490075.1_596	1	2	3	982	0.98	0.98	1	2	3	982	NA	NA	0	1	2	3	982	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000490075.1_596||full	0.98	ssDNA
GCA_000490075.1_582	1	3	2	1133	1.0	1.0	1	3	2	1133	NA	NA	0	1	3	2	1133	1.0	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000490075.1_582||full	1.0	ssDNA
GCA_000490075.1_553	1	3	1	1327	0.96	0.96	1	3	1	1327	NA	NA	0	1	3	1	1327	0.96	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000490075.1_553||full	0.96	ssDNA
GCA_000490075.1_535	1	3	63	1570	0.927	0.927	1	3	63	1570	NA	NA	0	1	3	63	1570	0.927	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000490075.1_535||full	0.927	ssDNA
GCA_000490075.1_517	1	3	2	1707	0.993	0.993	1	3	2	1707	NA	NA	0	1	3	2	1707	0.993	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000490075.1_517||full	0.993	ssDNA
GCA_000490075.1_485	1	4	296	2226	0.987	0.987	1	4	296	2226	NA	NA	0	1	4	296	2226	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000490075.1_485||full	0.987	ssDNA
GCA_000490075.1_450	1	2	106	2777	0.86	0.86	1	2	106	2777	NA	NA	0	1	2	106	2777	0.86	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000490075.1_450||full	0.86	ssDNA
GCA_000490075.1_381	1	2	40	3762	0.927	0.927	1	2	40	3762	NA	NA	0	1	2	40	3762	0.927	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_000490075.1_381||full	0.927	ssDNA
GCA_000490075.1_247	1	5	39	7137	0.727	0.727	1	5	39	7137	NA	NA	0	1	5	39	7137	0.727	0.0	0.0	0.0	60.0	40.0	0.0	0	dsDNAphage	linear	GCA_000490075.1_247||full	0.727	dsDNAphage
GCA_000490075.1_215	1	7	69	8259	0.7	0.7	1	7	69	8259	NA	NA	0	1	7	69	8259	0.7	0.0	28.6	0.0	42.9	28.6	0.0	1	dsDNAphage	linear	GCA_000490075.1_215||full	0.7	dsDNAphage
GCA_000490075.1_185	1	2	332	9416	0.867	0.867	1	2	332	9416	NA	NA	0	1	2	332	9416	0.867	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	GCA_000490075.1_185||full	0.867	dsDNAphage
GCA_000490075.1_162	1	14	1	10683	0.7	0.7	1	14	1	10683	NA	NA	0	1	14	1	10683	0.7	0.0	14.3	0.0	42.9	7.1	35.7	0	dsDNAphage	linear	GCA_000490075.1_162||full	0.7	dsDNAphage
GCA_000490075.1_15	1	40	96	33026	1.0	1.0	1	40	96	33026	NA	NA	0	1	40	96	33026	1.0	0.0	17.5	0.0	45.0	5.0	32.5	4	dsDNAphage	linear	GCA_000490075.1_15||full	1.0	dsDNAphage
