GCA_006372455.1_01803	Not_in_prophage	No prophage in this contig
GCA_003186355.1_00055	Not_in_prophage	No prophage in this contig
GCA_006371355.1_00949	Not_in_prophage	No prophage in this contig
GCA_000491395.1_03940	Not_in_prophage	No prophage in this contig
GCA_006372405.1_01461	Not_in_prophage	No prophage in this contig
GCA_006372535.1_00055	Not_in_prophage	No prophage in this contig
GCA_016132465.1_04519	Not_in_prophage	No prophage in this contig
GCA_009991665.1_01306	Not_in_prophage	No prophage in this contig
GCA_019271155.1_03664	Not_in_prophage	No prophage in this contig
GCA_006374735.1_02764	Not_in_prophage	No prophage in this contig
GCA_006372095.1_02186	Not_in_prophage	No prophage in this contig
GCA_022290635.1_02556	Not_in_prophage	No prophage in this contig
GCA_022397635.1_03572	Not_in_prophage	No prophage in this contig
GCA_001726775.1_04008	Not_in_prophage	No prophage in this contig
GCA_000430425.1_04644	Same_contig	This gene GCA_000430425.1_2:1750876-1753104 is close to the prophage GCA_000430425.1_2:864853-883344
GCA_006377565.1_02471	Not_in_prophage	No prophage in this contig
GCA_002150175.1_00386	Same_contig	This gene GCA_002150175.1_11:9970-12198 is close to the prophage GCA_002150175.1_11:923285-957338
GCA_006377285.1_03163	Not_in_prophage	No prophage in this contig
GCA_024745355.1_03239	Not_in_prophage	No prophage in this contig
GCA_006375555.1_01785	Not_in_prophage	No prophage in this contig
GCA_001727545.1_03432	Not_in_prophage	No prophage in this contig
GCA_006374245.1_01080	Not_in_prophage	No prophage in this contig
GCA_006373365.1_00180	Not_in_prophage	No prophage in this contig
GCA_019271475.1_03631	Not_in_prophage	No prophage in this contig
GCA_000347495.1_01307	Not_in_prophage	No prophage in this contig
GCA_024181925.1_02640	Not_in_prophage	No prophage in this contig
GCA_000489435.1_00648	Not_in_prophage	No prophage in this contig
GCA_001726855.1_00914	Not_in_prophage	No prophage in this contig
GCA_006369355.1_02905	Not_in_prophage	No prophage in this contig
GCA_006371455.1_00055	Not_in_prophage	No prophage in this contig
GCA_023206515.1_03283	Same_contig	This gene GCA_023206515.1_2:65458-67686 is close to the prophage GCA_023206515.1_2:904091-1016368
GCA_022290755.1_02495	Not_in_prophage	No prophage in this contig
GCA_006369205.1_03483	Not_in_prophage	No prophage in this contig
GCA_006372085.1_01024	Not_in_prophage	No prophage in this contig
GCA_001609435.1_04197	Not_in_prophage	No prophage in this contig
GCA_009647705.1_03358	Not_in_prophage	No prophage in this contig
GCA_021890295.1_01503	Same_contig	This gene GCA_021890295.1_1:1687918-1690146 is close to the prophage GCA_021890295.1_1:788051-824389
GCA_019271575.1_03601	Not_in_prophage	No prophage in this contig
GCA_001913695.1_02807	Not_in_prophage	No prophage in this contig
GCA_000489055.1_03246	Not_in_prophage	No prophage in this contig
GCA_001726275.1_00793	Not_in_prophage	No prophage in this contig
GCA_006372365.1_00567	Not_in_prophage	No prophage in this contig
GCA_000489135.1_00993	Not_in_prophage	No prophage in this contig
GCA_006375495.1_01248	Not_in_prophage	No prophage in this contig
GCA_000489175.1_00374	Not_in_prophage	No prophage in this contig
GCA_022290935.1_01554	Not_in_prophage	No prophage in this contig
GCA_008757025.1_01883	Same_contig	This gene GCA_008757025.1_2:1055841-1058069 is close to the prophage GCA_008757025.1_2:110690-168558
GCA_001268045.1_01315	Not_in_prophage	No prophage in this contig
GCA_006369475.1_03689	Not_in_prophage	No prophage in this contig
GCA_002153945.1_02346	Not_in_prophage	No prophage in this contig
GCA_012956505.1_01720	Not_in_prophage	No prophage in this contig
GCA_001609175.1_02860	Not_in_prophage	No prophage in this contig
GCA_006371845.1_02170	Not_in_prophage	No prophage in this contig
GCA_006375195.1_01627	Not_in_prophage	No prophage in this contig
GCA_006371565.1_00355	Not_in_prophage	No prophage in this contig
GCA_006378835.1_02379	Not_in_prophage	No prophage in this contig
GCA_000489235.1_00852	Not_in_prophage	No prophage in this contig
GCA_006382645.1_01566	Not_in_prophage	No prophage in this contig
GCA_008271865.1_00394	Not_in_prophage	No prophage in this contig
GCA_001700835.1_03276	Not_in_prophage	No prophage in this contig
GCA_008039225.1_03145	Not_in_prophage	No prophage in this contig
GCA_020741185.1_03674	Not_in_prophage	No prophage in this contig
GCA_000489675.1_00686	Not_in_prophage	No prophage in this contig
GCA_001268005.1_03006	Not_in_prophage	No prophage in this contig
GCA_006376905.1_01795	Not_in_prophage	No prophage in this contig
GCA_001726565.1_01533	Not_in_prophage	No prophage in this contig
GCA_006373115.1_01209	Not_in_prophage	No prophage in this contig
GCA_000491815.1_04084	Not_in_prophage	No prophage in this contig
GCA_000491855.1_04149	Not_in_prophage	No prophage in this contig
GCA_001696215.1_00957	Not_in_prophage	No prophage in this contig
GCA_006369075.1_03016	Not_in_prophage	No prophage in this contig
GCA_000489935.1_01416	Not_in_prophage	No prophage in this contig
GCA_000489515.1_00626	Not_in_prophage	No prophage in this contig
GCA_000489635.1_01108	Not_in_prophage	No prophage in this contig
GCA_001609055.1_02779	Not_in_prophage	No prophage in this contig
GCA_006370715.1_03929	Not_in_prophage	No prophage in this contig
GCA_000707165.1_00483	Not_in_prophage	No prophage in this contig
GCA_000490255.1_00994	Not_in_prophage	No prophage in this contig
GCA_000491755.1_04293	Not_in_prophage	No prophage in this contig
GCA_000491775.1_04522	Not_in_prophage	No prophage in this contig
GCA_019271295.1_03618	Not_in_prophage	No prophage in this contig
GCA_014705665.1_03033	Not_in_prophage	No prophage in this contig
GCA_006374465.1_01530	Not_in_prophage	No prophage in this contig
GCA_905331605.1_02557	Not_in_prophage	No prophage in this contig
GCA_006517795.1_04896	Same_contig	This gene GCA_006517795.1_2:1753007-1755235 is close to the prophage GCA_006517795.1_2:155672-227786
GCA_017313545.1_01203	Not_in_prophage	No prophage in this contig
GCA_002018645.1_01761	Not_in_prophage	No prophage in this contig
GCA_006378675.1_01240	Not_in_prophage	No prophage in this contig
GCA_001728215.1_03207	Not_in_prophage	No prophage in this contig
GCA_905331865.1_00055	Not_in_prophage	No prophage in this contig
GCA_016132485.1_04469	Same_contig	This gene GCA_016132485.1_2:1691535-1693763 is close to the prophage GCA_016132485.1_2:799755-818427
GCA_006382855.1_02298	Not_in_prophage	No prophage in this contig
GCA_001728045.1_00752	Not_in_prophage	No prophage in this contig
GCA_001728375.1_00198	Not_in_prophage	No prophage in this contig
GCA_006382755.1_00055	Not_in_prophage	No prophage in this contig
GCA_001727125.1_01867	Not_in_prophage	No prophage in this contig
GCA_022290595.1_00228	Not_in_prophage	No prophage in this contig
GCA_006372015.1_01451	Not_in_prophage	No prophage in this contig
GCA_006370785.1_01379	Not_in_prophage	No prophage in this contig
GCA_000490415.1_01319	Not_in_prophage	No prophage in this contig
GCA_001696145.1_00054	Not_in_prophage	No prophage in this contig
GCA_002114605.1_03518	Not_in_prophage	No prophage in this contig
GCA_000454165.1_03858	Not_in_prophage	No prophage in this contig
GCA_002221015.1_04338	Not_in_prophage	No prophage in this contig
GCA_006374225.1_00786	Not_in_prophage	No prophage in this contig
GCA_000500465.1_03119	Not_in_prophage	No prophage in this contig
GCA_006374955.1_04068	Not_in_prophage	No prophage in this contig
GCA_019271075.1_03656	Not_in_prophage	No prophage in this contig
GCA_014396905.1_00054	Not_in_prophage	No prophage in this contig
GCA_001609715.1_03136	Not_in_prophage	No prophage in this contig
GCA_006371915.1_04046	Not_in_prophage	No prophage in this contig
GCA_024745955.1_00930	Not_in_prophage	No prophage in this contig
GCA_006375045.1_03947	Not_in_prophage	No prophage in this contig
GCA_002504185.1_04324	Same_contig	This gene GCA_002504185.1_2:1250458-1252686 is close to the prophage GCA_002504185.1_2:305168-331170
GCA_019271675.1_00772	Not_in_prophage	No prophage in this contig
GCA_006372145.1_03371	Not_in_prophage	No prophage in this contig
GCA_019273735.1_03657	Not_in_prophage	No prophage in this contig
GCA_002880415.1_01497	Same_contig	This gene GCA_002880415.1_1:1666450-1668678 is close to the prophage GCA_002880415.1_1:718634-764082
GCA_000489555.1_01153	Not_in_prophage	No prophage in this contig
GCA_006372885.1_00908	Not_in_prophage	No prophage in this contig
GCA_006372855.1_02921	Not_in_prophage	No prophage in this contig
GCA_000500385.1_03267	Not_in_prophage	No prophage in this contig
GCA_000706925.1_04974	Not_in_prophage	No prophage in this contig
GCA_002144645.1_03636	Not_in_prophage	No prophage in this contig
GCA_014836295.1_05323	Not_in_prophage	No prophage in this contig
GCA_000732245.1_02617	Not_in_prophage	No prophage in this contig
GCA_000707165.1_00482	Not_in_prophage	No prophage in this contig
GCA_000182345.1_00525	Not_in_prophage	No prophage in this contig
GCA_000522005.2_00647	Not_in_prophage	No prophage in this contig
GCA_000490515.1_00828	Not_in_prophage	No prophage in this contig
GCA_000490775.1_04084	Not_in_prophage	No prophage in this contig
GCA_000707345.1_02779	Not_in_prophage	No prophage in this contig
GCA_000732245.1_02616	Not_in_prophage	No prophage in this contig
GCA_000491495.1_04424	Not_in_prophage	No prophage in this contig
GCA_006371435.1_00656	Not_in_prophage	No prophage in this contig
GCA_000490335.1_01021	Not_in_prophage	No prophage in this contig
GCA_000707405.1_04298	Not_in_prophage	No prophage in this contig
GCA_000388025.1_00501	Not_in_prophage	No prophage in this contig
GCA_000491335.1_01100	Not_in_prophage	No prophage in this contig
GCA_001758605.1_03110	Not_in_prophage	No prophage in this contig
GCA_000489875.1_00064	Not_in_prophage	No prophage in this contig
GCA_000489975.1_03208	Not_in_prophage	No prophage in this contig
GCA_000491795.1_00860	Not_in_prophage	No prophage in this contig
GCA_002153975.1_02406	Same_contig	This gene GCA_002153975.1_103:54073-56301 is close to the prophage GCA_002153975.1_103:394571-505809
GCA_024746235.1_01328	Not_in_prophage	No prophage in this contig
GCA_000707345.1_02780	Not_in_prophage	No prophage in this contig
GCA_004324675.1_02581	Not_in_prophage	No prophage in this contig
GCA_014836295.1_01183	Not_in_prophage	No prophage in this contig
GCA_000707145.1_02918	Not_in_prophage	No prophage in this contig
GCA_000500385.1_03266	Not_in_prophage	No prophage in this contig
GCA_006368365.1_03844	Not_in_prophage	No prophage in this contig
GCA_006373675.1_04092	Not_in_prophage	No prophage in this contig
GCA_006371345.1_00059	Not_in_prophage	No prophage in this contig
GCA_000492095.1_00572	Not_in_prophage	No prophage in this contig
GCA_019271095.1_03617	Not_in_prophage	No prophage in this contig
GCA_019271535.1_03671	Not_in_prophage	No prophage in this contig
GCA_000491215.1_03365	Not_in_prophage	No prophage in this contig
GCA_001728725.1_00954	Not_in_prophage	No prophage in this contig
GCA_000490075.1_00435	Not_in_prophage	No prophage in this contig
GCA_006374915.1_00485	Not_in_prophage	No prophage in this contig
GCA_001726695.1_00982	Not_in_prophage	No prophage in this contig
GCA_004121085.1_01946	Not_in_prophage	No prophage in this contig
GCA_000454475.1_00559	Not_in_prophage	No prophage in this contig
GCA_001268015.1_02748	Not_in_prophage	No prophage in this contig
GCA_006372445.1_02481	Not_in_prophage	No prophage in this contig
GCA_006377145.1_04154	Not_in_prophage	No prophage in this contig
GCA_000490275.1_02105	Not_in_prophage	No prophage in this contig
GCA_006369645.1_02179	Not_in_prophage	No prophage in this contig
GCA_006371585.1_01896	Not_in_prophage	No prophage in this contig
GCA_024748355.1_04599	Not_in_prophage	No prophage in this contig
GCA_000732995.1_00543	Not_in_prophage	No prophage in this contig
GCA_001727105.1_02402	Not_in_prophage	No prophage in this contig
GCA_006372565.1_02381	Not_in_prophage	No prophage in this contig
GCA_006371865.1_01762	Not_in_prophage	No prophage in this contig
GCA_000972025.1_03952	Not_in_prophage	No prophage in this contig
GCA_000195415.2_00728	Not_in_prophage	No prophage in this contig
GCA_000878565.1_03581	Not_in_prophage	No prophage in this contig
GCA_905331595.1_00721	Not_in_prophage	No prophage in this contig
GCA_006371495.1_00757	Not_in_prophage	No prophage in this contig
GCA_006371395.1_01234	Not_in_prophage	No prophage in this contig
GCA_000500545.1_01083	Not_in_prophage	No prophage in this contig
GCA_002150315.1_01996	Not_in_prophage	No prophage in this contig
GCA_905331645.1_00631	Not_in_prophage	No prophage in this contig
GCA_006383265.1_00059	Same_contig	This gene GCA_006383265.1_1:59963-62191 is close to the prophage GCA_006383265.1_1:934082-956704
GCA_002221145.1_00701	Not_in_prophage	No prophage in this contig
GCA_004324525.1_00056	Same_contig	This gene GCA_004324525.1_1:54440-56668 is close to the prophage GCA_004324525.1_1:950128-982340
GCA_000477475.1_00142	Not_in_prophage	No prophage in this contig
GCA_000489035.1_01071	Not_in_prophage	No prophage in this contig
GCA_006368945.1_02243	Not_in_prophage	No prophage in this contig
GCA_006375455.1_01093	Not_in_prophage	No prophage in this contig
GCA_001267655.1_02519	Same_contig	This gene GCA_001267655.1_32:617893-620121 is close to the prophage GCA_001267655.1_32:195337-272400
GCA_000958585.1_02008	Not_in_prophage	No prophage in this contig
GCA_006372615.1_03640	Not_in_prophage	No prophage in this contig
GCA_001727995.1_00773	Same_contig	This gene GCA_001727995.1_3:866627-868855 is close to the prophage GCA_001727995.1_3:196234-251598
GCA_024747105.1_00776	Not_in_prophage	No prophage in this contig
GCA_002154015.1_01218	Same_contig	This gene GCA_002154015.1_23:623340-625568 is close to the prophage GCA_002154015.1_23:126268-195467
GCA_000489015.1_00860	Not_in_prophage	No prophage in this contig
GCA_006368235.1_02745	Not_in_prophage	No prophage in this contig
GCA_006373175.1_00974	Not_in_prophage	No prophage in this contig
GCA_913062945.1_02442	Not_in_prophage	No prophage in this contig
GCA_000491715.1_03614	Not_in_prophage	No prophage in this contig
GCA_019271015.1_03616	Not_in_prophage	No prophage in this contig
GCA_006373325.1_01954	Not_in_prophage	No prophage in this contig
GCA_006374285.1_01594	Same_contig	This gene GCA_006374285.1_5:425771-427999 is close to the prophage GCA_006374285.1_5:20853-96350
GCA_006371955.1_04140	Not_in_prophage	No prophage in this contig
GCA_000706985.2_03299	Same_contig	This gene GCA_000706985.2_34:1746315-1748543 is close to the prophage GCA_000706985.2_34:789167-811860
GCA_002072975.1_03159	Not_in_prophage	No prophage in this contig
GCA_012275705.1_04186	Not_in_prophage	No prophage in this contig
GCA_006368755.1_00055	Not_in_prophage	No prophage in this contig
GCA_006373505.1_00055	Not_in_prophage	No prophage in this contig
GCA_002150185.1_02198	Not_in_prophage	No prophage in this contig
GCA_004121225.1_02553	Not_in_prophage	No prophage in this contig
GCA_006373625.1_00676	Not_in_prophage	No prophage in this contig
GCA_000489115.1_01675	Not_in_prophage	No prophage in this contig
GCA_000182365.1_01353	Not_in_prophage	No prophage in this contig
GCA_006373935.1_00716	Not_in_prophage	No prophage in this contig
GCA_001695935.1_02474	Not_in_prophage	No prophage in this contig
GCA_000500485.1_03348	Not_in_prophage	No prophage in this contig
GCA_000707145.1_02917	Not_in_prophage	No prophage in this contig
GCA_006375035.1_00338	Not_in_prophage	No prophage in this contig
GCA_006368925.1_01591	Not_in_prophage	No prophage in this contig
GCA_019271135.1_03634	Not_in_prophage	No prophage in this contig
GCA_001267595.1_03391	Not_in_prophage	No prophage in this contig
GCA_006369105.1_01418	Not_in_prophage	No prophage in this contig
GCA_006369195.1_03179	Not_in_prophage	No prophage in this contig
GCA_006373515.1_02799	Not_in_prophage	No prophage in this contig
GCA_900682685.1_03722	Not_in_prophage	No prophage in this contig
GCA_019271035.1_03595	Not_in_prophage	No prophage in this contig
GCA_000489075.1_00276	Not_in_prophage	No prophage in this contig
GCA_000491595.1_02925	Not_in_prophage	No prophage in this contig
GCA_000491155.1_02446	Not_in_prophage	No prophage in this contig
GCA_022397605.1_01543	Not_in_prophage	No prophage in this contig
GCA_006372625.1_03199	Not_in_prophage	No prophage in this contig
GCA_006377455.1_02941	Not_in_prophage	No prophage in this contig
GCA_000490095.1_03928	Not_in_prophage	No prophage in this contig
GCA_905331965.1_02706	Not_in_prophage	No prophage in this contig
GCA_002150155.1_02958	Not_in_prophage	No prophage in this contig
GCA_006374345.1_00015	Not_in_prophage	No prophage in this contig
GCA_006376835.1_00885	Not_in_prophage	No prophage in this contig
GCA_013393845.1_04596	Not_in_prophage	No prophage in this contig
GCA_000315135.1_00059	Not_in_prophage	No prophage in this contig
GCA_001608855.1_04017	Not_in_prophage	No prophage in this contig
GCA_004522045.1_01897	Not_in_prophage	No prophage in this contig
GCA_017313735.1_04405	Not_in_prophage	No prophage in this contig
GCA_006378615.1_00875	Not_in_prophage	No prophage in this contig
GCA_022352305.1_01949	Not_in_prophage	No prophage in this contig
GCA_905331955.1_00055	Not_in_prophage	No prophage in this contig
GCA_001727845.1_02268	Not_in_prophage	No prophage in this contig
GCA_024746975.1_01907	Not_in_prophage	No prophage in this contig
GCA_000591475.1_00260	Not_in_prophage	No prophage in this contig
GCA_022802295.1_02135	Not_in_prophage	No prophage in this contig
GCA_024746655.1_04420	Not_in_prophage	No prophage in this contig
GCA_009991765.1_02145	Not_in_prophage	No prophage in this contig
GCA_019271255.1_03662	Not_in_prophage	No prophage in this contig
GCA_000786855.1_01366	Not_in_prophage	No prophage in this contig
GCA_001280705.1_05033	Not_in_prophage	No prophage in this contig
GCA_001921805.1_00319	Same_contig	This gene GCA_001921805.1_11:54030-56258 is close to the prophage GCA_001921805.1_11:1026328-1058068
GCA_024746475.1_00656	Not_in_prophage	No prophage in this contig
GCA_000591555.1_03552	Not_in_prophage	No prophage in this contig
GCA_006371795.1_01182	Not_in_prophage	No prophage in this contig
GCA_006370595.1_02534	Not_in_prophage	No prophage in this contig
GCA_006377375.1_01557	Not_in_prophage	No prophage in this contig
GCA_006372165.1_04170	Not_in_prophage	No prophage in this contig
GCA_006373045.1_04157	Not_in_prophage	No prophage in this contig
GCA_002072985.1_04584	Not_in_prophage	No prophage in this contig
GCA_000491635.1_00191	Not_in_prophage	No prophage in this contig
