seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000492095.1_344	1	3	2	1567	0.98	0.98	1	3	2	1567	NA	NA	0	1	3	2	1567	0.98	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000492095.1_344||full	0.98	ssDNA
GCA_000492095.1_328	1	4	2	1874	0.98	0.98	1	4	2	1874	NA	NA	0	1	4	2	1874	0.98	0.0	25.0	0.0	50.0	0.0	25.0	2	dsDNAphage	linear	GCA_000492095.1_328||full	0.98	dsDNAphage
GCA_000492095.1_326	1	4	3	1931	0.793	0.793	1	4	3	1931	NA	NA	0	1	4	3	1931	0.793	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_000492095.1_326||full	0.793	ssDNA
GCA_000492095.1_318	1	3	3	2270	1.0	1.0	1	3	3	2270	NA	NA	0	1	3	3	2270	1.0	0.0	0.0	0.0	66.7	0.0	33.3	2	dsDNAphage	linear	GCA_000492095.1_318||full	1.0	dsDNAphage
GCA_000492095.1_311	1	3	37	2547	0.833	0.833	1	3	37	2547	NA	NA	0	1	3	37	2547	0.833	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000492095.1_311||full	0.833	ssDNA
GCA_000492095.1_301	1	4	41	2733	0.68	0.68	1	4	41	2733	NA	NA	0	1	4	41	2733	0.68	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_000492095.1_301||full	0.68	ssDNA
GCA_000492095.1_291	1	4	184	3354	0.953	0.953	1	4	184	3354	NA	NA	0	1	4	184	3354	0.953	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000492095.1_291||full	0.953	ssDNA
GCA_000492095.1_287	1	3	623	3363	0.58	0.58	1	3	623	3363	NA	NA	0	1	3	623	3363	0.58	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000492095.1_287||full	0.58	ssDNA
GCA_000492095.1_281	1	4	1	3545	0.993	0.993	1	4	1	3545	NA	NA	0	1	4	1	3545	0.993	0.0	0.0	0.0	75.0	0.0	25.0	1	dsDNAphage	linear	GCA_000492095.1_281||full	0.993	dsDNAphage
GCA_000492095.1_276	1	5	2	3740	0.6	0.6	1	5	2	3740	NA	NA	0	1	5	2	3740	0.6	0.0	40.0	0.0	60.0	0.0	0.0	0	dsDNAphage	linear	GCA_000492095.1_276||full	0.6	dsDNAphage
GCA_000492095.1_273	1	6	1	3839	0.913	0.913	1	6	1	3839	NA	NA	0	1	6	1	3839	0.913	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000492095.1_273||full	0.913	ssDNA
GCA_000492095.1_260	1	8	94	4153	0.593	0.593	1	8	94	4153	NA	NA	0	1	8	94	4153	0.593	0.0	12.5	0.0	25.0	0.0	62.5	0	dsDNAphage	linear	GCA_000492095.1_260||full	0.593	dsDNAphage
GCA_000492095.1_233	1	3	361	5350	0.6	0.6	1	3	361	5350	NA	NA	0	1	3	361	5350	0.6	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_000492095.1_233||full	0.6	dsDNAphage
GCA_000492095.1_228	1	12	17	5644	0.913	0.913	1	12	17	5644	NA	NA	0	1	12	17	5644	0.913	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	GCA_000492095.1_228||full	0.913	dsDNAphage
GCA_000492095.1_225	1	10	18	5821	1.0	1.0	1	10	18	5821	NA	NA	0	1	10	18	5821	1.0	0.0	0.0	0.0	70.0	0.0	30.0	4	dsDNAphage	linear	GCA_000492095.1_225||full	1.0	dsDNAphage
GCA_000492095.1_210	1	5	3	6615	1.0	1.0	1	5	3	6615	NA	NA	0	1	5	3	6615	1.0	0.0	0.0	0.0	60.0	0.0	40.0	1	dsDNAphage	linear	GCA_000492095.1_210||full	1.0	dsDNAphage
GCA_000492095.1_205	1	10	203	6637	0.98	0.98	1	10	203	6637	NA	NA	0	1	10	203	6637	0.98	0.0	0.0	0.0	20.0	0.0	80.0	1	dsDNAphage	linear	GCA_000492095.1_205||full	0.98	dsDNAphage
