seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_900100015.1_7	1	6	1	4114	1.0	1.0	1	6	1	4114	NA	NA	0	1	6	1	4114	1.0	0.0	0.0	0.0	66.7	0.0	33.3	4	dsDNAphage	linear	GCA_900100015.1_7||full	1.0	dsDNAphage
GCA_900100015.1_68	1	6	1	2476	1.0	1.0	1	6	1	2476	NA	NA	0	1	6	1	2476	1.0	0.0	0.0	0.0	83.3	0.0	16.7	3	dsDNAphage	linear	GCA_900100015.1_68||full	1.0	dsDNAphage
GCA_900100015.1_59	1	4	3	4383	1.0	1.0	1	4	3	4383	NA	NA	0	1	4	3	4383	1.0	0.0	0.0	0.0	100.0	0.0	0.0	3	dsDNAphage	linear	GCA_900100015.1_59||full	1.0	dsDNAphage
GCA_900100015.1_5	1	3	2	2490	0.88	0.88	1	3	2	2490	NA	NA	0	1	3	2	2490	0.88	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_900100015.1_5||full	0.88	ssDNA
GCA_900100015.1_4	1	5	3	1999	0.987	0.987	1	5	3	1999	NA	NA	0	1	5	3	1999	0.987	0.0	0.0	0.0	40.0	0.0	60.0	1	dsDNAphage	linear	GCA_900100015.1_4||full	0.987	dsDNAphage
GCA_900100015.1_33	1	3	2	2574	0.947	0.947	1	3	2	2574	NA	NA	0	1	3	2	2574	0.947	0.0	33.3	0.0	66.7	0.0	0.0	2	dsDNAphage	linear	GCA_900100015.1_33||full	0.947	dsDNAphage
GCA_900100015.1_3	1	5	1	1789	0.88	0.88	1	5	1	1789	NA	NA	0	1	5	1	1789	0.88	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	GCA_900100015.1_3||full	0.88	dsDNAphage
GCA_900100015.1_19	1	9	1	4133	0.993	0.993	1	9	1	4133	NA	NA	0	1	9	1	4133	0.993	0.0	11.1	0.0	44.4	0.0	44.4	2	dsDNAphage	linear	GCA_900100015.1_19||full	0.993	dsDNAphage
GCA_900100015.1_14	1	13	1	9737	0.673	0.673	1	13	1	9737	NA	NA	0	1	13	1	9737	0.673	0.0	7.7	0.0	38.5	7.7	46.2	0	dsDNAphage	linear	GCA_900100015.1_14||full	0.673	dsDNAphage
GCA_900100015.1_10	1	10	2	5238	1.0	1.0	1	10	2	5238	NA	NA	0	1	10	2	5238	1.0	0.0	0.0	0.0	90.0	0.0	10.0	4	dsDNAphage	linear	GCA_900100015.1_10||full	1.0	dsDNAphage
