seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006371435.1_989	1	3	347	1340	0.873	0.873	1	3	347	1340	NA	NA	0	1	3	347	1340	0.873	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006371435.1_989||full	0.873	ssDNA
GCA_006371435.1_966	1	3	3	1466	0.893	0.893	1	3	3	1466	NA	NA	0	1	3	3	1466	0.893	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006371435.1_966||full	0.893	ssDNA
GCA_006371435.1_906	1	5	1	1812	0.913	0.913	1	5	1	1812	NA	NA	0	1	5	1	1812	0.913	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	GCA_006371435.1_906||full	0.913	ssDNA
GCA_006371435.1_900	1	4	3	1923	0.987	0.987	1	4	3	1923	NA	NA	0	1	4	3	1923	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006371435.1_900||full	0.987	ssDNA
GCA_006371435.1_874	1	3	1	2263	1.0	1.0	1	3	1	2263	NA	NA	0	1	3	1	2263	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006371435.1_874||full	1.0	ssDNA
GCA_006371435.1_845	1	3	2	2415	0.9	0.9	1	3	2	2415	NA	NA	0	1	3	2	2415	0.9	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006371435.1_845||full	0.9	ssDNA
GCA_006371435.1_822	1	3	1	2854	0.753	0.753	1	3	1	2854	NA	NA	0	1	3	1	2854	0.753	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006371435.1_822||full	0.753	ssDNA
GCA_006371435.1_816	1	3	1	2896	0.893	0.893	1	3	1	2896	NA	NA	0	1	3	1	2896	0.893	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006371435.1_816||full	0.893	ssDNA
GCA_006371435.1_779	1	2	572	3484	1.0	1.0	1	2	572	3484	NA	NA	0	1	2	572	3484	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_006371435.1_779||full	1.0	ssDNA
GCA_006371435.1_755	1	4	3	3943	0.527	0.527	1	4	3	3943	NA	NA	0	1	4	3	3943	0.527	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	GCA_006371435.1_755||full	0.527	dsDNAphage
GCA_006371435.1_744	1	3	2	4149	0.713	0.713	1	3	2	4149	NA	NA	0	1	3	2	4149	0.713	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_006371435.1_744||full	0.713	dsDNAphage
GCA_006371435.1_653	1	3	3	2072	0.867	0.867	1	3	3	2072	NA	NA	0	1	3	3	2072	0.867	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006371435.1_653||full	0.867	ssDNA
GCA_006371435.1_637	1	11	582	6825	0.993	0.993	1	11	582	6825	NA	NA	0	1	11	582	6825	0.993	0.0	0.0	0.0	63.6	9.1	27.3	2	dsDNAphage	linear	GCA_006371435.1_637||full	0.993	dsDNAphage
GCA_006371435.1_526	1	7	59	3647	0.753	0.753	1	7	59	3647	NA	NA	0	1	7	59	3647	0.753	0.0	0.0	0.0	14.3	0.0	85.7	0	dsDNAphage	linear	GCA_006371435.1_526||full	0.753	dsDNAphage
GCA_006371435.1_512	1	6	1	7669	0.507	0.507	1	6	1	7669	NA	NA	0	1	6	1	7669	0.507	0.0	16.7	0.0	50.0	0.0	33.3	0	dsDNAphage	linear	GCA_006371435.1_512||full	0.507	dsDNAphage
GCA_006371435.1_498	1	20	2	13245	0.847	0.847	1	20	2	13245	NA	NA	0	1	20	2	13245	0.847	0.0	0.0	0.0	5.0	5.0	90.0	0	dsDNAphage	linear	GCA_006371435.1_498||full	0.847	dsDNAphage
GCA_006371435.1_407	1	3	1	3491	0.567	0.567	1	3	1	3491	NA	NA	0	1	3	1	3491	0.567	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006371435.1_407||full	0.567	ssDNA
GCA_006371435.1_34	1	13	1	7812	0.78	0.78	1	13	1	7812	NA	NA	0	1	13	1	7812	0.78	0.0	7.7	0.0	30.8	0.0	61.5	0	dsDNAphage	linear	GCA_006371435.1_34||full	0.78	dsDNAphage
GCA_006371435.1_33	1	6	2	6401	0.88	0.88	1	6	2	6401	NA	NA	0	1	6	2	6401	0.88	0.0	16.7	0.0	66.7	16.7	0.0	1	dsDNAphage	linear	GCA_006371435.1_33||full	0.88	dsDNAphage
GCA_006371435.1_1047	1	3	2	1049	1.0	1.0	1	3	2	1049	NA	NA	0	1	3	2	1049	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006371435.1_1047||full	1.0	ssDNA
GCA_006371435.1_1039	1	2	88	1094	1.0	1.0	1	2	88	1094	NA	NA	0	1	2	88	1094	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_006371435.1_1039||full	1.0	ssDNA
