seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_002074885.1_936	1	2	16	1074	1.0	1.0	1	2	16	1074	NA	NA	0	1	2	16	1074	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_002074885.1_936||full	1.0	ssDNA
GCA_002074885.1_913	1	2	1	1386	0.993	0.993	1	2	1	1386	NA	NA	0	1	2	1	1386	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_002074885.1_913||full	0.993	ssDNA
GCA_002074885.1_912	1	3	3	1279	0.967	0.967	1	3	3	1279	NA	NA	0	1	3	3	1279	0.967	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_002074885.1_912||full	0.967	ssDNA
GCA_002074885.1_883	1	4	3	2202	0.633	0.633	1	4	3	2202	NA	NA	0	1	4	3	2202	0.633	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	GCA_002074885.1_883||full	0.633	dsDNAphage
GCA_002074885.1_855	1	7	300	3898	0.827	0.827	1	7	300	3898	NA	NA	0	1	7	300	3898	0.827	0.0	0.0	0.0	28.6	14.3	57.1	0	dsDNAphage	linear	GCA_002074885.1_855||full	0.827	dsDNAphage
GCA_002074885.1_844	1	7	100	5509	0.98	0.98	1	7	100	5509	NA	NA	0	1	7	100	5509	0.98	0.0	14.3	0.0	42.9	0.0	42.9	1	dsDNAphage	linear	GCA_002074885.1_844||full	0.98	dsDNAphage
GCA_002074885.1_713	1	19	40	14263	0.98	0.98	1	19	40	14263	NA	NA	0	1	19	40	14263	0.98	0.0	5.3	0.0	47.4	0.0	47.4	5	dsDNAphage	linear	GCA_002074885.1_713||full	0.98	dsDNAphage
GCA_002074885.1_446	1	105	368	98163	0.853	0.88	1	105	368	98163	NA	NA	0	1	105	368	98163	0.853	0.0	33.3	0.0	26.7	18.1	21.9	9	dsDNAphage	linear	GCA_002074885.1_446||full	0.853	dsDNAphage
GCA_002074885.1_1675	1	31	158	27084	0.56	0.58	1	32	158	28003	NA	NA	0	1	32	158	28003	0.52	0.0	15.8	0.0	31.6	10.5	42.1	1	dsDNAphage	linear	GCA_002074885.1_1675||full	0.56	dsDNAphage
GCA_002074885.1_1586	6	103	5827	106322	0.887	0.933	1	104	154	107330	NA	NA	0	1	104	154	107330	0.84	0.0	31.7	1.0	29.8	9.6	27.9	4	dsDNAphage	linear	GCA_002074885.1_1586||full	0.887	dsDNAphage
