seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006372625.1_308	1	2	117	1497	1.0	1.0	1	2	117	1497	NA	NA	0	1	2	117	1497	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_006372625.1_308||full	1.0	ssDNA
GCA_006372625.1_286	1	2	100	1235	0.987	0.987	1	2	100	1235	NA	NA	0	1	2	100	1235	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006372625.1_286||full	0.987	ssDNA
GCA_006372625.1_285	1	3	1	1032	0.987	0.987	1	3	1	1032	NA	NA	0	1	3	1	1032	0.987	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006372625.1_285||full	0.987	ssDNA
GCA_006372625.1_275	1	2	31	2537	0.853	0.853	1	2	31	2537	NA	NA	0	1	2	31	2537	0.853	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006372625.1_275||full	0.853	ssDNA
GCA_006372625.1_270	1	2	1	1042	0.96	0.96	1	2	1	1042	NA	NA	0	1	2	1	1042	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006372625.1_270||full	0.96	ssDNA
GCA_006372625.1_269	1	5	1	2958	0.953	0.953	1	5	1	2958	NA	NA	0	1	5	1	2958	0.953	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	GCA_006372625.1_269||full	0.953	ssDNA
GCA_006372625.1_266	1	3	1	3000	0.793	0.793	1	3	1	3000	NA	NA	0	1	3	1	3000	0.793	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006372625.1_266||full	0.793	ssDNA
GCA_006372625.1_246	1	3	3	1207	0.987	0.987	1	3	3	1207	NA	NA	0	1	3	3	1207	0.987	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006372625.1_246||full	0.987	ssDNA
GCA_006372625.1_210	1	11	15	6872	0.74	0.74	1	11	15	6872	NA	NA	0	1	11	15	6872	0.74	0.0	9.1	0.0	27.3	0.0	63.6	0	dsDNAphage	linear	GCA_006372625.1_210||full	0.74	dsDNAphage
GCA_006372625.1_207	1	11	212	7470	0.613	0.613	1	11	212	7470	NA	NA	0	1	11	212	7470	0.613	0.0	9.1	0.0	18.2	0.0	72.7	0	dsDNAphage	linear	GCA_006372625.1_207||full	0.613	dsDNAphage
GCA_006372625.1_188	1	17	2	10376	0.733	0.733	1	17	2	10376	NA	NA	0	1	17	2	10376	0.733	0.0	5.9	0.0	47.1	5.9	41.2	0	dsDNAphage	linear	GCA_006372625.1_188||full	0.733	dsDNAphage
GCA_006372625.1_16	1	37	2	27079	0.987	0.987	1	37	2	27079	NA	NA	0	1	37	2	27079	0.987	0.0	5.4	0.0	48.6	8.1	37.8	2	dsDNAphage	linear	GCA_006372625.1_16||full	0.987	dsDNAphage
GCA_006372625.1_15	1	17	142	20405	0.833	0.833	1	17	142	20405	NA	NA	0	1	17	142	20405	0.833	0.0	29.4	0.0	47.1	5.9	17.6	1	dsDNAphage	linear	GCA_006372625.1_15||full	0.833	dsDNAphage
GCA_006372625.1_146	1	26	1	18218	0.967	0.987	1	26	1	18218	NA	NA	0	1	26	1	18218	0.967	0.0	3.8	0.0	7.7	3.8	84.6	1	dsDNAphage	linear	GCA_006372625.1_146||full	0.967	dsDNAphage
GCA_006372625.1_14	1	65	732	45738	0.98	1.0	1	65	732	45738	NA	NA	0	1	65	732	45738	0.98	0.0	9.2	0.0	24.6	0.0	66.2	1	dsDNAphage	linear	GCA_006372625.1_14||full	0.98	dsDNAphage
GCA_006372625.1_13	1	102	2	77298	0.993	1.0	1	102	2	77298	NA	NA	0	1	102	2	77298	0.993	0.0	5.9	0.0	32.4	2.9	58.8	3	dsDNAphage	linear	GCA_006372625.1_13||full	0.993	dsDNAphage
GCA_006372625.1_126	1	31	1	24287	1.0	1.0	1	31	1	24287	NA	NA	0	1	31	1	24287	1.0	0.0	6.5	0.0	71.0	0.0	22.6	10	dsDNAphage	linear	GCA_006372625.1_126||full	1.0	dsDNAphage
GCA_006372625.1_12	1	18	86	17003	0.973	0.973	1	18	86	17003	NA	NA	0	1	18	86	17003	0.973	0.0	22.2	0.0	66.7	0.0	11.1	4	dsDNAphage	linear	GCA_006372625.1_12||full	0.973	dsDNAphage
