seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_001280705.1_91	1	4	308	5092	0.667	0.667	1	4	308	5092	NA	NA	0	1	4	308	5092	0.667	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	GCA_001280705.1_91||full	0.667	dsDNAphage
GCA_001280705.1_49	1	4	1	10069	0.993	0.993	1	4	1	10069	NA	NA	0	1	4	1	10069	0.993	0.0	0.0	0.0	75.0	0.0	25.0	2	dsDNAphage	linear	GCA_001280705.1_49||full	0.993	dsDNAphage
GCA_001280705.1_39	1	8	3	5383	0.52	0.52	1	8	3	5383	NA	NA	0	1	8	3	5383	0.52	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_001280705.1_39||full	0.52	ssDNA
GCA_001280705.1_35	1	16	181	11061	0.867	0.867	1	16	181	11061	NA	NA	0	1	16	181	11061	0.867	0.0	18.8	0.0	18.8	12.5	50.0	2	dsDNAphage	linear	GCA_001280705.1_35||full	0.867	dsDNAphage
GCA_001280705.1_25	1	8	3	8431	0.987	0.987	1	8	3	8431	NA	NA	0	1	8	3	8431	0.987	0.0	12.5	0.0	75.0	0.0	12.5	1	dsDNAphage	linear	GCA_001280705.1_25||full	0.987	dsDNAphage
GCA_001280705.1_20	1	7	56	5003	0.893	0.893	1	7	56	5003	NA	NA	0	1	7	56	5003	0.893	0.0	14.3	0.0	57.1	0.0	28.6	0	dsDNAphage	linear	GCA_001280705.1_20||full	0.893	dsDNAphage
GCA_001280705.1_158	1	3	3	5818	0.847	0.847	1	3	3	5818	NA	NA	0	1	3	3	5818	0.847	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	GCA_001280705.1_158||full	0.847	dsDNAphage
GCA_001280705.1_157	1	8	1	6927	0.653	0.653	1	8	1	6927	NA	NA	0	1	8	1	6927	0.653	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	GCA_001280705.1_157||full	0.653	dsDNAphage
GCA_001280705.1_154	1	29	154	20411	1.0	1.0	1	29	154	20411	NA	NA	0	1	29	154	20411	1.0	0.0	3.4	0.0	13.8	3.4	79.3	1	dsDNAphage	linear	GCA_001280705.1_154||full	1.0	dsDNAphage
GCA_001280705.1_153	1	9	240	8221	0.573	0.573	1	9	240	8221	NA	NA	0	1	9	240	8221	0.573	0.0	0.0	0.0	33.3	11.1	55.6	0	dsDNAphage	linear	GCA_001280705.1_153||full	0.573	dsDNAphage
GCA_001280705.1_143	1	12	3	9652	0.96	0.96	1	12	3	9652	NA	NA	0	1	12	3	9652	0.96	0.0	0.0	0.0	58.3	16.7	25.0	1	dsDNAphage	linear	GCA_001280705.1_143||full	0.96	dsDNAphage
GCA_001280705.1_129	1	10	49	7694	0.66	0.66	1	10	49	7694	NA	NA	0	1	10	49	7694	0.66	0.0	0.0	0.0	10.0	0.0	90.0	0	dsDNAphage	linear	GCA_001280705.1_129||full	0.66	dsDNAphage
GCA_001280705.1_125	1	9	26	5936	0.5	0.5	1	9	26	5936	NA	NA	0	1	9	26	5936	0.5	0.0	0.0	0.0	11.1	0.0	88.9	0	dsDNAphage	linear	GCA_001280705.1_125||full	0.5	dsDNAphage
GCA_001280705.1_110	1	11	2	5406	0.813	0.813	1	11	2	5406	NA	NA	0	1	11	2	5406	0.813	0.0	0.0	0.0	54.5	9.1	36.4	0	dsDNAphage	linear	GCA_001280705.1_110||full	0.813	dsDNAphage
GCA_001280705.1_101	1	4	2	5373	0.887	0.887	1	4	2	5373	NA	NA	0	1	4	2	5373	0.887	0.0	0.0	0.0	75.0	0.0	25.0	0	dsDNAphage	linear	GCA_001280705.1_101||full	0.887	dsDNAphage
GCA_001280705.1_64	123	175	133245	171292	0.947	0.98	123	175	133245	171292	0.947	0.993	1	1	177	3	174005	0.34	0.0	18.2	0.0	16.4	10.9	54.5	1	dsDNAphage	linear	GCA_001280705.1_64||0_partial	0.947	dsDNAphage
GCA_001280705.1_127	79	110	92046	125034	0.9	0.907	79	110	92046	125034	0.9	0.993	1	1	798	1	914693	0.153	0.0	40.9	0.0	25.0	20.5	13.6	2	dsDNAphage	linear	GCA_001280705.1_127||0_partial	0.9	dsDNAphage
