seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_001254535.1_74	1	3	2	998	0.98	0.98	1	3	2	998	NA	NA	0	1	3	2	998	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_001254535.1_74||full	0.98	ssDNA
GCA_001254535.1_71	1	2	73	1250	0.993	0.993	1	2	73	1250	NA	NA	0	1	2	73	1250	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_001254535.1_71||full	0.993	ssDNA
GCA_001254535.1_68	1	2	83	1520	0.987	0.987	1	2	83	1520	NA	NA	0	1	2	83	1520	0.987	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_001254535.1_68||full	0.987	ssDNA
GCA_001254535.1_59	1	5	101	3139	0.773	0.773	1	5	101	3139	NA	NA	0	1	5	101	3139	0.773	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	GCA_001254535.1_59||full	0.773	dsDNAphage
GCA_001254535.1_50	1	9	3	5465	1.0	1.0	1	9	3	5465	NA	NA	0	1	9	3	5465	1.0	0.0	0.0	0.0	66.7	0.0	33.3	4	dsDNAphage	linear	GCA_001254535.1_50||full	1.0	dsDNAphage
GCA_001254535.1_46	1	6	5	8746	0.707	0.707	1	6	5	8746	NA	NA	0	1	6	5	8746	0.707	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_001254535.1_46||full	0.707	dsDNAphage
GCA_001254535.1_39	1	17	35	13347	1.0	1.0	1	17	35	13347	NA	NA	0	1	17	35	13347	1.0	0.0	5.9	0.0	76.5	0.0	17.6	10	dsDNAphage	linear	GCA_001254535.1_39||full	1.0	dsDNAphage
GCA_001254535.1_37	1	28	142	14854	0.987	0.993	1	28	142	14854	NA	NA	0	1	28	142	14854	0.987	0.0	14.3	0.0	46.4	0.0	39.3	2	dsDNAphage	linear	GCA_001254535.1_37||full	0.987	dsDNAphage
GCA_001254535.1_34	1	29	279	19261	0.987	0.987	1	29	279	19261	NA	NA	0	1	29	279	19261	0.987	0.0	0.0	0.0	13.8	0.0	86.2	1	dsDNAphage	linear	GCA_001254535.1_34||full	0.987	dsDNAphage
GCA_001254535.1_22	1	67	20	58231	0.947	0.993	1	67	20	58231	NA	NA	0	1	67	20	58231	0.947	0.0	13.4	0.0	50.7	13.4	22.4	11	dsDNAphage	linear	GCA_001254535.1_22||full	0.947	dsDNAphage
GCA_001254535.1_1	1	23	6	15419	0.927	0.927	1	23	6	15419	0.927	0.993	1	1	367	6	381199	0.087	0.0	31.4	0.0	22.9	20.0	25.7	1	dsDNAphage	linear	GCA_001254535.1_1||0_partial	0.927	dsDNAphage
