seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006371575.1_8	2	21	2612	15156	0.88	0.88	1	21	1	15156	NA	NA	0	1	21	1	15156	0.64	0.0	0.0	0.0	9.5	9.5	81.0	0	dsDNAphage	linear	GCA_006371575.1_8||full	0.88	dsDNAphage
GCA_006371575.1_7	1	65	2	46774	0.873	0.913	1	68	2	48044	NA	NA	0	1	68	2	48044	0.853	0.0	7.4	0.0	10.3	4.4	77.9	1	dsDNAphage	linear	GCA_006371575.1_7||full	0.873	dsDNAphage
GCA_006371575.1_60	1	5	419	2612	0.74	0.74	1	5	419	2612	NA	NA	0	1	5	419	2612	0.74	0.0	0.0	0.0	40.0	20.0	40.0	0	dsDNAphage	linear	GCA_006371575.1_60||full	0.74	dsDNAphage
GCA_006371575.1_223	1	3	2	1738	0.953	0.953	1	3	2	1738	NA	NA	0	1	3	2	1738	0.953	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006371575.1_223||full	0.953	ssDNA
GCA_006371575.1_221	1	3	3	1783	1.0	1.0	1	3	3	1783	NA	NA	0	1	3	3	1783	1.0	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006371575.1_221||full	1.0	ssDNA
GCA_006371575.1_210	1	6	1	2427	0.547	0.547	1	6	1	2427	NA	NA	0	1	6	1	2427	0.547	0.0	16.7	0.0	33.3	0.0	50.0	0	dsDNAphage	linear	GCA_006371575.1_210||full	0.547	dsDNAphage
GCA_006371575.1_184	1	6	78	5230	0.52	0.52	1	6	78	5230	NA	NA	0	1	6	78	5230	0.52	0.0	0.0	0.0	16.7	16.7	66.7	0	dsDNAphage	linear	GCA_006371575.1_184||full	0.52	dsDNAphage
GCA_006371575.1_160	1	13	1	8269	0.88	0.88	1	13	1	8269	NA	NA	0	1	13	1	8269	0.88	0.0	7.7	0.0	23.1	0.0	69.2	0	dsDNAphage	linear	GCA_006371575.1_160||full	0.88	dsDNAphage
GCA_006371575.1_157	1	11	37	8996	1.0	1.0	1	11	37	8996	NA	NA	0	1	11	37	8996	1.0	0.0	9.1	0.0	63.6	0.0	27.3	2	dsDNAphage	linear	GCA_006371575.1_157||full	1.0	dsDNAphage
GCA_006371575.1_134	1	2	2	4292	0.893	0.893	1	2	2	4292	NA	NA	0	1	2	2	4292	0.893	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_006371575.1_134||full	0.893	ssDNA
GCA_006371575.1_131	1	29	1	21819	1.0	1.0	1	29	1	21819	NA	NA	0	1	29	1	21819	1.0	0.0	3.4	0.0	75.9	0.0	20.7	10	dsDNAphage	linear	GCA_006371575.1_131||full	1.0	dsDNAphage
