seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000489955.1_581	1	2	59	1300	0.933	0.933	1	2	59	1300	NA	NA	0	1	2	59	1300	0.933	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000489955.1_581||full	0.933	ssDNA
GCA_000489955.1_569	1	2	37	1507	0.607	0.607	1	2	37	1507	NA	NA	0	1	2	37	1507	0.607	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	GCA_000489955.1_569||full	0.607	dsDNAphage
GCA_000489955.1_553	1	2	267	1648	0.86	0.86	1	2	267	1648	NA	NA	0	1	2	267	1648	0.86	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000489955.1_553||full	0.86	ssDNA
GCA_000489955.1_549	1	4	2	1791	0.98	0.98	1	4	2	1791	NA	NA	0	1	4	2	1791	0.98	0.0	0.0	0.0	25.0	0.0	75.0	1	dsDNAphage	linear	GCA_000489955.1_549||full	0.98	dsDNAphage
GCA_000489955.1_486	1	4	32	2500	0.66	0.66	1	4	32	2500	NA	NA	0	1	4	32	2500	0.66	0.0	0.0	0.0	25.0	25.0	50.0	0	dsDNAphage	linear	GCA_000489955.1_486||full	0.66	dsDNAphage
GCA_000489955.1_475	1	3	45	2824	0.527	0.527	1	3	45	2824	NA	NA	0	1	3	45	2824	0.527	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	GCA_000489955.1_475||full	0.527	dsDNAphage
GCA_000489955.1_458	1	3	320	3022	0.6	0.6	1	3	320	3022	NA	NA	0	1	3	320	3022	0.6	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000489955.1_458||full	0.6	ssDNA
GCA_000489955.1_391	1	3	53	3918	0.933	0.933	1	3	53	3918	NA	NA	0	1	3	53	3918	0.933	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	GCA_000489955.1_391||full	0.933	dsDNAphage
GCA_000489955.1_254	1	5	40	7138	0.727	0.727	1	5	40	7138	NA	NA	0	1	5	40	7138	0.727	0.0	0.0	0.0	60.0	40.0	0.0	0	dsDNAphage	linear	GCA_000489955.1_254||full	0.727	dsDNAphage
GCA_000489955.1_248	1	2	3	7137	0.867	0.867	1	2	3	7137	NA	NA	0	1	2	3	7137	0.867	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	GCA_000489955.1_248||full	0.867	dsDNAphage
GCA_000489955.1_2	1	36	1	42095	0.987	0.993	1	36	1	42095	NA	NA	0	1	36	1	42095	0.987	0.0	5.6	0.0	58.3	0.0	36.1	4	dsDNAphage	linear	GCA_000489955.1_2||full	0.987	dsDNAphage
GCA_000489955.1_155	1	24	62	11087	0.993	1.0	1	24	62	11087	NA	NA	0	1	24	62	11087	0.993	0.0	12.5	0.0	20.8	4.2	62.5	1	dsDNAphage	linear	GCA_000489955.1_155||full	0.993	dsDNAphage
