seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_003347915.1_463	1	4	3	1836	0.98	0.98	1	4	3	1836	NA	NA	0	1	4	3	1836	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	GCA_003347915.1_463||full	0.98	dsDNAphage
GCA_003347915.1_462	1	5	1	1807	0.92	0.92	1	5	1	1807	NA	NA	0	1	5	1	1807	0.92	0.0	0.0	0.0	60.0	0.0	40.0	0	ssDNA	linear	GCA_003347915.1_462||full	0.92	ssDNA
GCA_003347915.1_449	1	5	256	2239	1.0	1.0	1	5	256	2239	NA	NA	0	1	5	256	2239	1.0	0.0	0.0	0.0	60.0	0.0	40.0	0	ssDNA	linear	GCA_003347915.1_449||full	1.0	ssDNA
GCA_003347915.1_447	1	4	103	1693	0.767	0.767	1	4	103	1693	NA	NA	0	1	4	103	1693	0.767	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_003347915.1_447||full	0.767	ssDNA
GCA_003347915.1_412	1	8	1	6311	0.987	0.987	1	8	1	6311	NA	NA	0	1	8	1	6311	0.987	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	GCA_003347915.1_412||full	0.987	dsDNAphage
GCA_003347915.1_393	1	2	403	2168	0.947	0.947	1	2	403	2168	NA	NA	0	1	2	403	2168	0.947	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_003347915.1_393||full	0.947	ssDNA
GCA_003347915.1_386	1	4	1	2225	1.0	1.0	1	4	1	2225	NA	NA	0	1	4	1	2225	1.0	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	GCA_003347915.1_386||full	1.0	ssDNA
GCA_003347915.1_380	1	7	53	2849	0.96	0.96	1	7	53	2849	NA	NA	0	1	7	53	2849	0.96	0.0	0.0	0.0	42.9	0.0	57.1	0	ssDNA	linear	GCA_003347915.1_380||full	0.96	ssDNA
GCA_003347915.1_372	1	18	2	13491	1.0	1.0	1	18	2	13491	NA	NA	0	1	18	2	13491	1.0	0.0	5.6	0.0	83.3	0.0	11.1	11	dsDNAphage	linear	GCA_003347915.1_372||full	1.0	dsDNAphage
GCA_003347915.1_370	1	11	3	3650	0.96	0.96	1	11	3	3650	NA	NA	0	1	11	3	3650	0.96	0.0	0.0	0.0	45.5	0.0	54.5	0	dsDNAphage	linear	GCA_003347915.1_370||full	0.96	dsDNAphage
GCA_003347915.1_357	1	4	2	1830	0.607	0.607	1	4	2	1830	NA	NA	0	1	4	2	1830	0.607	0.0	0.0	0.0	50.0	25.0	25.0	0	dsDNAphage	linear	GCA_003347915.1_357||full	0.607	dsDNAphage
GCA_003347915.1_351	1	4	52	2469	0.78	0.78	1	4	52	2469	NA	NA	0	1	4	52	2469	0.78	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_003347915.1_351||full	0.78	ssDNA
GCA_003347915.1_325	1	11	3	5188	0.82	0.82	1	11	3	5188	NA	NA	0	1	11	3	5188	0.82	0.0	9.1	0.0	36.4	9.1	45.5	0	dsDNAphage	linear	GCA_003347915.1_325||full	0.82	dsDNAphage
GCA_003347915.1_316	1	7	3	5466	1.0	1.0	1	7	3	5466	NA	NA	0	1	7	3	5466	1.0	0.0	0.0	0.0	85.7	0.0	14.3	1	dsDNAphage	linear	GCA_003347915.1_316||full	1.0	dsDNAphage
