seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000491335.1_555	1	3	3	1159	0.98	0.98	1	3	3	1159	NA	NA	0	1	3	3	1159	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000491335.1_555||full	0.98	ssDNA
GCA_000491335.1_505	1	2	135	1685	0.6	0.6	1	2	135	1685	NA	NA	0	1	2	135	1685	0.6	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	GCA_000491335.1_505||full	0.6	dsDNAphage
GCA_000491335.1_442	1	2	3	2253	0.913	0.913	1	2	3	2253	NA	NA	0	1	2	3	2253	0.913	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000491335.1_442||full	0.913	ssDNA
GCA_000491335.1_431	1	6	1	2719	0.913	0.913	1	6	1	2719	NA	NA	0	1	6	1	2719	0.913	0.0	0.0	0.0	16.7	0.0	83.3	0	dsDNAphage	linear	GCA_000491335.1_431||full	0.913	dsDNAphage
GCA_000491335.1_405	1	5	32	3125	0.52	0.52	1	5	32	3125	NA	NA	0	1	5	32	3125	0.52	0.0	20.0	0.0	60.0	0.0	20.0	0	dsDNAphage	linear	GCA_000491335.1_405||full	0.52	dsDNAphage
GCA_000491335.1_395	1	2	3	3215	0.86	0.86	1	2	3	3215	NA	NA	0	1	2	3	3215	0.86	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000491335.1_395||full	0.86	ssDNA
GCA_000491335.1_385	1	7	2	3273	1.0	1.0	1	7	2	3273	NA	NA	0	1	7	2	3273	1.0	0.0	0.0	0.0	14.3	0.0	85.7	1	dsDNAphage	linear	GCA_000491335.1_385||full	1.0	dsDNAphage
GCA_000491335.1_364	1	3	3	4186	0.827	0.827	1	3	3	4186	NA	NA	0	1	3	3	4186	0.827	0.0	0.0	0.0	33.3	33.3	33.3	1	dsDNAphage	linear	GCA_000491335.1_364||full	0.827	dsDNAphage
GCA_000491335.1_349	1	5	1	4423	0.813	0.813	1	5	1	4423	NA	NA	0	1	5	1	4423	0.813	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	GCA_000491335.1_349||full	0.813	ssDNA
GCA_000491335.1_340	1	2	311	4604	0.787	0.787	1	2	311	4604	NA	NA	0	1	2	311	4604	0.787	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_000491335.1_340||full	0.787	ssDNA
GCA_000491335.1_337	1	3	1	4677	0.893	0.893	1	3	1	4677	NA	NA	0	1	3	1	4677	0.893	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	GCA_000491335.1_337||full	0.893	dsDNAphage
GCA_000491335.1_282	1	8	58	5931	0.833	0.833	1	8	58	5931	NA	NA	0	1	8	58	5931	0.833	0.0	0.0	0.0	62.5	0.0	37.5	0	dsDNAphage	linear	GCA_000491335.1_282||full	0.833	dsDNAphage
GCA_000491335.1_266	1	5	3	6381	0.653	0.653	1	5	3	6381	NA	NA	0	1	5	3	6381	0.653	0.0	0.0	0.0	60.0	40.0	0.0	0	dsDNAphage	linear	GCA_000491335.1_266||full	0.653	dsDNAphage
GCA_000491335.1_26	1	25	7	26005	1.0	1.0	1	25	7	26005	NA	NA	0	1	25	7	26005	1.0	0.0	0.0	0.0	64.0	0.0	36.0	4	dsDNAphage	linear	GCA_000491335.1_26||full	1.0	dsDNAphage
GCA_000491335.1_215	1	7	85	8275	0.7	0.7	1	7	85	8275	NA	NA	0	1	7	85	8275	0.7	0.0	28.6	0.0	42.9	28.6	0.0	1	dsDNAphage	linear	GCA_000491335.1_215||full	0.7	dsDNAphage
GCA_000491335.1_188	1	4	1	9707	0.753	0.753	1	4	1	9707	NA	NA	0	1	4	1	9707	0.753	0.0	0.0	0.0	75.0	0.0	25.0	0	dsDNAphage	linear	GCA_000491335.1_188||full	0.753	dsDNAphage
GCA_000491335.1_168	2	16	466	11053	0.987	0.987	2	16	466	11053	NA	NA	0	2	16	466	11053	0.987	0.0	6.7	0.0	60.0	0.0	33.3	1	dsDNAphage	circular	GCA_000491335.1_168||full	0.987	dsDNAphage
GCA_000491335.1_162	1	24	76	11101	0.993	1.0	1	24	76	11101	NA	NA	0	1	24	76	11101	0.993	0.0	12.5	0.0	20.8	4.2	62.5	1	dsDNAphage	linear	GCA_000491335.1_162||full	0.993	dsDNAphage
GCA_000491335.1_15	1	47	89	32999	0.987	1.0	1	47	89	32999	NA	NA	0	1	47	89	32999	0.987	0.0	21.3	0.0	55.3	2.1	21.3	8	dsDNAphage	linear	GCA_000491335.1_15||full	0.987	dsDNAphage
GCA_000491335.1_6	9	39	9602	35716	0.913	0.927	9	39	9602	35716	0.913	0.993	1	1	43	442	40848	0.693	0.0	11.4	0.0	20.0	22.9	45.7	2	dsDNAphage	linear	GCA_000491335.1_6||0_partial	0.913	dsDNAphage
