gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
VRSXFTYG_CDS_0001	1434	1	-	GCA_013114135.1_38|127-5331	-13174863513.987768	33291	239.0	0.621	4.8100000000000003e-76	p442313 VI_03606	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0001	VRSXFTYG_CDS_0001
VRSXFTYG_CDS_0002	1780	1436	-	GCA_013114135.1_38|127-5331	-644.822681556588	306	45.0	0.273	3.395e-10	p441924 VI_08397	PHANOTATE	CDS	#3e83f6	minor head protein Ace-like	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0002	VRSXFTYG_CDS_0002
VRSXFTYG_CDS_0003	2913	1789	-	GCA_013114135.1_38|127-5331	-3813310.513768844	26302	80.0	0.395	8.597999999999999e-22	p441985 VI_07700	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0003	VRSXFTYG_CDS_0003
VRSXFTYG_CDS_0004	3007	2903	-	GCA_013114135.1_38|127-5331	-0.156517638203056	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0004	VRSXFTYG_CDS_0004
VRSXFTYG_CDS_0005	3275	3039	-	GCA_013114135.1_38|127-5331	-9.943746406755109	1859	57.0	0.455	6.8e-15	p438365 VI_08393	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0005	VRSXFTYG_CDS_0005
VRSXFTYG_CDS_0006	3445	3284	-	GCA_013114135.1_38|127-5331	-16.590557221487632	969	35.0	0.403	4.204e-07	p438115 VI_01058	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0006	VRSXFTYG_CDS_0006
VRSXFTYG_CDS_0007	3569	3465	-	GCA_013114135.1_38|127-5331	-9.924701895045375	31384	35.0	0.822	3.474e-07	p438790 VI_03605	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0007	VRSXFTYG_CDS_0007
VRSXFTYG_CDS_0008	3760	3572	-	GCA_013114135.1_38|127-5331	-16.194249591986132	1199	72.0	0.599	9.886000000000001e-20	p382337 VI_06652	PHANOTATE	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0008	VRSXFTYG_CDS_0008
VRSXFTYG_CDS_0009	4911	3793	-	GCA_013114135.1_38|127-5331	-2664659969.9554844	702	194.0	0.329	5.296e-58	p439551 VI_11958	PHANOTATE	CDS	#ffdf59	replication protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0009	VRSXFTYG_CDS_0009
VRSXFTYG_CDS_0010	5204	5019	-	GCA_013114135.1_38|127-5331	-1.0236872938986776	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0010	VRSXFTYG_CDS_0010
