GCA_017426965.1_65_102-245094	GCA_017426965.1_65_102-245094,GCA_002284395.1_23_3-59781,GCA_003057035.1_1_263738-394363,GCA_001515115.1_2_43814-162281,GCA_006802155.1_89_148-87733,GCA_008084855.1_11_466-72979,GCA_003348735.1_7_18492-90684,GCA_003056995.1_2_137927-242490,GCA_003348985.1_4_25519-95008,GCA_013414365.1_85_57226-136396,GCA_013357885.1_2_844226-931927,GCA_019458465.1_2_660687-727625,GCA_008085635.1_11_218669-290472,GCA_003348095.1_58_51708-123894,GCA_008084455.1_31_215426-283013,GCA_002284235.1_83_368-75275,GCA_001515165.1_1_62-76095,GCA_001857305.1_87_57710-122574,GCA_001743085.1_93_56874-131989,GCA_001857345.1_161_55913-123302,GCA_019793275.1_19_283586-346134,GCA_008083365.1_32_12090-121529,GCA_017426905.1_21_499-19971,GCA_008084025.1_50_391-65479,GCA_008083455.1_7_392948-468056,GCA_006802485.1_133_701-58153,GCA_000279265.1_3_430487-493623,GCA_006802395.1_184_1-36213,GCA_001857155.1_154_368-57764,GCA_006802575.1_169_256-36109,GCA_001718105.1_13_3-65679,GCA_003311885.1_17_97576-166595,GCA_003311895.1_83_3-23299,GCA_001402365.1_21_327394-350139,GCA_006802605.1_6_43-26345,GCA_006802365.1_179_433-17757,GCA_017426915.1_37_353014-415942,GCA_008085625.1_37_28233-92903,GCA_006803025.1_186_494-68331,GCA_006802475.1_26_3-21669,GCA_000279285.1_27_561148-659761,GCA_008083965.1_17_247490-352138,GCA_008085575.1_33_1-58089,GCA_008084825.1_48_274300-312356,GCA_006802865.1_86_58365-112165,GCA_006802555.1_62_3-49700,GCA_000788675.1_30_3-53246,GCA_006803005.1_10_112-28147,GCA_006802255.1_97_240-42376,GCA_002114205.1_2_53539-106543,GCA_006802345.1_73_44-49794,GCA_013111195.1_37_3-42974,GCA_006803105.1_92_74918-117126,GCA_006803135.1_89_435-42498,GCA_001402685.1_78_2228-104566,GCA_006802655.1_146_48499-85697,GCA_013111105.1_61_176-24543,GCA_013110975.1_11_34-69935,GCA_003312085.1_8_187662-228243,GCA_006802595.1_90_50942-110938,GCA_006802275.1_45_165-20970,GCA_003716505.1_2_479340-595857,GCA_002890525.1_20_188736-246971,GCA_006803115.1_114_2-22835,GCA_006802915.1_4_1-20316,GCA_021228575.1_3_94666-156569,GCA_001402675.1_4_217771-307261,GCA_000176715.1_9_60706-133991,GCA_006802165.1_102_918-55522,GCA_008083255.1_9_1520-83773,GCA_000152445.1_22_543016-617581,GCA_001857455.1_76_273806-296975,GCA_014654545.1_66_155337-232614,GCA_008083975.1_34_193103-213681,GCA_000518145.1_12_3-61424,GCA_001292785.1_131_54-22796,GCA_001402155.1_2_258-83882,GCA_001402425.1_8_259547-342567,GCA_003349265.1_79_1-37777,GCA_000176215.1_3_368381-428089,GCA_008084655.1_22_573669-672062,GCA_006803015.1_171_174-18850,GCA_003347715.1_44_507646-603903,GCA_008085535.1_18_239923-306318,GCA_000969265.1_1_296392-371313,GCA_002097735.1_119_163-20636,GCA_006802495.1_160_470862-510741,GCA_006802935.1_159_327-40946,GCA_006803125.1_140_217-42928,GCA_008369605.1_2_349652-406555,GCA_024746925.1_93_377-24097,GCA_006802685.1_549_1-21523,GCA_000473825.1_172_125-37707,GCA_000473785.1_173_120-37698,GCA_003311865.1_56_2-23938,GCA_003311755.1_88_240-30486,GCA_003312035.1_14_32595-95281,GCA_001989755.2_47_8-41334,GCA_001990085.2_61_8-43102,GCA_002241275.1_79_669-19688,GCA_000176455.1_24_1-38265,GCA_006802075.1_84_257554-307626,GCA_021166915.1_111_49308-92757,GCA_016456855.1_328_20640-114820,GCA_017427005.1_45_239380-294381,GCA_002284205.1_9_165-37332,GCA_014281135.1_13_457-15519,GCA_003312005.1_146_108-43010,GCA_003716425.1_2_1141978-1163292,GCA_002284425.1_70_1-31123,GCA_008083355.1_69_1-10770,GCA_019504425.1_2_377785-479613,GCA_003347725.1_87_2-48665,GCA_003349725.1_379_1-9553,GCA_003349315.1_1_1-20028
GCA_002216685.1_2_711848-810357	GCA_002216685.1_2_711848-810357,GCA_013111295.1_17_211-56910
GCA_000174115.1_4_690852-779483	GCA_000174115.1_4_690852-779483,GCA_018310255.1_2_258032-338615,GCA_003347755.1_3_262447-335054,GCA_000168935.3_2_609838-686526,GCA_024745065.1_41_90-62542,GCA_008084795.1_2_160-84330
GCA_000174235.1_4_679590-760459	GCA_000174235.1_4_679590-760459,GCA_006802295.1_26_349-27343,GCA_021166995.1_223_56027-100933
GCA_024748415.1_32_229720-309677	GCA_024748415.1_32_229720-309677,GCA_008084835.1_42_175137-219223,GCA_902810005.1_5_147023-196736
GCA_008083745.1_43_141674-221498	GCA_008083745.1_43_141674-221498,GCA_008083465.1_12_79396-148138,GCA_008083535.1_10_145896-212356,GCA_000302965.1_59_257217-301829,GCA_001558475.2_1_32034-96768
GCA_000338875.1_34_202-75385	GCA_000338875.1_34_202-75385
GCA_017426985.1_67_149609-215499	GCA_017426985.1_67_149609-215499
GCA_017426785.1_13_229-59908	GCA_017426785.1_13_229-59908,GCA_005636045.1_14_2-48329
GCA_015343015.1_113_82762-137762	GCA_015343015.1_113_82762-137762
GCA_008083955.1_7_16201-70846	GCA_008083955.1_7_16201-70846
GCA_008083415.1_14_340300-393490	GCA_008083415.1_14_340300-393490
GCA_003348545.1_34_456-30917	GCA_003348545.1_34_456-30917
