seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006374755.1_476	1	3	93	1003	0.933	0.933	1	3	93	1003	NA	NA	0	1	3	93	1003	0.933	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	GCA_006374755.1_476||full	0.933	dsDNAphage
GCA_006374755.1_450	1	3	1	1338	0.92	0.92	1	3	1	1338	NA	NA	0	1	3	1	1338	0.92	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006374755.1_450||full	0.92	ssDNA
GCA_006374755.1_448	1	2	223	1003	0.953	0.953	1	2	223	1003	NA	NA	0	1	2	223	1003	0.953	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006374755.1_448||full	0.953	ssDNA
GCA_006374755.1_406	1	5	2	1990	0.967	0.967	1	5	2	1990	NA	NA	0	1	5	2	1990	0.967	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	GCA_006374755.1_406||full	0.967	ssDNA
GCA_006374755.1_399	1	3	112	2104	0.993	0.993	1	3	112	2104	NA	NA	0	1	3	112	2104	0.993	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006374755.1_399||full	0.993	ssDNA
GCA_006374755.1_380	1	2	467	2066	0.973	0.973	1	2	467	2066	NA	NA	0	1	2	467	2066	0.973	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006374755.1_380||full	0.973	ssDNA
GCA_006374755.1_375	1	4	3	2600	0.987	0.987	1	4	3	2600	NA	NA	0	1	4	3	2600	0.987	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	GCA_006374755.1_375||full	0.987	dsDNAphage
GCA_006374755.1_366	1	2	1	2478	0.887	0.887	1	2	1	2478	NA	NA	0	1	2	1	2478	0.887	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006374755.1_366||full	0.887	ssDNA
GCA_006374755.1_317	1	3	3	4751	0.52	0.52	1	3	3	4751	NA	NA	0	1	3	3	4751	0.52	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	GCA_006374755.1_317||full	0.52	dsDNAphage
GCA_006374755.1_309	1	6	1	3514	0.973	0.973	1	6	1	3514	NA	NA	0	1	6	1	3514	0.973	0.0	0.0	0.0	16.7	0.0	83.3	1	dsDNAphage	linear	GCA_006374755.1_309||full	0.973	dsDNAphage
GCA_006374755.1_257	1	8	2	8001	0.813	0.813	1	8	2	8001	NA	NA	0	1	8	2	8001	0.813	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	GCA_006374755.1_257||full	0.813	dsDNAphage
GCA_006374755.1_249	1	4	2	1937	0.993	0.993	1	4	2	1937	NA	NA	0	1	4	2	1937	0.993	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	GCA_006374755.1_249||full	0.993	ssDNA
GCA_006374755.1_248	1	6	2	3476	0.973	0.973	1	6	2	3476	NA	NA	0	1	6	2	3476	0.973	0.0	0.0	0.0	66.7	16.7	16.7	1	dsDNAphage	linear	GCA_006374755.1_248||full	0.973	dsDNAphage
GCA_006374755.1_246	1	3	75	1742	0.92	0.92	1	3	75	1742	NA	NA	0	1	3	75	1742	0.92	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006374755.1_246||full	0.92	ssDNA
GCA_006374755.1_218	1	13	304	8646	1.0	1.0	1	13	304	8646	NA	NA	0	1	13	304	8646	1.0	0.0	0.0	0.0	53.8	0.0	46.2	5	dsDNAphage	linear	GCA_006374755.1_218||full	1.0	dsDNAphage
GCA_006374755.1_217	1	5	171	3143	0.987	0.987	1	5	171	3143	NA	NA	0	1	5	171	3143	0.987	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	GCA_006374755.1_217||full	0.987	ssDNA
GCA_006374755.1_201	1	12	3	13061	1.0	1.0	1	12	3	13061	NA	NA	0	1	12	3	13061	1.0	0.0	8.3	0.0	50.0	0.0	41.7	4	dsDNAphage	linear	GCA_006374755.1_201||full	1.0	dsDNAphage
GCA_006374755.1_150	1	3	1091	5460	0.693	0.693	1	3	1091	5460	NA	NA	0	1	3	1091	5460	0.693	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_006374755.1_150||full	0.693	dsDNAphage
