seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_002875995.1_90	1	5	1	2531	0.9	0.9	1	5	1	2531	NA	NA	0	1	5	1	2531	0.9	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	GCA_002875995.1_90||full	0.9	ssDNA
GCA_002875995.1_66	1	5	2	4004	0.687	0.687	1	5	2	4004	NA	NA	0	1	5	2	4004	0.687	0.0	0.0	0.0	20.0	20.0	60.0	0	dsDNAphage	linear	GCA_002875995.1_66||full	0.687	dsDNAphage
GCA_002875995.1_46	1	3	1	2739	0.847	0.847	1	3	1	2739	NA	NA	0	1	3	1	2739	0.847	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_002875995.1_46||full	0.847	ssDNA
GCA_002875995.1_4	1	3	19	2356	0.747	0.747	1	3	19	2356	NA	NA	0	1	3	19	2356	0.747	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_002875995.1_4||full	0.747	ssDNA
GCA_002875995.1_37	1	78	2	71679	0.84	0.88	1	80	2	72832	NA	NA	0	1	80	2	72832	0.833	0.0	21.2	0.0	28.8	32.5	17.5	7	dsDNAphage	linear	GCA_002875995.1_37||full	0.84	dsDNAphage
GCA_002875995.1_318	1	14	364	13839	0.98	0.98	1	14	364	13839	NA	NA	0	1	14	364	13839	0.98	0.0	14.3	0.0	71.4	14.3	0.0	8	dsDNAphage	linear	GCA_002875995.1_318||full	0.98	dsDNAphage
GCA_002875995.1_268	1	2	159	2392	0.867	0.867	1	2	159	2392	NA	NA	0	1	2	159	2392	0.867	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_002875995.1_268||full	0.867	ssDNA
GCA_002875995.1_255	1	74	420	66188	0.913	0.947	1	80	420	72432	NA	NA	0	1	80	420	72432	0.88	0.0	28.8	0.0	37.5	18.8	15.0	8	dsDNAphage	linear	GCA_002875995.1_255||full	0.913	dsDNAphage
GCA_002875995.1_129	1	3	249	2090	0.987	0.987	1	3	249	2090	NA	NA	0	1	3	249	2090	0.987	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_002875995.1_129||full	0.987	ssDNA
GCA_002875995.1_12	1	13	116	13456	0.92	0.92	1	13	116	13456	NA	NA	0	1	13	116	13456	0.92	0.0	0.0	0.0	46.2	0.0	53.8	1	dsDNAphage	linear	GCA_002875995.1_12||full	0.92	dsDNAphage
GCA_002875995.1_105	1	5	216	5506	0.8	0.8	1	5	216	5506	NA	NA	0	1	5	216	5506	0.8	0.0	20.0	0.0	40.0	20.0	20.0	1	dsDNAphage	linear	GCA_002875995.1_105||full	0.8	dsDNAphage
