gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
VMCXNSQY_CDS_0001	1	522	+	GCA_013114135.1_13|51562-62367	-120962.271131722	1967	38.0	0.34	3.12e-06	KT876724_p41	PHANOTATE	CDS	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0001	VMCXNSQY_CDS_0001
VMCXNSQY_CDS_0002	543	1832	+	GCA_013114135.1_13|51562-62367	-53445558764.821526	1967	90.0	0.425	4.807e-22	KT876724_p41	PHANOTATE	CDS	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0002	VMCXNSQY_CDS_0002
VMCXNSQY_CDS_0003	1918	2178	+	GCA_013114135.1_13|51562-62367	-0.3721697482936489	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0003	VMCXNSQY_CDS_0003
VMCXNSQY_CDS_0004	2162	2287	+	GCA_013114135.1_13|51562-62367	-36.71734588747929	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0004	VMCXNSQY_CDS_0004
VMCXNSQY_CDS_0005	2353	3258	+	GCA_013114135.1_13|51562-62367	-13884608.384720916	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0005	VMCXNSQY_CDS_0005
VMCXNSQY_CDS_0006	3440	4630	+	GCA_013114135.1_13|51562-62367	-9452997909.999657	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0006	VMCXNSQY_CDS_0006
VMCXNSQY_CDS_0007	4623	4985	+	GCA_013114135.1_13|51562-62367	-438.67143960414086	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0007	VMCXNSQY_CDS_0007
VMCXNSQY_CDS_0008	5046	5768	+	GCA_013114135.1_13|51562-62367	-88658.69728692745	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0008	VMCXNSQY_CDS_0008
VMCXNSQY_CDS_0009	5925	6500	+	GCA_013114135.1_13|51562-62367	-48759.41107051093	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0009	VMCXNSQY_CDS_0009
VMCXNSQY_CDS_0010	6529	6642	+	GCA_013114135.1_13|51562-62367	-0.0844832510183144	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0010	VMCXNSQY_CDS_0010
