seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_002114605.1_455	1	29	1	14587	1.0	1.0	1	29	1	14587	NA	NA	0	1	29	1	14587	1.0	0.0	3.4	0.0	37.9	0.0	58.6	1	dsDNAphage	linear	GCA_002114605.1_455||full	1.0	dsDNAphage
GCA_002114605.1_454	1	23	142	14444	1.0	1.0	1	23	142	14444	NA	NA	0	1	23	142	14444	1.0	0.0	4.3	0.0	87.0	0.0	8.7	12	dsDNAphage	linear	GCA_002114605.1_454||full	1.0	dsDNAphage
GCA_002114605.1_421	1	13	620	10764	0.913	0.913	1	13	620	10764	NA	NA	0	1	13	620	10764	0.913	0.0	0.0	0.0	30.8	7.7	61.5	2	dsDNAphage	linear	GCA_002114605.1_421||full	0.913	dsDNAphage
GCA_002114605.1_412	1	3	2	9642	0.893	0.893	1	3	2	9642	NA	NA	0	1	3	2	9642	0.893	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	GCA_002114605.1_412||full	0.893	dsDNAphage
GCA_002114605.1_384	1	10	594	6738	0.7	0.7	1	10	594	6738	NA	NA	0	1	10	594	6738	0.7	0.0	10.0	0.0	20.0	0.0	70.0	0	dsDNAphage	circular	GCA_002114605.1_384||full	0.7	dsDNAphage
GCA_002114605.1_367	1	10	2	5464	1.0	1.0	1	10	2	5464	NA	NA	0	1	10	2	5464	1.0	0.0	0.0	0.0	70.0	10.0	20.0	1	dsDNAphage	linear	GCA_002114605.1_367||full	1.0	dsDNAphage
GCA_002114605.1_359	1	5	2	4664	1.0	1.0	1	5	2	4664	NA	NA	0	1	5	2	4664	1.0	0.0	0.0	0.0	80.0	0.0	20.0	3	dsDNAphage	linear	GCA_002114605.1_359||full	1.0	dsDNAphage
GCA_002114605.1_332	1	5	1	3383	1.0	1.0	1	5	1	3383	NA	NA	0	1	5	1	3383	1.0	0.0	0.0	0.0	40.0	0.0	60.0	1	dsDNAphage	linear	GCA_002114605.1_332||full	1.0	dsDNAphage
GCA_002114605.1_291	1	2	89	1470	0.88	0.88	1	2	89	1470	NA	NA	0	1	2	89	1470	0.88	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_002114605.1_291||full	0.88	ssDNA
GCA_002114605.1_289	1	4	3	1660	0.993	0.993	1	4	3	1660	NA	NA	0	1	4	3	1660	0.993	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	GCA_002114605.1_289||full	0.993	ssDNA
GCA_002114605.1_272	1	2	3	1046	0.987	0.987	1	2	3	1046	NA	NA	0	1	2	3	1046	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_002114605.1_272||full	0.987	ssDNA
