seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000400265.1_766	1	54	346	54405	0.833	0.833	1	54	346	54405	NA	NA	0	1	54	346	54405	0.833	0.0	24.1	0.0	29.6	20.4	25.9	4	dsDNAphage	linear	GCA_000400265.1_766||full	0.833	dsDNAphage
GCA_000400265.1_709	1	4	3	1988	0.793	0.793	1	4	3	1988	NA	NA	0	1	4	3	1988	0.793	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_000400265.1_709||full	0.793	ssDNA
GCA_000400265.1_623	1	5	446	2431	0.78	0.78	1	5	446	2431	NA	NA	0	1	5	446	2431	0.78	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	GCA_000400265.1_623||full	0.78	dsDNAphage
GCA_000400265.1_613	1	44	175	39560	0.907	0.947	1	44	175	39560	NA	NA	0	1	44	175	39560	0.907	0.0	20.5	0.0	34.1	18.2	27.3	8	dsDNAphage	linear	GCA_000400265.1_613||full	0.907	dsDNAphage
GCA_000400265.1_583	1	6	3	5118	1.0	1.0	1	6	3	5118	NA	NA	0	1	6	3	5118	1.0	0.0	0.0	0.0	83.3	0.0	16.7	4	dsDNAphage	linear	GCA_000400265.1_583||full	1.0	dsDNAphage
GCA_000400265.1_537	1	4	201	3518	0.86	0.86	1	4	201	3518	NA	NA	0	1	4	201	3518	0.86	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000400265.1_537||full	0.86	ssDNA
GCA_000400265.1_535	1	4	2	2955	0.6	0.6	1	4	2	2955	NA	NA	0	1	4	2	2955	0.6	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_000400265.1_535||full	0.6	ssDNA
GCA_000400265.1_427	1	5	243	4009	0.773	0.773	1	5	243	4009	NA	NA	0	1	5	243	4009	0.773	0.0	0.0	0.0	40.0	0.0	60.0	0	dsDNAphage	linear	GCA_000400265.1_427||full	0.773	dsDNAphage
GCA_000400265.1_382	1	12	2	10792	0.893	0.893	1	12	2	10792	NA	NA	0	1	12	2	10792	0.893	0.0	8.3	0.0	25.0	16.7	50.0	1	dsDNAphage	linear	GCA_000400265.1_382||full	0.893	dsDNAphage
GCA_000400265.1_365	1	27	244	20319	0.993	0.993	1	27	244	20319	NA	NA	0	1	27	244	20319	0.993	0.0	7.4	0.0	63.0	0.0	29.6	12	dsDNAphage	linear	GCA_000400265.1_365||full	0.993	dsDNAphage
GCA_000400265.1_294	1	4	3	7872	0.753	0.753	1	4	3	7872	NA	NA	0	1	4	3	7872	0.753	0.0	0.0	0.0	25.0	25.0	50.0	1	dsDNAphage	linear	GCA_000400265.1_294||full	0.753	dsDNAphage
GCA_000400265.1_288	1	6	280	4628	0.507	0.507	1	6	280	4628	NA	NA	0	1	6	280	4628	0.507	0.0	0.0	0.0	16.7	0.0	83.3	0	dsDNAphage	linear	GCA_000400265.1_288||full	0.507	dsDNAphage
GCA_000400265.1_261	1	9	3	4756	0.92	0.92	1	9	3	4756	NA	NA	0	1	9	3	4756	0.92	0.0	22.2	0.0	44.4	0.0	33.3	0	dsDNAphage	linear	GCA_000400265.1_261||full	0.92	dsDNAphage
GCA_000400265.1_230	1	2	1	559	1.0	1.0	1	2	1	559	NA	NA	0	1	2	1	559	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000400265.1_230||full	1.0	ssDNA
GCA_000400265.1_20	1	3	51	1991	0.907	0.907	1	3	51	1991	NA	NA	0	1	3	51	1991	0.907	0.0	33.3	0.0	66.7	0.0	0.0	2	dsDNAphage	linear	GCA_000400265.1_20||full	0.907	dsDNAphage
GCA_000400265.1_523	1	19	2	14424	0.887	0.887	1	19	2	14424	0.887	0.947	1	1	27	2	30024	0.553	0.0	33.3	0.0	18.5	0.0	48.1	1	dsDNAphage	linear	GCA_000400265.1_523||0_partial	0.887	dsDNAphage
