gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
ZLDOZGKF_CDS_0001	1	1113	+	GCA_017426785.1_13_229-59908	-1161201.0229455917	31111	594.0	1.0	3.8550000000000005e-194	p438368 VI_08393	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0001	ZLDOZGKF_CDS_0001
ZLDOZGKF_CDS_0002	1327	1470	+	GCA_017426785.1_13_229-59908	-1.114626523053366	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0002	ZLDOZGKF_CDS_0002
ZLDOZGKF_CDS_0003	2883	1486	-	GCA_017426785.1_13_229-59908	-252615234.84215167	857	93.0	0.255	2.255e-22	p280816 VI_02251	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0003	ZLDOZGKF_CDS_0003
ZLDOZGKF_CDS_0004	3541	2867	-	GCA_017426785.1_13_229-59908	-61746.238140885536	731	148.0	0.424	4.734e-43	p399702 VI_01090	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0004	ZLDOZGKF_CDS_0004
ZLDOZGKF_CDS_0005	3679	3557	-	GCA_017426785.1_13_229-59908	-0.3368334660762773	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0005	ZLDOZGKF_CDS_0005
ZLDOZGKF_CDS_0006	3707	4207	+	GCA_017426785.1_13_229-59908	-288.7390314918731	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0006	ZLDOZGKF_CDS_0006
ZLDOZGKF_CDS_0007	4309	4214	-	GCA_017426785.1_13_229-59908	-5.158017589007896	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0007	ZLDOZGKF_CDS_0007
ZLDOZGKF_CDS_0008	4441	4331	-	GCA_017426785.1_13_229-59908	-0.0783712921266432	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0008	ZLDOZGKF_CDS_0008
ZLDOZGKF_CDS_0009	5252	4428	-	GCA_017426785.1_13_229-59908	-418979.70273887005	24564	454.0	1.0	2.782e-149	p435596 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0009	ZLDOZGKF_CDS_0009
ZLDOZGKF_CDS_0010	5692	5360	-	GCA_017426785.1_13_229-59908	-15.879532564444787	370	129.0	0.615	6.005e-36	p248311 VI_09499	PHANOTATE	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0010	ZLDOZGKF_CDS_0010
ZLDOZGKF_CDS_0011	6018	5689	-	GCA_017426785.1_13_229-59908	-119.81118821585731	370	100.0	0.524	2.8460000000000004e-26	p248311 VI_09499	PHANOTATE	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0011	ZLDOZGKF_CDS_0011
ZLDOZGKF_CDS_0012	6530	6132	-	GCA_017426785.1_13_229-59908	-85.180403872655	17382	161.0	0.935	1.181e-46	p239430 VI_07339	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0012	ZLDOZGKF_CDS_0012
ZLDOZGKF_CDS_0013	6879	6706	-	GCA_017426785.1_13_229-59908	-2.326770809212149	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0013	ZLDOZGKF_CDS_0013
ZLDOZGKF_CDS_0014	6988	6866	-	GCA_017426785.1_13_229-59908	-6.192822171264173	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0014	ZLDOZGKF_CDS_0014
