seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006373015.1_402	1	3	188	1986	0.947	0.947	1	3	188	1986	NA	NA	0	1	3	188	1986	0.947	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006373015.1_402||full	0.947	ssDNA
GCA_006373015.1_390	1	4	1	1840	0.96	0.96	1	4	1	1840	NA	NA	0	1	4	1	1840	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006373015.1_390||full	0.96	ssDNA
GCA_006373015.1_368	1	6	63	2571	0.993	0.993	1	6	63	2571	NA	NA	0	1	6	63	2571	0.993	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	GCA_006373015.1_368||full	0.993	dsDNAphage
GCA_006373015.1_345	1	3	3	1312	0.98	0.98	1	3	3	1312	NA	NA	0	1	3	3	1312	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006373015.1_345||full	0.98	ssDNA
GCA_006373015.1_211	1	12	2	7087	0.72	0.72	1	12	2	7087	NA	NA	0	1	12	2	7087	0.72	0.0	8.3	0.0	50.0	0.0	41.7	0	dsDNAphage	linear	GCA_006373015.1_211||full	0.72	dsDNAphage
GCA_006373015.1_210	1	5	2	3165	0.54	0.54	1	5	2	3165	NA	NA	0	1	5	2	3165	0.54	0.0	0.0	0.0	40.0	20.0	40.0	0	dsDNAphage	linear	GCA_006373015.1_210||full	0.54	dsDNAphage
GCA_006373015.1_194	1	17	2	11629	1.0	1.0	1	17	2	11629	NA	NA	0	1	17	2	11629	1.0	0.0	0.0	0.0	58.8	0.0	41.2	7	dsDNAphage	linear	GCA_006373015.1_194||full	1.0	dsDNAphage
GCA_006373015.1_191	1	24	154	12408	0.993	1.0	1	24	154	12408	NA	NA	0	1	24	154	12408	0.993	0.0	4.2	0.0	12.5	0.0	83.3	1	dsDNAphage	linear	GCA_006373015.1_191||full	0.993	dsDNAphage
GCA_006373015.1_178	1	21	3	14052	0.953	0.953	1	21	3	14052	NA	NA	0	1	21	3	14052	0.953	0.0	0.0	0.0	4.8	4.8	90.5	1	dsDNAphage	linear	GCA_006373015.1_178||full	0.953	dsDNAphage
GCA_006373015.1_141	1	5	55	6588	0.733	0.733	1	5	55	6588	NA	NA	0	1	5	55	6588	0.733	0.0	0.0	0.0	80.0	20.0	0.0	0	dsDNAphage	linear	GCA_006373015.1_141||full	0.733	dsDNAphage
