seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_001185545.1_981	1	5	3	2158	0.933	0.933	1	5	3	2158	NA	NA	0	1	5	3	2158	0.933	0.0	0.0	0.0	40.0	20.0	40.0	0	dsDNAphage	linear	GCA_001185545.1_981||full	0.933	dsDNAphage
GCA_001185545.1_801	1	2	2	1042	0.993	0.993	1	2	2	1042	NA	NA	0	1	2	2	1042	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_001185545.1_801||full	0.993	ssDNA
GCA_001185545.1_78	1	5	3	5714	0.667	0.667	1	5	3	5714	NA	NA	0	1	5	3	5714	0.667	0.0	0.0	0.0	60.0	40.0	0.0	0	dsDNAphage	linear	GCA_001185545.1_78||full	0.667	dsDNAphage
GCA_001185545.1_723	1	2	21	1027	0.973	0.973	1	2	21	1027	NA	NA	0	1	2	21	1027	0.973	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_001185545.1_723||full	0.973	ssDNA
GCA_001185545.1_634	1	2	88	1297	0.927	0.927	1	2	88	1297	NA	NA	0	1	2	88	1297	0.927	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_001185545.1_634||full	0.927	ssDNA
GCA_001185545.1_588	1	5	3	1451	0.873	0.873	1	5	3	1451	NA	NA	0	1	5	3	1451	0.873	0.0	0.0	0.0	20.0	0.0	80.0	0	ssDNA	linear	GCA_001185545.1_588||full	0.873	ssDNA
GCA_001185545.1_587	1	2	38	840	0.973	0.973	1	2	38	840	NA	NA	0	1	2	38	840	0.973	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_001185545.1_587||full	0.973	ssDNA
GCA_001185545.1_579	1	6	3	2899	0.967	0.967	1	6	3	2899	NA	NA	0	1	6	3	2899	0.967	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_001185545.1_579||full	0.967	ssDNA
GCA_001185545.1_572	1	3	97	2195	0.94	0.94	1	3	97	2195	NA	NA	0	1	3	97	2195	0.94	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_001185545.1_572||full	0.94	ssDNA
GCA_001185545.1_553	1	4	2	1811	0.987	0.987	1	4	2	1811	NA	NA	0	1	4	2	1811	0.987	0.0	0.0	0.0	25.0	0.0	75.0	1	dsDNAphage	linear	GCA_001185545.1_553||full	0.987	dsDNAphage
GCA_001185545.1_527	1	5	1	2382	0.987	0.987	1	5	1	2382	NA	NA	0	1	5	1	2382	0.987	0.0	0.0	0.0	60.0	20.0	20.0	1	dsDNAphage	linear	GCA_001185545.1_527||full	0.987	dsDNAphage
GCA_001185545.1_505	1	4	2	2417	0.72	0.72	1	4	2	2417	NA	NA	0	1	4	2	2417	0.72	0.0	25.0	0.0	50.0	0.0	25.0	0	dsDNAphage	linear	GCA_001185545.1_505||full	0.72	dsDNAphage
GCA_001185545.1_489	1	6	3	3007	1.0	1.0	1	6	3	3007	NA	NA	0	1	6	3	3007	1.0	0.0	0.0	0.0	50.0	0.0	50.0	2	dsDNAphage	linear	GCA_001185545.1_489||full	1.0	dsDNAphage
GCA_001185545.1_459	1	3	3	1265	0.667	0.667	1	3	3	1265	NA	NA	0	1	3	3	1265	0.667	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	GCA_001185545.1_459||full	0.667	dsDNAphage
GCA_001185545.1_455	1	3	2	1254	0.92	0.92	1	3	2	1254	NA	NA	0	1	3	2	1254	0.92	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_001185545.1_455||full	0.92	ssDNA
GCA_001185545.1_427	1	3	3	4211	0.667	0.667	1	3	3	4211	NA	NA	0	1	3	3	4211	0.667	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_001185545.1_427||full	0.667	dsDNAphage
GCA_001185545.1_393	1	2	3	983	0.987	0.987	1	2	3	983	NA	NA	0	1	2	3	983	0.987	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_001185545.1_393||full	0.987	ssDNA
GCA_001185545.1_383	1	3	2	2305	0.667	0.667	1	3	2	2305	NA	NA	0	1	3	2	2305	0.667	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_001185545.1_383||full	0.667	ssDNA
GCA_001185545.1_358	1	6	1	2171	0.873	0.873	1	6	1	2171	NA	NA	0	1	6	1	2171	0.873	0.0	0.0	0.0	16.7	0.0	83.3	0	ssDNA	linear	GCA_001185545.1_358||full	0.873	ssDNA
GCA_001185545.1_339	1	3	3	1984	0.947	0.947	1	3	3	1984	NA	NA	0	1	3	3	1984	0.947	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_001185545.1_339||full	0.947	ssDNA
GCA_001185545.1_294	1	5	3	2032	0.993	0.993	1	5	3	2032	NA	NA	0	1	5	3	2032	0.993	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	GCA_001185545.1_294||full	0.993	dsDNAphage
GCA_001185545.1_243	1	2	165	3064	0.873	0.873	1	2	165	3064	NA	NA	0	1	2	165	3064	0.873	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_001185545.1_243||full	0.873	ssDNA
GCA_001185545.1_1609	1	6	3	4323	0.647	0.647	1	6	3	4323	NA	NA	0	1	6	3	4323	0.647	0.0	0.0	0.0	50.0	33.3	16.7	0	dsDNAphage	linear	GCA_001185545.1_1609||full	0.647	dsDNAphage
GCA_001185545.1_1541	1	6	2	3020	0.993	0.993	1	6	2	3020	NA	NA	0	1	6	2	3020	0.993	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	GCA_001185545.1_1541||full	0.993	dsDNAphage
GCA_001185545.1_1527	1	3	77	2777	0.927	0.927	1	3	77	2777	NA	NA	0	1	3	77	2777	0.927	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	GCA_001185545.1_1527||full	0.927	dsDNAphage
GCA_001185545.1_1515	1	7	35	3603	0.773	0.773	1	7	35	3603	NA	NA	0	1	7	35	3603	0.773	0.0	0.0	0.0	28.6	0.0	71.4	0	dsDNAphage	linear	GCA_001185545.1_1515||full	0.773	dsDNAphage
GCA_001185545.1_1445	1	13	2	13034	1.0	1.0	1	13	2	13034	NA	NA	0	1	13	2	13034	1.0	0.0	0.0	0.0	53.8	0.0	46.2	5	dsDNAphage	linear	GCA_001185545.1_1445||full	1.0	dsDNAphage
GCA_001185545.1_1116	1	7	3	4170	0.773	0.773	1	7	3	4170	NA	NA	0	1	7	3	4170	0.773	0.0	14.3	0.0	42.9	0.0	42.9	0	dsDNAphage	linear	GCA_001185545.1_1116||full	0.773	dsDNAphage
