seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006375045.1_999	1	3	2	1885	0.953	0.953	1	3	2	1885	NA	NA	0	1	3	2	1885	0.953	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006375045.1_999||full	0.953	ssDNA
GCA_006375045.1_998	1	4	584	1757	0.927	0.927	1	4	584	1757	NA	NA	0	1	4	584	1757	0.927	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_006375045.1_998||full	0.927	ssDNA
GCA_006375045.1_996	1	5	2	1528	1.0	1.0	1	5	2	1528	NA	NA	0	1	5	2	1528	1.0	0.0	0.0	0.0	20.0	0.0	80.0	1	dsDNAphage	linear	GCA_006375045.1_996||full	1.0	dsDNAphage
GCA_006375045.1_962	1	4	164	2980	0.86	0.86	1	4	164	2980	NA	NA	0	1	4	164	2980	0.86	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	GCA_006375045.1_962||full	0.86	ssDNA
GCA_006375045.1_932	1	3	2	2132	0.913	0.913	1	3	2	2132	NA	NA	0	1	3	2	2132	0.913	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006375045.1_932||full	0.913	ssDNA
GCA_006375045.1_896	1	14	3	5204	0.987	0.987	1	14	3	5204	NA	NA	0	1	14	3	5204	0.987	0.0	0.0	0.0	28.6	0.0	71.4	0	dsDNAphage	linear	GCA_006375045.1_896||full	0.987	dsDNAphage
GCA_006375045.1_893	1	2	34	1308	0.973	0.973	1	2	34	1308	NA	NA	0	1	2	34	1308	0.973	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006375045.1_893||full	0.973	ssDNA
GCA_006375045.1_891	1	11	261	7746	1.0	1.0	1	11	261	7746	NA	NA	0	1	11	261	7746	1.0	0.0	0.0	0.0	18.2	0.0	81.8	1	dsDNAphage	linear	GCA_006375045.1_891||full	1.0	dsDNAphage
GCA_006375045.1_889	1	2	623	2251	0.9	0.9	1	2	623	2251	NA	NA	0	1	2	623	2251	0.9	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006375045.1_889||full	0.9	ssDNA
GCA_006375045.1_888	1	13	2	7898	0.893	0.893	1	13	2	7898	NA	NA	0	1	13	2	7898	0.893	0.0	0.0	0.0	46.2	0.0	53.8	0	dsDNAphage	linear	GCA_006375045.1_888||full	0.893	dsDNAphage
GCA_006375045.1_850	1	19	2	9974	0.927	0.927	1	19	2	9974	NA	NA	0	1	19	2	9974	0.927	0.0	5.3	0.0	47.4	0.0	47.4	0	dsDNAphage	linear	GCA_006375045.1_850||full	0.927	dsDNAphage
GCA_006375045.1_823	1	5	3	2838	0.68	0.68	1	5	3	2838	NA	NA	0	1	5	3	2838	0.68	0.0	0.0	0.0	20.0	0.0	80.0	0	ssDNA	linear	GCA_006375045.1_823||full	0.68	ssDNA
GCA_006375045.1_809	1	2	2	4322	0.627	0.627	1	2	2	4322	NA	NA	0	1	2	2	4322	0.627	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_006375045.1_809||full	0.627	ssDNA
GCA_006375045.1_744	1	15	2	9391	0.96	0.96	1	15	2	9391	NA	NA	0	1	15	2	9391	0.96	0.0	6.7	0.0	20.0	6.7	66.7	1	dsDNAphage	linear	GCA_006375045.1_744||full	0.96	dsDNAphage
GCA_006375045.1_738	1	3	3	1848	0.96	0.96	1	3	3	1848	NA	NA	0	1	3	3	1848	0.96	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006375045.1_738||full	0.96	ssDNA
GCA_006375045.1_1077	1	3	109	1042	0.94	0.94	1	3	109	1042	NA	NA	0	1	3	109	1042	0.94	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006375045.1_1077||full	0.94	ssDNA
GCA_006375045.1_1064	1	2	42	1132	0.967	0.967	1	2	42	1132	NA	NA	0	1	2	42	1132	0.967	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006375045.1_1064||full	0.967	ssDNA
GCA_006375045.1_1048	1	2	2	1100	1.0	1.0	1	2	2	1100	NA	NA	0	1	2	2	1100	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006375045.1_1048||full	1.0	ssDNA
GCA_006375045.1_1043	1	2	2	1158	0.993	0.993	1	2	2	1158	NA	NA	0	1	2	2	1158	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006375045.1_1043||full	0.993	ssDNA
