seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000490515.1_536	1	3	49	1350	1.0	1.0	1	3	49	1350	NA	NA	0	1	3	49	1350	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000490515.1_536||full	1.0	ssDNA
GCA_000490515.1_529	1	4	2	1373	0.987	0.987	1	4	2	1373	NA	NA	0	1	4	2	1373	0.987	0.0	0.0	0.0	100.0	0.0	0.0	1	dsDNAphage	linear	GCA_000490515.1_529||full	0.987	dsDNAphage
GCA_000490515.1_514	1	3	2	1585	0.98	0.98	1	3	2	1585	NA	NA	0	1	3	2	1585	0.98	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000490515.1_514||full	0.98	ssDNA
GCA_000490515.1_513	1	2	3	1238	0.96	0.96	1	2	3	1238	NA	NA	0	1	2	3	1238	0.96	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	GCA_000490515.1_513||full	0.96	dsDNAphage
GCA_000490515.1_512	1	4	1	1606	0.7	0.7	1	4	1	1606	NA	NA	0	1	4	1	1606	0.7	0.0	25.0	0.0	50.0	0.0	25.0	0	dsDNAphage	linear	GCA_000490515.1_512||full	0.7	dsDNAphage
GCA_000490515.1_478	1	3	3	1996	1.0	1.0	1	3	3	1996	NA	NA	0	1	3	3	1996	1.0	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000490515.1_478||full	1.0	ssDNA
GCA_000490515.1_475	1	4	1	2032	0.993	0.993	1	4	1	2032	NA	NA	0	1	4	1	2032	0.993	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	GCA_000490515.1_475||full	0.993	ssDNA
GCA_000490515.1_453	1	4	3	2342	0.96	0.96	1	4	3	2342	NA	NA	0	1	4	3	2342	0.96	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	GCA_000490515.1_453||full	0.96	ssDNA
GCA_000490515.1_445	1	5	3	2532	0.98	0.98	1	5	3	2532	NA	NA	0	1	5	3	2532	0.98	0.0	0.0	0.0	60.0	20.0	20.0	0	dsDNAphage	linear	GCA_000490515.1_445||full	0.98	dsDNAphage
GCA_000490515.1_441	1	2	3	2253	0.92	0.92	1	2	3	2253	NA	NA	0	1	2	3	2253	0.92	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000490515.1_441||full	0.92	ssDNA
GCA_000490515.1_410	1	5	1	2974	1.0	1.0	1	5	1	2974	NA	NA	0	1	5	1	2974	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_000490515.1_410||full	1.0	ssDNA
GCA_000490515.1_408	1	7	1	2984	1.0	1.0	1	7	1	2984	NA	NA	0	1	7	1	2984	1.0	0.0	0.0	0.0	28.6	0.0	71.4	0	dsDNAphage	linear	GCA_000490515.1_408||full	1.0	dsDNAphage
GCA_000490515.1_347	1	4	3	3823	0.953	0.953	1	4	3	3823	NA	NA	0	1	4	3	3823	0.953	0.0	25.0	0.0	50.0	25.0	0.0	2	dsDNAphage	linear	GCA_000490515.1_347||full	0.953	dsDNAphage
GCA_000490515.1_341	1	9	2	3927	0.567	0.567	1	9	2	3927	NA	NA	0	1	9	2	3927	0.567	0.0	11.1	0.0	33.3	0.0	55.6	0	dsDNAphage	linear	GCA_000490515.1_341||full	0.567	dsDNAphage
GCA_000490515.1_338	1	3	290	3738	0.72	0.72	1	3	290	3738	NA	NA	0	1	3	290	3738	0.72	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000490515.1_338||full	0.72	ssDNA
GCA_000490515.1_126	1	15	2	12521	0.973	0.973	1	15	2	12521	NA	NA	0	1	15	2	12521	0.973	0.0	6.7	0.0	60.0	6.7	26.7	1	dsDNAphage	linear	GCA_000490515.1_126||full	0.973	dsDNAphage
