seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000490775.1_443	1	2	48	2655	0.74	0.74	1	2	48	2655	NA	NA	0	1	2	48	2655	0.74	0.0	0.0	0.0	50.0	50.0	0.0	1	dsDNAphage	linear	GCA_000490775.1_443||full	0.74	dsDNAphage
GCA_000490775.1_435	1	3	2	2772	0.627	0.627	1	3	2	2772	NA	NA	0	1	3	2	2772	0.627	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	GCA_000490775.1_435||full	0.627	dsDNAphage
GCA_000490775.1_379	2	6	1083	4660	0.88	0.88	2	6	1083	4660	NA	NA	0	2	6	1083	4660	0.88	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	circular	GCA_000490775.1_379||full	0.88	dsDNAphage
GCA_000490775.1_372	1	2	422	3927	0.747	0.747	1	2	422	3927	NA	NA	0	1	2	422	3927	0.747	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	GCA_000490775.1_372||full	0.747	dsDNAphage
GCA_000490775.1_368	1	3	326	3774	0.72	0.72	1	3	326	3774	NA	NA	0	1	3	326	3774	0.72	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000490775.1_368||full	0.72	ssDNA
GCA_000490775.1_350	1	5	121	4688	0.853	0.853	1	5	121	4688	NA	NA	0	1	5	121	4688	0.853	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	GCA_000490775.1_350||full	0.853	dsDNAphage
GCA_000490775.1_254	1	5	57	7155	0.727	0.727	1	5	57	7155	NA	NA	0	1	5	57	7155	0.727	0.0	0.0	0.0	60.0	40.0	0.0	0	dsDNAphage	linear	GCA_000490775.1_254||full	0.727	dsDNAphage
GCA_000490775.1_190	1	2	1	9157	0.86	0.86	1	2	1	9157	NA	NA	0	1	2	1	9157	0.86	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	GCA_000490775.1_190||full	0.86	dsDNAphage
GCA_000490775.1_148	1	10	330	11963	0.54	0.54	1	10	330	11963	NA	NA	0	1	10	330	11963	0.54	0.0	0.0	0.0	10.0	0.0	90.0	0	dsDNAphage	linear	GCA_000490775.1_148||full	0.54	dsDNAphage
GCA_000490775.1_29	11	31	8406	26367	0.893	0.933	11	31	8406	26367	0.893	0.94	1	1	31	2	26367	0.767	0.0	23.8	4.8	42.9	4.8	23.8	1	dsDNAphage	linear	GCA_000490775.1_29||0_partial	0.893	dsDNAphage
