gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
JUWNNLIA_CDS_0001	1	462	+	GCA_003348545.1_34_456-30917	-2083.973438701964	28520	99.0	0.651	6.142e-29	p185338 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0001	JUWNNLIA_CDS_0001
JUWNNLIA_CDS_0002	594	683	+	GCA_003348545.1_34_456-30917	-1.0749475369077903	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0002	JUWNNLIA_CDS_0002
JUWNNLIA_CDS_0003	861	1730	+	GCA_003348545.1_34_456-30917	-237637.19194340848	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0003	JUWNNLIA_CDS_0003
JUWNNLIA_CDS_0004	1744	1839	+	GCA_003348545.1_34_456-30917	-4.139974183171372	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0004	JUWNNLIA_CDS_0004
JUWNNLIA_CDS_0005	2021	1878	-	GCA_003348545.1_34_456-30917	-2.4534565308502305	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0005	JUWNNLIA_CDS_0005
JUWNNLIA_CDS_0006	2179	2018	-	GCA_003348545.1_34_456-30917	-0.355597012988655	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0006	JUWNNLIA_CDS_0006
JUWNNLIA_CDS_0007	2194	2370	+	GCA_003348545.1_34_456-30917	-76.94261969951914	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0007	JUWNNLIA_CDS_0007
JUWNNLIA_CDS_0008	2389	2733	+	GCA_003348545.1_34_456-30917	-162.53529805235047	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0008	JUWNNLIA_CDS_0008
JUWNNLIA_CDS_0009	4348	2870	-	GCA_003348545.1_34_456-30917	-107444958914.92258	601	233.0	0.596	7.441e-71	p280433 VI_07926	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0009	JUWNNLIA_CDS_0009
JUWNNLIA_CDS_0010	4608	4348	-	GCA_003348545.1_34_456-30917	-11.8337445923305	594	135.0	0.758	3e-41	p185251 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0010	JUWNNLIA_CDS_0010
JUWNNLIA_CDS_0011	4988	4611	-	GCA_003348545.1_34_456-30917	-516.4020207779996	596	210.0	0.809	1.576e-66	p185332 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0011	JUWNNLIA_CDS_0011
JUWNNLIA_CDS_0012	5642	4992	-	GCA_003348545.1_34_456-30917	-4760.998072718892	611	128.0	0.663	2.033e-37	p37027 VI_01908	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0012	JUWNNLIA_CDS_0012
JUWNNLIA_CDS_0013	6037	5642	-	GCA_003348545.1_34_456-30917	-751.4099650232889	610	186.0	0.795	1.5260000000000001e-58	p185330 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0013	JUWNNLIA_CDS_0013
JUWNNLIA_CDS_0014	6386	6024	-	GCA_003348545.1_34_456-30917	-103.55954036959244	35787	304.0	1.0	2.771e-99	p185329 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0014	JUWNNLIA_CDS_0014
JUWNNLIA_CDS_0015	8367	6391	-	GCA_003348545.1_34_456-30917	-1442396682.037216	496	441.0	0.504	1.11e-139	p281357 VI_09996	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0015	JUWNNLIA_CDS_0015
JUWNNLIA_CDS_0016	9974	8367	-	GCA_003348545.1_34_456-30917	-372061274.75111306	511	224.0	0.322	1.794e-64	p395194 VI_01310	PHANOTATE	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0016	JUWNNLIA_CDS_0016
JUWNNLIA_CDS_0017	12565	10046	-	GCA_003348545.1_34_456-30917	-5499104688769.602	36330	2054.0	1.0	0.0	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0017	JUWNNLIA_CDS_0017
JUWNNLIA_CDS_0018	13194	12565	-	GCA_003348545.1_34_456-30917	-16214.106933846982	399	177.0	0.453	3.8899999999999995e-53	p26986 VI_03058	PHANOTATE	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0018	JUWNNLIA_CDS_0018
JUWNNLIA_CDS_0019	13793	13194	-	GCA_003348545.1_34_456-30917	-6713.186885368713	437	151.0	0.443	1.02e-44	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0019	JUWNNLIA_CDS_0019
JUWNNLIA_CDS_0020	14260	13796	-	GCA_003348545.1_34_456-30917	-4293.260692893354	482	265.0	0.827	1.073e-84	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0020	JUWNNLIA_CDS_0020
JUWNNLIA_CDS_0021	14698	14318	-	GCA_003348545.1_34_456-30917	-146.19704659157836	486	156.0	0.617	1.6329999999999998e-47	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0021	JUWNNLIA_CDS_0021
JUWNNLIA_CDS_0022	15918	14713	-	GCA_003348545.1_34_456-30917	-17672696.12331442	334	516.0	0.652	5.386e-167	p44041 VI_02700	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0022	JUWNNLIA_CDS_0022
JUWNNLIA_CDS_0023	16984	15980	-	GCA_003348545.1_34_456-30917	-372014.46543670376	10452	243.0	0.744	7.715e-77	p214738 VI_11622	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0023	JUWNNLIA_CDS_0023
JUWNNLIA_CDS_0024	17112	17023	-	GCA_003348545.1_34_456-30917	-0.5334087064997279	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0024	JUWNNLIA_CDS_0024
JUWNNLIA_CDS_0025	17362	17102	-	GCA_003348545.1_34_456-30917	-33.989447167464895	6699	117.0	0.654	1.2790000000000001e-34	p231838 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0025	JUWNNLIA_CDS_0025
