seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006373555.1_98	1	2	1	877	1.0	1.0	1	2	1	877	NA	NA	0	1	2	1	877	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006373555.1_98||full	1.0	ssDNA
GCA_006373555.1_88	1	3	182	1646	0.62	0.62	1	3	182	1646	NA	NA	0	1	3	182	1646	0.62	0.0	0.0	0.0	33.3	33.3	33.3	0	dsDNAphage	linear	GCA_006373555.1_88||full	0.62	dsDNAphage
GCA_006373555.1_84	1	2	17	1015	0.993	0.993	1	2	17	1015	NA	NA	0	1	2	17	1015	0.993	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_006373555.1_84||full	0.993	ssDNA
GCA_006373555.1_83	1	5	1	1565	0.98	0.98	1	5	1	1565	NA	NA	0	1	5	1	1565	0.98	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	GCA_006373555.1_83||full	0.98	ssDNA
GCA_006373555.1_82	1	2	17	1036	0.947	0.947	1	2	17	1036	NA	NA	0	1	2	17	1036	0.947	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006373555.1_82||full	0.947	ssDNA
GCA_006373555.1_81	1	3	33	1590	1.0	1.0	1	3	33	1590	NA	NA	0	1	3	33	1590	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006373555.1_81||full	1.0	ssDNA
GCA_006373555.1_79	1	5	372	3706	0.773	0.773	1	5	372	3706	NA	NA	0	1	5	372	3706	0.773	0.0	0.0	0.0	20.0	0.0	80.0	0	ssDNA	linear	GCA_006373555.1_79||full	0.773	ssDNA
GCA_006373555.1_76	1	3	217	2768	0.727	0.727	1	3	217	2768	NA	NA	0	1	3	217	2768	0.727	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006373555.1_76||full	0.727	ssDNA
GCA_006373555.1_24	1	117	3	103244	0.993	1.0	1	117	3	103244	NA	NA	0	1	117	3	103244	0.993	0.0	5.1	0.0	45.3	3.4	46.2	5	dsDNAphage	linear	GCA_006373555.1_24||full	0.993	dsDNAphage
GCA_006373555.1_4	66	108	75427	116182	0.9	0.933	66	108	75427	116182	0.9	1.0	1	1	217	837	241690	0.353	0.0	45.5	0.0	20.0	20.0	14.5	4	dsDNAphage	linear	GCA_006373555.1_4||0_partial	0.9	dsDNAphage
GCA_006373555.1_14	136	161	132434	149395	0.993	0.993	136	161	132434	149395	0.993	0.993	1	1	161	2	149395	0.107	0.0	0.0	0.0	11.5	3.8	84.6	1	dsDNAphage	linear	GCA_006373555.1_14||0_partial	0.993	dsDNAphage
