seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000489555.1_73	1	29	93	22154	0.987	0.993	1	29	93	22154	NA	NA	0	1	29	93	22154	0.987	0.0	24.1	0.0	51.7	3.4	20.7	6	dsDNAphage	linear	GCA_000489555.1_73||full	0.987	dsDNAphage
GCA_000489555.1_331	1	2	1	1930	0.827	0.827	1	2	1	1930	NA	NA	0	1	2	1	1930	0.827	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000489555.1_331||full	0.827	ssDNA
GCA_000489555.1_329	1	4	2	1956	0.98	0.98	1	4	2	1956	NA	NA	0	1	4	2	1956	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000489555.1_329||full	0.98	ssDNA
GCA_000489555.1_300	1	4	1	2827	0.753	0.753	1	4	1	2827	NA	NA	0	1	4	1	2827	0.753	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000489555.1_300||full	0.753	ssDNA
GCA_000489555.1_275	1	5	178	3865	1.0	1.0	1	5	178	3865	NA	NA	0	1	5	178	3865	1.0	0.0	0.0	0.0	80.0	0.0	20.0	2	dsDNAphage	linear	GCA_000489555.1_275||full	1.0	dsDNAphage
GCA_000489555.1_256	1	7	1	4928	1.0	1.0	1	7	1	4928	NA	NA	0	1	7	1	4928	1.0	0.0	0.0	0.0	57.1	0.0	42.9	1	dsDNAphage	linear	GCA_000489555.1_256||full	1.0	dsDNAphage
GCA_000489555.1_246	1	3	42	5031	0.607	0.607	1	3	42	5031	NA	NA	0	1	3	42	5031	0.607	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_000489555.1_246||full	0.607	dsDNAphage
GCA_000489555.1_212	1	12	92	7059	1.0	1.0	1	12	92	7059	NA	NA	0	1	12	92	7059	1.0	0.0	0.0	0.0	50.0	8.3	41.7	3	dsDNAphage	linear	GCA_000489555.1_212||full	1.0	dsDNAphage
GCA_000489555.1_210	1	5	47	7145	0.727	0.727	1	5	47	7145	NA	NA	0	1	5	47	7145	0.727	0.0	0.0	0.0	60.0	40.0	0.0	0	dsDNAphage	linear	GCA_000489555.1_210||full	0.727	dsDNAphage
GCA_000489555.1_174	1	2	1	9085	0.847	0.847	1	2	1	9085	NA	NA	0	1	2	1	9085	0.847	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	GCA_000489555.1_174||full	0.847	dsDNAphage
GCA_000489555.1_164	1	11	1	10249	0.9	0.9	1	11	1	10249	NA	NA	0	1	11	1	10249	0.9	0.0	27.3	0.0	54.5	9.1	9.1	1	dsDNAphage	linear	GCA_000489555.1_164||full	0.9	dsDNAphage
