seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006374405.1_958	1	2	1	2729	0.88	0.88	1	2	1	2729	NA	NA	0	1	2	1	2729	0.88	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006374405.1_958||full	0.88	ssDNA
GCA_006374405.1_908	1	9	2	4531	0.847	0.847	1	9	2	4531	NA	NA	0	1	9	2	4531	0.847	0.0	0.0	0.0	22.2	0.0	77.8	0	dsDNAphage	linear	GCA_006374405.1_908||full	0.847	dsDNAphage
GCA_006374405.1_857	1	3	2	6034	0.667	0.667	1	3	2	6034	NA	NA	0	1	3	2	6034	0.667	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	GCA_006374405.1_857||full	0.667	dsDNAphage
GCA_006374405.1_854	1	3	175	1331	0.867	0.867	1	3	175	1331	NA	NA	0	1	3	175	1331	0.867	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	GCA_006374405.1_854||full	0.867	dsDNAphage
GCA_006374405.1_642	1	3	23	4121	0.547	0.547	1	3	23	4121	NA	NA	0	1	3	23	4121	0.547	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_006374405.1_642||full	0.547	dsDNAphage
GCA_006374405.1_555	1	22	2	13948	0.907	0.907	1	22	2	13948	NA	NA	0	1	22	2	13948	0.907	0.0	0.0	0.0	4.5	4.5	90.9	0	dsDNAphage	linear	GCA_006374405.1_555||full	0.907	dsDNAphage
GCA_006374405.1_545	1	3	3	4291	0.793	0.793	1	3	3	4291	NA	NA	0	1	3	3	4291	0.793	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_006374405.1_545||full	0.793	dsDNAphage
GCA_006374405.1_536	1	3	122	4842	0.807	0.807	1	3	122	4842	NA	NA	0	1	3	122	4842	0.807	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_006374405.1_536||full	0.807	dsDNAphage
GCA_006374405.1_1224	1	4	2	1178	0.9	0.9	1	4	2	1178	NA	NA	0	1	4	2	1178	0.9	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	GCA_006374405.1_1224||full	0.9	ssDNA
GCA_006374405.1_1189	1	2	358	1259	0.94	0.94	1	2	358	1259	NA	NA	0	1	2	358	1259	0.94	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006374405.1_1189||full	0.94	ssDNA
GCA_006374405.1_1103	1	3	1	1144	1.0	1.0	1	3	1	1144	NA	NA	0	1	3	1	1144	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_006374405.1_1103||full	1.0	ssDNA
GCA_006374405.1_1013	1	3	2	3042	0.64	0.64	1	3	2	3042	NA	NA	0	1	3	2	3042	0.64	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_006374405.1_1013||full	0.64	dsDNAphage
GCA_006374405.1_1008	1	2	59	3186	0.62	0.62	1	2	59	3186	NA	NA	0	1	2	59	3186	0.62	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006374405.1_1008||full	0.62	ssDNA
