seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_000272345.2_557	1	3	3	3473	0.573	0.573	1	3	3	3473	NA	NA	0	1	3	3	3473	0.573	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000272345.2_557||full	0.573	ssDNA
GCA_000272345.2_531	1	7	1	3516	0.92	0.92	1	7	1	3516	NA	NA	0	1	7	1	3516	0.92	0.0	0.0	0.0	57.1	0.0	42.9	0	dsDNAphage	linear	GCA_000272345.2_531||full	0.92	dsDNAphage
GCA_000272345.2_518	1	21	1	14802	0.987	0.993	1	21	1	14802	NA	NA	0	1	21	1	14802	0.987	0.0	0.0	0.0	76.2	0.0	23.8	13	dsDNAphage	linear	GCA_000272345.2_518||full	0.987	dsDNAphage
GCA_000272345.2_515	1	3	115	1885	0.993	0.993	1	3	115	1885	NA	NA	0	1	3	115	1885	0.993	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_000272345.2_515||full	0.993	ssDNA
GCA_000272345.2_459	1	2	87	2549	0.673	0.673	1	2	87	2549	NA	NA	0	1	2	87	2549	0.673	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	GCA_000272345.2_459||full	0.673	dsDNAphage
GCA_000272345.2_429	1	3	119	3105	0.673	0.673	1	3	119	3105	NA	NA	0	1	3	119	3105	0.673	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	GCA_000272345.2_429||full	0.673	dsDNAphage
GCA_000272345.2_301	1	6	2	6700	0.727	0.727	1	6	2	6700	NA	NA	0	1	6	2	6700	0.727	0.0	16.7	0.0	33.3	16.7	33.3	1	dsDNAphage	linear	GCA_000272345.2_301||full	0.727	dsDNAphage
GCA_000272345.2_232	1	3	201	2933	0.827	0.827	1	3	201	2933	NA	NA	0	1	3	201	2933	0.827	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_000272345.2_232||full	0.827	ssDNA
GCA_000272345.2_21	1	2	3	1347	0.933	0.933	1	2	3	1347	NA	NA	0	1	2	3	1347	0.933	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	GCA_000272345.2_21||full	0.933	ssDNA
GCA_000272345.2_17	1	9	45	9602	0.713	0.713	1	9	45	9602	NA	NA	0	1	9	45	9602	0.713	0.0	0.0	0.0	22.2	0.0	77.8	0	dsDNAphage	linear	GCA_000272345.2_17||full	0.713	dsDNAphage
GCA_000272345.2_143	1	4	408	3335	0.907	0.907	1	4	408	3335	NA	NA	0	1	4	408	3335	0.907	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000272345.2_143||full	0.907	ssDNA
GCA_000272345.2_132	1	21	1	23556	0.547	0.553	1	21	1	23556	NA	NA	0	1	21	1	23556	0.547	0.0	27.3	0.0	27.3	18.2	27.3	2	dsDNAphage	linear	GCA_000272345.2_132||full	0.547	dsDNAphage
GCA_000272345.2_10	1	2	3	958	1.0	1.0	1	2	3	958	NA	NA	0	1	2	3	958	1.0	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_000272345.2_10||full	1.0	ssDNA
GCA_000272345.2_369	1	17	1	15988	0.92	0.92	1	17	1	15988	0.92	0.98	1	1	24	1	24572	0.72	0.0	25.0	0.0	33.3	16.7	25.0	1	dsDNAphage	linear	GCA_000272345.2_369||0_partial	0.92	dsDNAphage
