seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_005146495.1_86	1	2	1	1489	0.833	0.833	1	2	1	1489	NA	NA	0	1	2	1	1489	0.833	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	GCA_005146495.1_86||full	0.833	dsDNAphage
GCA_005146495.1_85	1	2	3	1180	0.953	0.953	1	2	3	1180	NA	NA	0	1	2	3	1180	0.953	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_005146495.1_85||full	0.953	ssDNA
GCA_005146495.1_71	1	3	3	1602	1.0	1.0	1	3	3	1602	NA	NA	0	1	3	3	1602	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	GCA_005146495.1_71||full	1.0	ssDNA
GCA_005146495.1_32	1	17	253	7319	0.987	0.987	1	17	253	7319	NA	NA	0	1	17	253	7319	0.987	0.0	11.8	0.0	35.3	0.0	52.9	1	dsDNAphage	linear	GCA_005146495.1_32||full	0.987	dsDNAphage
GCA_005146495.1_186	1	2	35	1272	0.86	0.86	1	2	35	1272	NA	NA	0	1	2	35	1272	0.86	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_005146495.1_186||full	0.86	ssDNA
GCA_005146495.1_14	1	7	45	4492	1.0	1.0	1	7	45	4492	NA	NA	0	1	7	45	4492	1.0	0.0	0.0	0.0	57.1	0.0	42.9	3	dsDNAphage	linear	GCA_005146495.1_14||full	1.0	dsDNAphage
GCA_005146495.1_120	1	24	3	16319	0.973	0.98	1	24	3	16319	NA	NA	0	1	24	3	16319	0.973	0.0	16.7	0.0	45.8	0.0	37.5	1	dsDNAphage	linear	GCA_005146495.1_120||full	0.973	dsDNAphage
GCA_005146495.1_12	1	4	3	3364	0.873	0.873	1	4	3	3364	NA	NA	0	1	4	3	3364	0.873	0.0	0.0	25.0	75.0	0.0	0.0	1	dsDNAphage	linear	GCA_005146495.1_12||full	0.873	dsDNAphage
GCA_005146495.1_11	1	7	3	6253	0.953	0.953	1	7	3	6253	NA	NA	0	1	7	3	6253	0.953	0.0	0.0	14.3	71.4	0.0	14.3	3	dsDNAphage	linear	GCA_005146495.1_11||full	0.953	dsDNAphage
GCA_005146495.1_109	1	42	3	37366	0.853	0.867	1	42	3	37366	NA	NA	0	1	42	3	37366	0.853	0.0	38.1	0.0	26.2	2.4	33.3	4	dsDNAphage	linear	GCA_005146495.1_109||full	0.853	dsDNAphage
GCA_005146495.1_103	1	7	45	4531	1.0	1.0	1	7	45	4531	NA	NA	0	1	7	45	4531	1.0	0.0	0.0	0.0	57.1	0.0	42.9	4	dsDNAphage	linear	GCA_005146495.1_103||full	1.0	dsDNAphage
GCA_005146495.1_116	1	23	3	17809	0.92	0.94	1	23	3	17809	0.92	1.0	1	1	30	3	34131	0.707	0.0	10.0	3.3	20.0	20.0	46.7	3	dsDNAphage	linear	GCA_005146495.1_116||0_partial	0.92	dsDNAphage
