gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
FGTTVPXB_CDS_0001	1212	1	-	GCA_017426965.1_65_102-245094	-541632.0368768324	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0001	FGTTVPXB_CDS_0001
FGTTVPXB_CDS_0002	1258	1692	+	GCA_017426965.1_65_102-245094	-251.2892998628627	22	59.0	0.345	2.564e-13	KX925554_p168	PHANOTATE	CDS	#ffdf59	thioredoxin domain	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0002	FGTTVPXB_CDS_0002
FGTTVPXB_CDS_0003	1718	2011	+	GCA_017426965.1_65_102-245094	-0.1446092316359294	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0003	FGTTVPXB_CDS_0003
FGTTVPXB_CDS_0004	1965	3035	+	GCA_017426965.1_65_102-245094	-176901.22221642672	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0004	FGTTVPXB_CDS_0004
FGTTVPXB_CDS_0005	3239	3114	-	GCA_017426965.1_65_102-245094	-0.6230212931829018	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0005	FGTTVPXB_CDS_0005
FGTTVPXB_CDS_0006	3300	3950	+	GCA_017426965.1_65_102-245094	-3130.3832434973606	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0006	FGTTVPXB_CDS_0006
FGTTVPXB_CDS_0007	4180	4347	+	GCA_017426965.1_65_102-245094	-13.279118252247605	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0007	FGTTVPXB_CDS_0007
FGTTVPXB_CDS_0008	5019	4351	-	GCA_017426965.1_65_102-245094	-1092.6636621208925	18202	214.0	0.511	4.82e-65	p349143 VI_07224	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0008	FGTTVPXB_CDS_0008
FGTTVPXB_CDS_0009	5750	5016	-	GCA_017426965.1_65_102-245094	-1384.6170166476768	18202	178.0	0.454	1.26e-52	p349143 VI_07224	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0009	FGTTVPXB_CDS_0009
FGTTVPXB_CDS_0010	6474	5707	-	GCA_017426965.1_65_102-245094	-241098.1868755289	10776	198.0	0.451	3.781e-59	p135010 VI_01360	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0010	FGTTVPXB_CDS_0010
FGTTVPXB_CDS_0011	7255	6512	-	GCA_017426965.1_65_102-245094	-70877.3547318354	293	198.0	0.478	4.088e-59	p21813 VI_04201	PHANOTATE	CDS	#ff59f5	ABC transporter	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0011	FGTTVPXB_CDS_0011
