seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
GCA_006378795.1_95	1	4	53	5592	0.7	0.7	1	4	53	5592	NA	NA	0	1	4	53	5592	0.7	0.0	0.0	0.0	75.0	0.0	25.0	0	dsDNAphage	linear	GCA_006378795.1_95||full	0.7	dsDNAphage
GCA_006378795.1_904	1	3	1	1451	0.98	0.98	1	3	1	1451	NA	NA	0	1	3	1	1451	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	GCA_006378795.1_904||full	0.98	ssDNA
GCA_006378795.1_733	1	6	3	3574	0.72	0.72	1	6	3	3574	NA	NA	0	1	6	3	3574	0.72	0.0	0.0	0.0	33.3	16.7	50.0	0	dsDNAphage	linear	GCA_006378795.1_733||full	0.72	dsDNAphage
GCA_006378795.1_721	1	3	78	4028	0.847	0.847	1	3	78	4028	NA	NA	0	1	3	78	4028	0.847	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	GCA_006378795.1_721||full	0.847	dsDNAphage
GCA_006378795.1_64	1	5	1	7355	0.5	0.5	1	5	1	7355	NA	NA	0	1	5	1	7355	0.5	0.0	20.0	0.0	60.0	0.0	20.0	0	dsDNAphage	linear	GCA_006378795.1_64||full	0.5	dsDNAphage
GCA_006378795.1_61	1	2	1	2066	0.947	0.947	1	2	1	2066	NA	NA	0	1	2	1	2066	0.947	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006378795.1_61||full	0.947	ssDNA
GCA_006378795.1_554	1	2	436	2139	0.88	0.88	1	2	436	2139	NA	NA	0	1	2	436	2139	0.88	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	GCA_006378795.1_554||full	0.88	ssDNA
GCA_006378795.1_53	1	4	54	5773	0.747	0.747	1	4	54	5773	NA	NA	0	1	4	54	5773	0.747	0.0	0.0	0.0	75.0	25.0	0.0	0	dsDNAphage	linear	GCA_006378795.1_53||full	0.747	dsDNAphage
GCA_006378795.1_517	1	3	165	4263	0.547	0.547	1	3	165	4263	NA	NA	0	1	3	165	4263	0.547	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_006378795.1_517||full	0.547	dsDNAphage
GCA_006378795.1_448	1	4	41	4979	0.773	0.773	1	4	41	4979	NA	NA	0	1	4	41	4979	0.773	0.0	25.0	0.0	50.0	25.0	0.0	1	dsDNAphage	linear	GCA_006378795.1_448||full	0.773	dsDNAphage
GCA_006378795.1_385	1	3	3	4237	0.813	0.813	1	3	3	4237	NA	NA	0	1	3	3	4237	0.813	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	GCA_006378795.1_385||full	0.813	dsDNAphage
GCA_006378795.1_3	1	50	122	43918	0.993	1.0	1	50	122	43918	NA	NA	0	1	50	122	43918	0.993	0.0	8.0	0.0	56.0	4.0	32.0	6	dsDNAphage	linear	GCA_006378795.1_3||full	0.993	dsDNAphage
GCA_006378795.1_2	1	49	3	26469	1.0	1.0	1	49	3	26469	NA	NA	0	1	49	3	26469	1.0	0.0	6.1	0.0	20.4	2.0	71.4	1	dsDNAphage	linear	GCA_006378795.1_2||full	1.0	dsDNAphage
